Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.4,1583820000.0,729710000.0,352650000.0,1583820000.0,1231170000.0,-6960000.0,6960000.0,729710000.0,729710000.0,5124850000.0,,,,,729710000.0,729710000.0,0.0,729710000.0,-3820000.0,733530000.0,733530000.0,490680000.0,1224210000.0,170030000.0,-6960000.0,6960000.0,1011820000.0,5124850000.0,1204790000.0,352650000.0,352650000.0,6136670000.0,6136670000.0,2024-03-31
0.0,0.266404,1506030000.0,843090000.0,342520000.0,1506030000.0,1163510000.0,-6470000.0,6470000.0,843090000.0,843090000.0,5376700000.0,140515000.0,135545016.0,6.0,6.22,843090000.0,843090000.0,0.0,843090000.0,-5710000.0,848800000.0,848800000.0,308240000.0,1157040000.0,198320000.0,-6470000.0,6470000.0,966760000.0,5376700000.0,1646100000.0,342520000.0,342520000.0,6343460000.0,6343460000.0,2023-12-31
0.0,0.266084,1310240000.0,704400000.0,337350000.0,1310240000.0,972890000.0,-7670000.0,7670000.0,704400000.0,704400000.0,5309180000.0,140039761.0,135461538.0,5.03,5.2,704400000.0,704400000.0,0.0,704400000.0,-3990000.0,708390000.0,708390000.0,256830000.0,965220000.0,126430000.0,-7670000.0,7670000.0,881290000.0,5309180000.0,1715100000.0,337350000.0,337350000.0,6190470000.0,6190470000.0,2023-09-30
0.0,0.260027,1610170000.0,934670000.0,339710000.0,1610170000.0,1270460000.0,-5090000.0,5090000.0,934670000.0,934670000.0,5257140000.0,139502985.0,134873016.0,6.7,6.93,934670000.0,934670000.0,0.0,934670000.0,-1670000.0,936340000.0,936340000.0,329030000.0,1265370000.0,119550000.0,-5090000.0,5090000.0,1136680000.0,5257140000.0,1725820000.0,339710000.0,339710000.0,6393820000.0,6393820000.0,2023-06-30
0.0,0.263426,1568350000.0,906550000.0,329290000.0,1568350000.0,1239060000.0,256040000.0,2090000.0,906550000.0,906550000.0,9587420000.0,,,,,906550000.0,906550000.0,0.0,906550000.0,-4570000.0,911120000.0,911120000.0,325850000.0,1236970000.0,4518030000.0,256040000.0,2090000.0,-3432460000.0,8123110000.0,,329290000.0,-548220000.0,6154960000.0,6154960000.0,2023-03-31
,,,,,,,,,,,,139089686.0,134563991.0,4.46,4.61,,,,,,,,,,,,,,,1524030000.0,,,,,2022-12-31
0.0,0.237908,1356230000.0,744590000.0,365300000.0,1356230000.0,990930000.0,-10130000.0,10130000.0,744590000.0,744590000.0,5221640000.0,141826667.0,136371795.0,5.25,5.46,744590000.0,744590000.0,0.0,744590000.0,-2870000.0,747460000.0,747460000.0,233340000.0,980800000.0,165470000.0,-10130000.0,10130000.0,841790000.0,5221640000.0,1203990000.0,365300000.0,365300000.0,6063430000.0,6063430000.0,2024-06-30 00:00:00
