Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
29597200.0,29597200.0,2467471000.0,2483866000.0,1767547000.0,4283014000.0,866884000.0,1767547000.0,2365000.0,1801513000.0,2778488000.0,1811266000.0,9753000.0,1801513000.0,1505541000.0,295972000.0,295972000.0,3655557000.0,1067284000.0,1000.0,88449000.0,978834000.0,1859000.0,976975000.0,2588273000.0,105123000.0,1505032000.0,506000.0,1504526000.0,,883114000.0,,883114000.0,5466823000.0,2011666000.0,223474000.0,,,20463000.0,20463000.0,33966000.0,33966000.0,,1733763000.0,,1733763000.0,267403000.0,1466360000.0,,,,,3455157000.0,358295000.0,,,1347608000.0,,,,11373000.0,1461208000.0,276673000.0,262643000.0,14030000.0,,2024-03-31
29597200.0,29597200.0,1898257000.0,2089047000.0,1705196000.0,3812127000.0,1098246000.0,1705196000.0,13592000.0,1736672000.0,2801467000.0,1744959000.0,8287000.0,1736672000.0,1440700000.0,295972000.0,295972000.0,3553912000.0,1157580000.0,1000.0,89512000.0,1068067000.0,3272000.0,1064795000.0,2396332000.0,342480000.0,1020980000.0,10320000.0,1010660000.0,,992557000.0,,992557000.0,5298871000.0,1804293000.0,242128000.0,,,17372000.0,17372000.0,31476000.0,31476000.0,,1513317000.0,,1513317000.0,424670000.0,1088647000.0,,,,,3494578000.0,525998000.0,,,1091884000.0,,,,13636000.0,1458207000.0,404853000.0,227655000.0,177198000.0,,2023-09-30
29597200.0,29597200.0,1887198000.0,1926407000.0,1632006000.0,3578012000.0,994337000.0,1632006000.0,14039000.0,1665644000.0,2575022000.0,1669961000.0,4317000.0,1665644000.0,1369672000.0,295972000.0,295972000.0,3124599000.0,997490000.0,-1000.0,82292000.0,915199000.0,5821000.0,909378000.0,2127109000.0,29932000.0,1011208000.0,8218000.0,1002990000.0,12469000.0,1027343000.0,76464000.0,950879000.0,4794560000.0,1673113000.0,-1000.0,1652000.0,233328000.0,0.0,19896000.0,33638000.0,33638000.0,0.0,1404496000.0,-687093000.0,2091589000.0,357873000.0,9898000.0,1460149000.0,216558000.0,47111000.0,0.0,3121446000.0,45766000.0,3825000.0,325972000.0,1108406000.0,145634000.0,7845000.0,954927000.0,17400000.0,1423507000.0,196570000.0,171400000.0,25170000.0,25170000.0,2023-03-31
