Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Hedging Assets Current
13625200.0,13625200.0,,440261000.0,4876435000.0,5367193000.0,2823104000.0,4876435000.0,0.0,4926932000.0,5252722000.0,4926932000.0,4926932000.0,4790691000.0,,,136241000.0,136241000.0,1441686000.0,733037000.0,,,92311000.0,325790000.0,325790000.0,314936000.0,708649000.0,67096000.0,114471000.0,0.0,114471000.0,,98268000.0,331674000.0,,,20220000.0,311454000.0,6368618000.0,2836865000.0,20347000.0,,39307000.0,39307000.0,50497000.0,50497000.0,2726714000.0,,2726714000.0,15924000.0,2710790000.0,,,,,3531753000.0,103392000.0,,,979385000.0,,,,,1819000.0,0.0,1100352000.0,,,1346805000.0,861532000.0,485273000.0,,,2024-03-31,,
13625200.0,13625200.0,58084000.0,517556000.0,4416832000.0,4958188000.0,2344441000.0,4416832000.0,0.0,4440632000.0,4830068000.0,4440632000.0,4440632000.0,4304391000.0,,,136241000.0,136241000.0,1565520000.0,730827000.0,1000.0,,74708000.0,389436000.0,389436000.0,266682000.0,834693000.0,63170000.0,128120000.0,0.0,128120000.0,,147730000.0,355231000.0,,,41354000.0,313877000.0,6006152000.0,2827017000.0,26075000.0,,38925000.0,38925000.0,23800000.0,23800000.0,2738217000.0,,2738217000.0,17286000.0,2720931000.0,,,,,3179134000.0,100431000.0,,,995916000.0,,,,,1331000.0,0.0,946684000.0,,,1134772000.0,675300000.0,459472000.0,,,2023-09-30,,
13625200.0,13625200.0,230508000.0,684356000.0,4169447000.0,4864291000.0,2117008000.0,4169447000.0,0.0,4179935000.0,4620130000.0,4179935000.0,4179935000.0,4043693000.0,3707632000.0,251122000.0,136241000.0,136241000.0,1567994000.0,746871000.0,-1000.0,230310000.0,76367000.0,440195000.0,440195000.0,230310000.0,821123000.0,-1000.0,244161000.0,0.0,244161000.0,138117000.0,138117000.0,404182000.0,127174000.0,8532000.0,30708000.0,237768000.0,5747929000.0,2809798000.0,27106000.0,54812000.0,10000000.0,10000000.0,10488000.0,10488000.0,2734498000.0,-2043041000.0,4777539000.0,4146000.0,1479088000.0,3019797000.0,60577000.0,213931000.0,0.0,2938131000.0,-1000.0,64358000.0,171831000.0,1054514000.0,-1000.0,439810000.0,90463000.0,524242000.0,7011000.0,4613000.0,1054430000.0,-1452000.0,1055882000.0,581375000.0,127527000.0,453848000.0,8729000.0,445119000.0,2023-03-31,,
