Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
1752598777.0,1752598777.0,124420200000.0,126870400000.0,128798000000.0,257342600000.0,3619400000.0,128798000000.0,2352900000.0,132825100000.0,221947000000.0,132825100000.0,132825100000.0,115298500000.0,,,17526600000.0,17526600000.0,221475200000.0,97817000000.0,4613700000.0,,91232200000.0,2110300000.0,89121900000.0,1971100000.0,123658200000.0,4905300000.0,35638200000.0,242600000.0,35395600000.0,,2232900000.0,72762900000.0,,,727000000.0,72035900000.0,354300300000.0,227022700000.0,7630900000.0,,2845300000.0,1070000000.0,1070000000.0,,460200000.0,,78000000.0,4027100000.0,254300000.0,3772800000.0,207432900000.0,,207432900000.0,7214100000.0,200218800000.0,,,,,127277600000.0,4850600000.0,98500000.0,,,83060300000.0,,,,,251600000.0,0.0,38601400000.0,,,415200000.0,317900000.0,97300000.0,,2024-03-31
1752598777.0,1752598777.0,139713400000.0,142072800000.0,115492200000.0,259087900000.0,8034100000.0,115492200000.0,2294300000.0,119309400000.0,226698700000.0,119309400000.0,119309400000.0,101782800000.0,,,17526600000.0,17526600000.0,236609900000.0,115659900000.0,4580200000.0,,109420600000.0,2031300000.0,107389300000.0,1659100000.0,120950000000.0,13055500000.0,32652200000.0,263000000.0,32389200000.0,,2805200000.0,64174900000.0,,,157000000.0,64017900000.0,355919300000.0,226945200000.0,7883300000.0,,7033400000.0,1210500000.0,1210500000.0,,,,78000000.0,3817200000.0,44400000.0,3772800000.0,205493700000.0,,205493700000.0,6775900000.0,198717800000.0,,,,,128984100000.0,4448700000.0,,,,84104900000.0,,,,,223800000.0,0.0,39776100000.0,,,430600000.0,365500000.0,65100000.0,,2023-09-30
1752598777.0,1752598777.0,167005660000.0,169390370000.0,94819840000.0,265718960000.0,-1344080000.0,94819840000.0,2316700000.0,98645290000.0,222824860000.0,98645290000.0,98645290000.0,51990000.0,89807240000.0,3555760000.0,17526640000.0,17526640000.0,252809070000.0,132304890000.0,4458500000.0,4458540000.0,126238330000.0,2058760000.0,124179570000.0,1608020000.0,120504180000.0,1931210000.0,43152040000.0,257940000.0,42894100000.0,1392960000.0,3032590000.0,68504310000.0,6568200000.0,248490000.0,,61687620000.0,351454360000.0,232294260000.0,8701800000.0,8934990000.0,12430980000.0,12110000.0,6170000.0,5940000.0,448610000.0,448610000.0,77960000.0,3825450000.0,52670000.0,3772780000.0,204802220000.0,-82901130000.0,287703350000.0,4748060000.0,4005690000.0,263249660000.0,9986320000.0,5713620000.0,0.0,119160100000.0,910000.0,,321150000.0,4643450000.0,67766310000.0,122420000.0,22585010000.0,10888020000.0,34170860000.0,326200000.0,1340160000.0,44693910000.0,-946200000.0,45640110000.0,68010000.0,321200000.0,68010000.0,68010000.0,2023-03-31
