Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current
116295.0,165533429.0,165649724.0,445322000.0,2181781000.0,9886709000.0,13636696000.0,6948989000.0,9886709000.0,1121701000.0,12576616000.0,12590756000.0,12581874000.0,5258000.0,12576616000.0,12245551000.0,,,331065000.0,331065000.0,6308114000.0,1069369000.0,,79621000.0,907143000.0,893003000.0,14140000.0,68597000.0,5238745000.0,894916000.0,1274638000.0,228698000.0,1045940000.0,,480865000.0,2339013000.0,,,95497000.0,2243516000.0,18889988000.0,6702254000.0,54809000.0,,306501000.0,83288000.0,83288000.0,,2689907000.0,1514519000.0,1175388000.0,3529425000.0,,3529425000.0,0.0,3529425000.0,,,,,12187734000.0,691424000.0,,,5961685000.0,,,,14688000.0,36400000.0,3128479000.0,,,2355058000.0,1740300000.0,614758000.0,,,2024-03-31,
91609.0,165302066.0,165393675.0,741382000.0,1892854000.0,9391465000.0,13467719000.0,6510112000.0,9391465000.0,653799000.0,12228664000.0,12276812000.0,12241199000.0,12535000.0,12228664000.0,11898029000.0,,,330635000.0,330635000.0,5980409000.0,798609000.0,,119764000.0,507528000.0,459380000.0,48148000.0,57311000.0,5181800000.0,781687000.0,1385326000.0,194419000.0,1190907000.0,,281239000.0,2460527000.0,,,100920000.0,2359607000.0,18221608000.0,6529696000.0,5908000.0,,306892000.0,83679000.0,83679000.0,,2837199000.0,1841892000.0,995307000.0,3186137000.0,,3186137000.0,40410000.0,3145727000.0,,,,,11691912000.0,676178000.0,,,6882060000.0,,,,15088000.0,,2602038000.0,,,1516548000.0,1018875000.0,497673000.0,,,2023-09-30,
133489.0,164882085.0,165015574.0,63138000.0,1933256000.0,10279941000.0,13159264000.0,7074270000.0,10279941000.0,786932000.0,12012940000.0,12036065000.0,12029993000.0,17053000.0,12012940000.0,151140000.0,6668809000.0,3991719000.0,329763000.0,329763000.0,5855152000.0,640266000.0,49471000.0,21319000.0,569476000.0,546351000.0,23125000.0,49471000.0,5214886000.0,259305000.0,1363780000.0,240581000.0,1123199000.0,415047000.0,415047000.0,2947140000.0,355235000.0,1273000.0,22345000.0,2568287000.0,17885145000.0,5595989000.0,5960000.0,83072000.0,279974000.0,31000.0,82452000.0,31000.0,1732999000.0,1428067000.0,304932000.0,3381015000.0,-1560580000.0,4941595000.0,38937000.0,3342078000.0,2293296000.0,1394132000.0,1215230000.0,0.0,12289156000.0,687164000.0,23887000.0,632247000.0,6425143000.0,5280777000.0,31670000.0,1112696000.0,92842000.0,,2403846000.0,-193451000.0,2597297000.0,2711191000.0,1628005000.0,1083186000.0,576471000.0,506715000.0,2023-03-31,
