Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.244397,975900000.0,0.0,0.0,546500000.0,239120000.0,5223840000.0,975900000.0,736780000.0,-13530000.0,13530000.0,546500000.0,546500000.0,6717780000.0,,,,,546500000.0,546500000.0,0.0,546500000.0,546500000.0,546500000.0,176760000.0,723250000.0,53270000.0,0.0,0.0,-13530000.0,13530000.0,683510000.0,1493940000.0,875580000.0,239120000.0,239120000.0,2177450000.0,5223840000.0,7401290000.0,7401290000.0,2024-03-31
0.0,0.290613,786760000.0,0.0,0.0,376330000.0,229120000.0,4315920000.0,786760000.0,557640000.0,-27140000.0,27140000.0,376330000.0,376330000.0,5658650000.0,110685294.0,110685294.0,3.4,3.4,376330000.0,376330000.0,0.0,376330000.0,376330000.0,376330000.0,154170000.0,530500000.0,30140000.0,0.0,,-27140000.0,27140000.0,527500000.0,1342730000.0,741010000.0,229120000.0,229120000.0,1870230000.0,4315920000.0,6186150000.0,6186150000.0,2023-12-31
42872943.039338,0.239153,981320000.0,179270000.0,179270000.0,706340000.0,225330000.0,4511010000.0,1160590000.0,935260000.0,-6900000.0,6900000.0,569942943.039338,706340000.0,5848070000.0,136359073.0,136359073.0,5.18,5.18,706340000.0,706340000.0,0.0,706340000.0,706340000.0,706340000.0,222020000.0,928360000.0,39530000.0,179270000.0,-179270000.0,-6900000.0,6900000.0,716460000.0,1337060000.0,707030000.0,225330000.0,225330000.0,2053520000.0,4511010000.0,6564530000.0,6564530000.0,2023-09-30
0.0,0.232352,491090000.0,,,196180000.0,218100000.0,4142280000.0,491090000.0,272990000.0,-17430000.0,17430000.0,196180000.0,196180000.0,5300510000.0,110836158.0,110836158.0,1.77,1.77,196180000.0,196180000.0,0.0,196180000.0,196180000.0,196180000.0,59380000.0,255560000.0,37990000.0,,,-17430000.0,17430000.0,235000000.0,1158230000.0,619740000.0,218100000.0,218100000.0,1393230000.0,4142280000.0,5535510000.0,5535510000.0,2023-06-30
0.0,0.263518,1509860000.0,,,941180000.0,211400000.0,5262680000.0,1509860000.0,1298460000.0,19330000.0,20520000.0,941180000.0,941180000.0,6280420000.0,,,,,941180000.0,941180000.0,0.0,941180000.0,941180000.0,941180000.0,336760000.0,1277940000.0,-50080000.0,,,19330000.0,20520000.0,1289380000.0,1017740000.0,-776630000.0,211400000.0,211400000.0,2307120000.0,5262680000.0,7569800000.0,7569800000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,110593750.0,110593750.0,3.2,3.2,,,,,,,,,,0.0,,,,,,,,,,,,,2022-12-31
0.0,0.267073,608600000.0,0.0,0.0,246740000.0,257470000.0,4369810000.0,608600000.0,351130000.0,-14480000.0,14480000.0,246740000.0,246740000.0,5719250000.0,110645740.0,110645740.0,2.23,2.23,246740000.0,246740000.0,0.0,246740000.0,246740000.0,246740000.0,89910000.0,336650000.0,25660000.0,0.0,,-14480000.0,14480000.0,325470000.0,1349440000.0,710450000.0,257470000.0,257470000.0,1674910000.0,4369810000.0,6044720000.0,6044720000.0,2024-06-30 00:00:00
