Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,92438500.0,92438500.0,19757000.0,717770000.0,727026000.0,333300000.0,717770000.0,11604000.0,718873000.0,720059000.0,718873000.0,718873000.0,533996000.0,,,184877000.0,184877000.0,280859000.0,67284000.0,,55507000.0,5162000.0,3976000.0,1186000.0,6615000.0,213575000.0,98765000.0,14595000.0,7628000.0,6967000.0,,2732000.0,35105000.0,,,35105000.0,999732000.0,452857000.0,4435000.0,,3521000.0,3521000.0,1941000.0,1103000.0,1103000.0,441857000.0,,441857000.0,441857000.0,,,,,546875000.0,30250000.0,,,13956000.0,,,134000.0,10373000.0,7310000.0,,,484852000.0,455250000.0,29602000.0,,2024-03-31
,92438500.0,92438500.0,9555000.0,611936000.0,613443000.0,223445000.0,611936000.0,8369000.0,612257000.0,613443000.0,612257000.0,612257000.0,519818000.0,,,92439000.0,92439000.0,356373000.0,64133000.0,,54075000.0,2743000.0,1557000.0,1186000.0,7315000.0,292240000.0,189821000.0,6812000.0,6812000.0,0.0,,2668000.0,38595000.0,,,38595000.0,968630000.0,452945000.0,12326000.0,,2095000.0,2095000.0,1941000.0,321000.0,321000.0,436262000.0,,436262000.0,436262000.0,,,,,515685000.0,42434000.0,,,12107000.0,,,929000.0,32784000.0,6949000.0,,,420482000.0,386729000.0,33753000.0,,2023-09-30
,92438500.0,92438500.0,20906000.0,626902000.0,636439000.0,244102000.0,626902000.0,11731000.0,627264000.0,628450000.0,627264000.0,627264000.0,534825000.0,330799000.0,57090000.0,92439000.0,92439000.0,272607000.0,67900000.0,5175000.0,56436000.0,6289000.0,5103000.0,1186000.0,5175000.0,204707000.0,101336000.0,14617000.0,6628000.0,7989000.0,2243000.0,2243000.0,103996000.0,65650000.0,4718000.0,33628000.0,899871000.0,451062000.0,13748000.0,15818000.0,25000.0,25000.0,1941000.0,362000.0,362000.0,428646000.0,-201648000.0,630294000.0,428646000.0,213993000.0,389401000.0,26900000.0,0.0,448809000.0,14468000.0,4718000.0,14954000.0,13924000.0,8161000.0,5763000.0,1375000.0,8895000.0,27120000.0,-750000.0,27870000.0,363355000.0,332513000.0,30842000.0,30842000.0,2023-03-31
