Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.044782,-271927000.0,,,-398818000.0,60185000.0,498779000.0,-271927000.0,-332112000.0,-85403000.0,85403000.0,-398818000.0,-404080000.0,823544000.0,,,,,-404080000.0,-404080000.0,0.0,-404080000.0,-404080000.0,-5262000.0,-398818000.0,-18697000.0,-417515000.0,-3283000.0,,-85403000.0,85403000.0,-328894000.0,324765000.0,160559000.0,60185000.0,60185000.0,25023000.0,25023000.0,-4129000.0,498779000.0,494650000.0,494650000.0,2024-03-31
0.0,0.3,-137650000.0,0.0,0.0,-269675000.0,29036000.0,1024041000.0,-137650000.0,-166686000.0,-85602000.0,85602000.0,-269675000.0,-269675000.0,1449654000.0,97005396.0,97005396.0,-2.78,-2.78,-269675000.0,-269675000.0,0.0,-269675000.0,-269675000.0,0.0,-269675000.0,17387000.0,-252288000.0,9073000.0,0.0,-85602000.0,85602000.0,-175719000.0,425613000.0,171257000.0,29036000.0,29036000.0,139393000.0,139393000.0,249894000.0,1024041000.0,1273935000.0,1273935000.0,2023-12-31
0.0,0.3,111599000.0,,,1123000.0,28080000.0,1430298000.0,111599000.0,83519000.0,-77638000.0,77638000.0,1123000.0,1123000.0,1856470000.0,112300000.0,112300000.0,0.01,0.01,1123000.0,1123000.0,0.0,1123000.0,1123000.0,0.0,1123000.0,4758000.0,5881000.0,6743000.0,,-77638000.0,77638000.0,76776000.0,426172000.0,198363000.0,28080000.0,28080000.0,117635000.0,117635000.0,502948000.0,1430298000.0,1933246000.0,1933246000.0,2023-09-30
0.0,0.202626,11597000.0,,,-67469000.0,27877000.0,1119197000.0,11597000.0,-16280000.0,-68334000.0,68334000.0,-67469000.0,-62207000.0,1655862000.0,97198438.0,97198438.0,-0.64,-0.64,-62207000.0,-62207000.0,0.0,-62207000.0,-62207000.0,5262000.0,-67469000.0,-17145000.0,-84614000.0,2937000.0,,-68334000.0,68334000.0,-19217000.0,536665000.0,275588000.0,27877000.0,27877000.0,150139000.0,150139000.0,517448000.0,1119197000.0,1636645000.0,1636645000.0,2023-06-30
0.0,0.289266,148093000.0,,,74782000.0,23524000.0,2050229000.0,148093000.0,124569000.0,-41551000.0,19351000.0,74782000.0,96049000.0,1632745000.0,,,,,96049000.0,96049000.0,0.0,96049000.0,96049000.0,21267000.0,74782000.0,30436000.0,105218000.0,-8646000.0,,-41551000.0,19351000.0,183352000.0,-417484000.0,77792000.0,23524000.0,23524000.0,-631136000.0,-647916000.0,-234132000.0,2050229000.0,1816097000.0,1816097000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,97733766.0,97733766.0,0.77,0.77,,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
0.0,0.3,-68029000.0,,,-167083000.0,25352000.0,979869000.0,-68029000.0,-93381000.0,-73698000.0,73698000.0,-167083000.0,-167083000.0,1394869000.0,97141279.0,97141279.0,-1.72,-1.72,-167083000.0,-167083000.0,0.0,-167083000.0,-167083000.0,0.0,-167083000.0,4000.0,-167079000.0,708000.0,,-73698000.0,73698000.0,-94089000.0,415000000.0,194804000.0,25352000.0,25352000.0,128913000.0,128913000.0,320911000.0,979869000.0,1300780000.0,1300780000.0,2024-06-30 00:00:00
