Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
69100415.0,69100415.0,735000.0,16206717000.0,16217169000.0,12145309000.0,16206717000.0,735000.0,16217169000.0,16217169000.0,16217169000.0,16217169000.0,16078968000.0,,,138201000.0,138201000.0,8552380000.0,150823000.0,,,70412000.0,204000.0,204000.0,0.0,80207000.0,8401557000.0,590695000.0,531000.0,531000.0,0.0,,25625000.0,7639811000.0,,,45137000.0,7594674000.0,24769549000.0,4222683000.0,27786000.0,,1498210000.0,,1498210000.0,,75680000.0,10452000.0,10452000.0,2608620000.0,,2608620000.0,200365000.0,2408255000.0,,,,,20546866000.0,743883000.0,,,,,8498872000.0,,,,4177000.0,338278000.0,7838103000.0,,,3123553000.0,1395028000.0,1728525000.0,,,2024-03-31
69100415.0,69100415.0,921000.0,15229221000.0,15240396000.0,11566383000.0,15229221000.0,921000.0,15240396000.0,15240396000.0,15240396000.0,15240396000.0,15102195000.0,,,138201000.0,138201000.0,8614777000.0,91733000.0,1435000.0,,15602000.0,390000.0,390000.0,0.0,74306000.0,8523044000.0,695459000.0,531000.0,531000.0,0.0,,294850000.0,7384575000.0,,,45137000.0,7339438000.0,23855173000.0,3765746000.0,40320000.0,,1013911000.0,,1013911000.0,,77621000.0,11175000.0,11175000.0,2619926000.0,,2619926000.0,969812000.0,1650114000.0,,,,,20089427000.0,115698000.0,,0.0,,,8008080000.0,,,,4524000.0,184484000.0,7493239000.0,,,4283402000.0,3917050000.0,366352000.0,,,2023-09-30
69100415.0,69100415.0,1167000.0,14479757000.0,14490495000.0,11497719000.0,14479757000.0,1167000.0,14490495000.0,14490495000.0,14490495000.0,14490495000.0,14352294000.0,14433593000.0,29820000.0,138201000.0,138201000.0,8146412000.0,97041000.0,-6000.0,74306000.0,22105000.0,636000.0,636000.0,0.0,,8049371000.0,432414000.0,531000.0,531000.0,0.0,103808000.0,,7844544000.0,278382000.0,6711000.0,226432000.0,7333019000.0,22636907000.0,3089760000.0,30152000.0,9260000.0,1039059000.0,50159000.0,242617000.0,746283000.0,79562000.0,10738000.0,10738000.0,1917625000.0,-2016854000.0,3934479000.0,212787000.0,131332000.0,1331407000.0,824778000.0,251592000.0,1182583000.0,19547090000.0,703486000.0,1345000.0,0.0,34205000.0,76102000.0,8286598000.0,1430741000.0,308547000.0,6547310000.0,313524000.0,542473000.0,7498819000.0,-307674000.0,7806493000.0,2794024000.0,2284611000.0,509413000.0,0.0,509501000.0,2023-03-31
