Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
13520000.0,0.4,127736000.0,33800000.0,33800000.0,54390000.0,83659000.0,2591732000.0,161536000.0,77877000.0,-43111000.0,43111000.0,34110000.0,54390000.0,4258231000.0,,,,,54390000.0,54390000.0,0.0,54390000.0,54390000.0,54390000.0,-19624000.0,34766000.0,-18760000.0,33800000.0,0.0,,-43111000.0,43111000.0,62837000.0,1666499000.0,1191211000.0,83659000.0,83659000.0,1729336000.0,2591732000.0,4321068000.0,4321068000.0,2024-03-31
9739686.157623,0.288156,88916000.0,33800000.0,33800000.0,8120000.0,78997000.0,2077283000.0,122716000.0,43719000.0,-32312000.0,32312000.0,-15940313.842377,8120000.0,3517451000.0,15921569.0,15921569.0,0.51,0.51,8120000.0,8120000.0,0.0,8120000.0,8120000.0,8120000.0,3287000.0,11407000.0,11460000.0,33800000.0,,-33800000.0,-32312000.0,32312000.0,-1541000.0,1440168000.0,974916000.0,78997000.0,78997000.0,1438627000.0,2077283000.0,3515910000.0,3515910000.0,2023-12-31
0.0,0.3,51261000.0,0.0,0.0,-58352000.0,82370000.0,1774760000.0,51261000.0,-31109000.0,-25358000.0,25358000.0,-58352000.0,-58352000.0,3175417000.0,15770811.0,15770811.0,-3.7,-3.7,-58352000.0,-58352000.0,0.0,-58352000.0,-58352000.0,-58352000.0,1885000.0,-56467000.0,68209000.0,0.0,,,-25358000.0,25358000.0,-99318000.0,1400657000.0,959205000.0,82370000.0,82370000.0,1301339000.0,1774760000.0,3076099000.0,3076099000.0,2023-09-30
15873201.285086,0.208858,251514000.0,76000000.0,76000000.0,175825000.0,78546000.0,2963087000.0,327514000.0,248968000.0,-26726000.0,26726000.0,115698201.285086,175825000.0,4717380000.0,15825833.0,15740824.0,11.11,11.17,175825000.0,175825000.0,0.0,175825000.0,175825000.0,175825000.0,46417000.0,222242000.0,48904000.0,76000000.0,-76000000.0,,-26726000.0,26726000.0,124064000.0,1754293000.0,1256204000.0,78546000.0,78546000.0,1878357000.0,2963087000.0,4841444000.0,4841444000.0,2023-06-30
0.0,0.3,300000000.0,,,129500000.0,83900000.0,2707000000.0,300000000.0,216100000.0,-261100000.0,261100000.0,129500000.0,129500000.0,4449300000.0,,,,,129500000.0,129500000.0,0.0,129500000.0,129500000.0,129500000.0,-174500000.0,-45000000.0,202400000.0,,,,-261100000.0,261100000.0,13700000.0,1742300000.0,1322000000.0,83900000.0,83900000.0,1756000000.0,2707000000.0,4463000000.0,4463000000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,15779048.0,15729114.0,3.15,3.16,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
11192002.779782,0.291458,316763000.0,38400000.0,38400000.0,159052000.0,88319000.0,3198497000.0,355163000.0,266844000.0,-42366000.0,42366000.0,131844002.779782,159052000.0,5043198000.0,15921121.0,15794638.0,9.99,10.07,159052000.0,159052000.0,0.0,159052000.0,159052000.0,159052000.0,65426000.0,224478000.0,48280000.0,38400000.0,-38400000.0,,-42366000.0,42366000.0,180171000.0,1844701000.0,1354433000.0,88319000.0,88319000.0,2024872000.0,3198497000.0,5223369000.0,5223369000.0,2024-06-30 00:00:00
