Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current
10846582.0,10846582.0,244746000.0,259129000.0,392979000.0,645051000.0,239887000.0,392979000.0,11277000.0,397199000.0,506309000.0,397618000.0,418000.0,397199000.0,288733000.0,,,108466000.0,108466000.0,376609000.0,123095000.0,,,3576000.0,113869000.0,4759000.0,109110000.0,5650000.0,253514000.0,53413000.0,145260000.0,6518000.0,138742000.0,504000.0,39285000.0,,,39285000.0,774227000.0,280826000.0,,,,61875000.0,61875000.0,,,4220000.0,1069000.0,3151000.0,214731000.0,,214731000.0,65090000.0,149641000.0,,,,,493401000.0,27816000.0,,,82646000.0,,,,,1264000.0,12548000.0,229648000.0,139479000.0,136373000.0,3106000.0,,2024-03-31,
10846582.0,10846582.0,205082000.0,222214000.0,385450000.0,597785000.0,257625000.0,385450000.0,14180000.0,389751000.0,497483000.0,390369000.0,619000.0,389751000.0,281285000.0,,,108466000.0,108466000.0,308444000.0,121371000.0,-1000.0,,1611000.0,115883000.0,8151000.0,107732000.0,3878000.0,187073000.0,36934000.0,106331000.0,6029000.0,100302000.0,,30198000.0,,,30198000.0,698813000.0,254116000.0,55742000.0,,,30651000.0,30651000.0,,,4301000.0,1150000.0,3151000.0,163422000.0,,163422000.0,34364000.0,129058000.0,,,,,444698000.0,34956000.0,,,89317000.0,,,,,2279000.0,8854000.0,242159000.0,67133000.0,64181000.0,2952000.0,,2023-09-30,
10846582.0,10846582.0,141933000.0,167151000.0,396860000.0,551333000.0,229456000.0,396860000.0,16811000.0,400993000.0,450383000.0,400989000.0,,400993000.0,,205023000.0,85166000.0,108466000.0,108466000.0,251085000.0,65711000.0,,2878000.0,2166000.0,60667000.0,11277000.0,49390000.0,,185374000.0,6702000.0,106484000.0,5534000.0,100950000.0,,53318000.0,21856000.0,3000.0,31459000.0,652074000.0,237245000.0,55563000.0,30017000.0,0.0,,,565000.0,565000.0,4133000.0,982000.0,3151000.0,137081000.0,-51760000.0,188841000.0,34325000.0,26148000.0,99112000.0,22713000.0,6543000.0,0.0,414830000.0,7326000.0,12453000.0,56000000.0,87210000.0,-1000.0,24652000.0,1643000.0,60916000.0,115940000.0,5496000.0,116998000.0,13407000.0,5000000.0,8407000.0,8407000.0,2023-03-31,
