Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-3959801.641783,0.276812,2508763000.0,-14305000.0,-14305000.0,1434662000.0,542575000.0,8582538000.0,2494458000.0,1951883000.0,32179000.0,-32179000.0,1445007198.358217,1434662000.0,5993254000.0,,,,,1434662000.0,1434662000.0,0.0,1434662000.0,-187000.0,1434849000.0,1434849000.0,549213000.0,1984062000.0,-4975041000.0,32179000.0,-32179000.0,7127250000.0,-2589284000.0,,542575000.0,542575000.0,4537966000.0,8582538000.0,13120504000.0,13120504000.0,2024-03-31
1899600.0,0.3,810100000.0,6332000.0,6332000.0,46380000.0,686272000.0,4668559000.0,816432000.0,130160000.0,-8989000.0,8989000.0,41947600.0,46380000.0,6550466000.0,90941176.0,90941176.0,0.51,0.51,46380000.0,46380000.0,0.0,46380000.0,-48000.0,46428000.0,46428000.0,74743000.0,121171000.0,121615000.0,-8989000.0,8989000.0,-225843000.0,1881907000.0,1102052000.0,686272000.0,686272000.0,1656064000.0,4668559000.0,6324623000.0,6324623000.0,2023-12-31
0.0,0.184811,447787000.0,,,-275812000.0,739661000.0,4352388000.0,447787000.0,-291874000.0,-46466000.0,46466000.0,-275812000.0,-275812000.0,6198307000.0,90134641.0,90134641.0,-3.06,-3.06,-275812000.0,-275812000.0,0.0,-275812000.0,1000.0,-275811000.0,-275811000.0,-62529000.0,-338340000.0,235880000.0,-46466000.0,46466000.0,-390703000.0,1845919000.0,1014241000.0,739661000.0,739661000.0,1455216000.0,4352388000.0,5807604000.0,5807604000.0,2023-09-30
0.0,0.154337,-332454000.0,,,-886399000.0,702810000.0,5820376000.0,-332454000.0,-1035264000.0,-12913000.0,12913000.0,-886399000.0,-886399000.0,7767968000.0,90264664.0,90264664.0,-9.82,-9.82,-886399000.0,-886399000.0,0.0,-886399000.0,5000.0,-886404000.0,-886404000.0,-161773000.0,-1048177000.0,260174000.0,-12913000.0,12913000.0,-1390454000.0,1947592000.0,1153142000.0,702810000.0,702810000.0,557138000.0,5820376000.0,6377514000.0,6377514000.0,2023-06-30
0.0,0.220602,3252761000.0,,,1988348000.0,676624000.0,10139232000.0,3252761000.0,2576137000.0,-132373000.0,24767000.0,1988348000.0,1988348000.0,11736930000.0,,,,,1988348000.0,1988348000.0,0.0,1988348000.0,-185000.0,1988533000.0,1988533000.0,562837000.0,2551370000.0,-318143000.0,-132373000.0,24767000.0,3049337000.0,1597698000.0,-2588231000.0,676624000.0,-1704402000.0,4647035000.0,10139232000.0,14786267000.0,14786267000.0,2023-03-31
,,,6863000.0,6863000.0,,,,,,,,,,,90251873.0,90251873.0,12.01,12.01,,,,,,,,,,,,,,,1034934000.0,,,,,,,2022-12-31
-3435861.45181,0.114823,993228000.0,-29923000.0,-29923000.0,272532000.0,647806000.0,5562356000.0,963305000.0,315499000.0,-7635000.0,7635000.0,299019138.54819,272532000.0,7698570000.0,90242384.0,90242384.0,3.02,3.02,272532000.0,272532000.0,0.0,272532000.0,18000.0,272514000.0,272514000.0,35350000.0,307864000.0,192876000.0,-7635000.0,7635000.0,152546000.0,2136214000.0,1376878000.0,647806000.0,647806000.0,2288760000.0,5562356000.0,7851116000.0,7851116000.0,2024-06-30 00:00:00
