Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
139528706.0,8680255038.0,8819783744.0,7490000000.0,149420000000.0,204130000000.0,33750000000.0,149420000000.0,7490000000.0,204130000000.0,204130000000.0,204060000000.0,-70000000.0,204130000000.0,195450000000.0,,,,8680000000.0,8680000000.0,29500000000.0,8670000000.0,,,1880000000.0,5880000000.0,5880000000.0,0.0,880000000.0,20830000000.0,3630000000.0,1610000000.0,1610000000.0,0.0,,290000000.0,8860000000.0,,,8860000000.0,233560000000.0,178980000000.0,990000000.0,,111120000000.0,111120000000.0,54710000000.0,7540000000.0,47170000000.0,9950000000.0,,9950000000.0,180000000.0,9770000000.0,,,,54580000000.0,2410000000.0,,,880000000.0,,,7940000000.0,,,43350000000.0,40260000000.0,3090000000.0,,,2024-03-31
156210165.0,8448236050.0,8604446215.0,5210000000.0,141630000000.0,197420000000.0,49360000000.0,141630000000.0,5210000000.0,197420000000.0,197420000000.0,197360000000.0,-60000000.0,197420000000.0,188970000000.0,,,,8450000000.0,8450000000.0,23720000000.0,6870000000.0,,,2170000000.0,3900000000.0,3900000000.0,0.0,750000000.0,16850000000.0,2910000000.0,1310000000.0,1310000000.0,0.0,,260000000.0,7880000000.0,,,7880000000.0,221080000000.0,154870000000.0,980000000.0,,89530000000.0,89530000000.0,55790000000.0,8620000000.0,47170000000.0,7040000000.0,,7040000000.0,120000000.0,6920000000.0,,,,66210000000.0,3060000000.0,,,890000000.0,,,5630000000.0,,,56630000000.0,53100000000.0,3530000000.0,,,2023-09-30
179694000.0,8399493036.0,8579187036.0,4910000000.0,139630000000.0,196030000000.0,40830000000.0,139630000000.0,4910000000.0,196030000000.0,196030000000.0,195960000000.0,-70000000.0,196030000000.0,187630000000.0,,,,8400000000.0,8400000000.0,21420000000.0,6870000000.0,,,2320000000.0,3690000000.0,3690000000.0,0.0,800000000.0,14550000000.0,2710000000.0,1220000000.0,1220000000.0,0.0,,230000000.0,6950000000.0,,,6950000000.0,217380000000.0,162000000000.0,1030000000.0,,96550000000.0,96550000000.0,56400000000.0,9230000000.0,47170000000.0,6690000000.0,,6690000000.0,240000000.0,6450000000.0,,,,55380000000.0,3700000000.0,,,780000000.0,,,4810000000.0,,,46090000000.0,43690000000.0,2400000000.0,,,2023-06-30
189534357.0,8363975413.0,8553509770.0,5066000000.0,137527000000.0,195002000000.0,93900000000.0,137527000000.0,4662000000.0,194598000000.0,194656000000.0,194532000000.0,-66000000.0,194598000000.0,12936000000.0,-190000000.0,-75089000000.0,247129000000.0,8364000000.0,8364000000.0,21455000000.0,7045000000.0,936000000.0,0.0,2495000000.0,3566000000.0,3508000000.0,58000000.0,936000000.0,14410000000.0,21000000.0,1500000000.0,1154000000.0,346000000.0,259000000.0,259000000.0,11997000000.0,3007000000.0,2192000000.0,6798000000.0,215987000000.0,107677000000.0,1275000000.0,1490000000.0,40616000000.0,40616000000.0,57071000000.0,9905000000.0,47166000000.0,6696000000.0,-1543000000.0,8239000000.0,339000000.0,4654000000.0,2387000000.0,859000000.0,0.0,108310000000.0,2000000.0,137000000.0,3798000000.0,827000000.0,827000000.0,4893000000.0,4569000000.0,-174000000.0,4743000000.0,94084000000.0,91903000000.0,2181000000.0,53000000.0,2128000000.0,2023-03-31
193632546.0,8358112042.0,8551744588.0,4964000000.0,137595000000.0,195880000000.0,65935000000.0,137595000000.0,4474000000.0,195390000000.0,195534000000.0,195320000000.0,-70000000.0,195390000000.0,187032000000.0,,,,8358000000.0,8358000000.0,23995000000.0,7268000000.0,,,2664000000.0,3602000000.0,3458000000.0,144000000.0,954000000.0,16727000000.0,2636000000.0,1362000000.0,1016000000.0,346000000.0,,257000000.0,8471000000.0,,,8471000000.0,219315000000.0,136653000000.0,1169000000.0,,70060000000.0,70060000000.0,57795000000.0,10629000000.0,47166000000.0,6447000000.0,,6447000000.0,146000000.0,6301000000.0,,,,82662000000.0,4211000000.0,,,843000000.0,,4000000.0,4146000000.0,,,73458000000.0,67655000000.0,5803000000.0,,,2022-12-31
