Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
564211376.0,564211376.0,1396138000.0,101210631000.0,108248684000.0,9856538000.0,101210631000.0,1396138000.0,108248684000.0,108248684000.0,143826386000.0,35577702000.0,108248684000.0,102606570000.0,,,5642114000.0,5642114000.0,46732040000.0,16480603000.0,1105849000.0,,13266826000.0,1073889000.0,1073889000.0,,804040000.0,30251437000.0,1835673000.0,322249000.0,322249000.0,,,310625000.0,7227234000.0,,,86485000.0,7140749000.0,190558426000.0,150450451000.0,5912816000.0,,,3500122000.0,3500122000.0,16369132000.0,,,13013000.0,7038053000.0,7038053000.0,117535769000.0,,117535769000.0,16613560000.0,100922209000.0,,,,,40107975000.0,2028193000.0,,,,2694938000.0,,,43930000.0,11481062000.0,,,23859852000.0,14617507000.0,9242345000.0,,,2024-03-31
564211376.0,564211376.0,1450490000.0,92941688000.0,99565429000.0,-247470000.0,92941688000.0,1450490000.0,99565429000.0,99565429000.0,132222403000.0,32656974000.0,99565429000.0,93923315000.0,,,5642114000.0,5642114000.0,47425099000.0,16225853000.0,1104007000.0,,12879507000.0,1153576000.0,1153576000.0,,815922000.0,31199246000.0,2401317000.0,296914000.0,296914000.0,,,441593000.0,6316509000.0,,,368022000.0,5948487000.0,179647502000.0,148695726000.0,5922566000.0,,,3536364000.0,3536364000.0,16315457000.0,,,13013000.0,6623741000.0,6623741000.0,116195884000.0,,116195884000.0,17149395000.0,99046489000.0,,,,,30951776000.0,1988121000.0,,,,2647619000.0,,,52623000.0,11481251000.0,,,14782162000.0,6754652000.0,8027510000.0,,,2023-09-30
564211376.0,564211376.0,1493858000.0,88021528000.0,94489043000.0,1175719000.0,88021528000.0,1493858000.0,94489043000.0,94489043000.0,126883435000.0,32394392000.0,94489043000.0,88846929000.0,116173440000.0,4184507000.0,5642114000.0,5642114000.0,46275621000.0,16095034000.0,1118633000.0,1398897000.0,12698929000.0,1208634000.0,1208634000.0,0.0,788574000.0,30180587000.0,748039000.0,285224000.0,285224000.0,0.0,297248000.0,297248000.0,11443285000.0,3994905000.0,25082000.0,1251000.0,7422047000.0,173159056000.0,141802750000.0,292265000.0,5022447000.0,35130000.0,1538093000.0,1538093000.0,14675985000.0,10941341000.0,3734644000.0,13013000.0,6467515000.0,6467515000.0,113654592000.0,-42691415000.0,156346007000.0,15062791000.0,1844128000.0,128075449000.0,4854978000.0,6508661000.0,0.0,31356306000.0,2078968000.0,32745000.0,188668000.0,2056076000.0,2732712000.0,1980033000.0,752679000.0,1704031000.0,10057821000.0,-219012000.0,10276833000.0,14584253000.0,6480568000.0,8103685000.0,7559316000.0,544369000.0,2023-03-31
