Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,61210000.0,0.0,0.0,-5910000.0,26700000.0,605430000.0,61210000.0,34510000.0,-17500000.0,17500000.0,-5910000.0,-5910000.0,1226630000.0,,,,,-5910000.0,-5910000.0,0.0,-5910000.0,900000.0,-6810000.0,-6810000.0,23820000.0,17010000.0,34690000.0,0.0,,-17500000.0,17500000.0,180000.0,621200000.0,117390000.0,26700000.0,26700000.0,213540000.0,213540000.0,621380000.0,605430000.0,1226810000.0,1226810000.0,2024-03-31
0.0,0.3,45810000.0,0.0,0.0,-25250000.0,28100000.0,634190000.0,45810000.0,17710000.0,-12590000.0,12590000.0,-25250000.0,-25250000.0,1223750000.0,109782609.0,109782609.0,-0.23,-0.23,-25250000.0,-25250000.0,0.0,-25250000.0,-1310000.0,-23940000.0,-23940000.0,29060000.0,5120000.0,44040000.0,0.0,,-12590000.0,12590000.0,-26480000.0,589560000.0,89880000.0,28100000.0,28100000.0,202340000.0,202340000.0,563080000.0,634190000.0,1197270000.0,1197270000.0,2023-12-31
0.0,0.299516,161010000.0,0.0,0.0,85190000.0,28620000.0,669310000.0,161010000.0,132390000.0,-10460000.0,10460000.0,85190000.0,85190000.0,1287130000.0,106487500.0,106487500.0,0.8,0.8,85190000.0,85190000.0,0.0,85190000.0,-220000.0,85410000.0,85410000.0,36520000.0,121930000.0,81680000.0,0.0,,-10460000.0,10460000.0,50550000.0,617820000.0,108480000.0,28620000.0,28620000.0,212560000.0,212560000.0,668370000.0,669310000.0,1337680000.0,1337680000.0,2023-09-30
0.0,0.188098,155100000.0,0.0,0.0,98340000.0,28720000.0,616590000.0,155100000.0,126380000.0,-5060000.0,5060000.0,98340000.0,98340000.0,1285760000.0,105741935.0,105741935.0,0.93,0.93,98340000.0,98340000.0,0.0,98340000.0,-160000.0,98500000.0,98500000.0,22820000.0,121320000.0,41360000.0,0.0,,-5060000.0,5060000.0,84880000.0,669170000.0,128810000.0,28720000.0,28720000.0,230610000.0,230610000.0,754050000.0,616590000.0,1370640000.0,1370640000.0,2023-06-30
-13410000.0,0.3,1830000.0,-44700000.0,-44700000.0,-20430000.0,25770000.0,575250000.0,-42870000.0,-68640000.0,78350000.0,2500000.0,10860000.0,-20430000.0,1274230000.0,,,,,-20430000.0,-20430000.0,0.0,-20430000.0,180000.0,-20000000.0,-20430000.0,-50710000.0,-71140000.0,-114620000.0,-52910000.0,51640000.0,78350000.0,2500000.0,7770000.0,698980000.0,-134520000.0,25770000.0,6510000.0,461150000.0,245190000.0,706750000.0,575250000.0,1282000000.0,1282000000.0,2023-03-31
,,,,,,,,,,,,,,,106815789.0,106815789.0,0.38,0.38,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
-11610000.0,0.3,-5700000.0,-38700000.0,-38700000.0,-152930000.0,80330000.0,633000000.0,-44400000.0,-124730000.0,-12880000.0,12880000.0,-125840000.0,-152930000.0,1323170000.0,106201389.0,106201389.0,-1.44,-1.44,-152930000.0,-152930000.0,0.0,-152930000.0,-220000.0,-152930000.0,-152930000.0,15320000.0,-137610000.0,2040000.0,-38700000.0,,-12880000.0,12880000.0,-88220000.0,690170000.0,99070000.0,80330000.0,80330000.0,220660000.0,220660000.0,601950000.0,633000000.0,1234950000.0,1234950000.0,2024-06-30 00:00:00
