Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-4239600.0,0.4,43142000.0,-10599000.0,-10599000.0,11454000.0,1346000.0,98093000.0,32543000.0,31197000.0,17813400.0,11454000.0,120291000.0,,,,,11454000.0,11454000.0,0.0,11454000.0,11454000.0,,11454000.0,9712000.0,21166000.0,513000.0,-10599000.0,10599000.0,31197000.0,22198000.0,20852000.0,1346000.0,1346000.0,53395000.0,98093000.0,151488000.0,151488000.0,2024-03-31
-930487.307738,0.287276,57410000.0,-3239000.0,-3239000.0,36052000.0,1062000.0,108139000.0,54171000.0,53109000.0,38360512.692262,36052000.0,121954000.0,120173333.0,120173333.0,0.3,0.3,36052000.0,36052000.0,0.0,36052000.0,36052000.0,,36052000.0,14531000.0,50582000.0,696000.0,-3239000.0,3239000.0,53109000.0,13815000.0,12763000.0,1062000.0,1062000.0,66924000.0,108139000.0,175063000.0,175063000.0,2023-12-31
-89602.755722,0.251693,33496000.0,-356000.0,-356000.0,25634000.0,1257000.0,98704000.0,33140000.0,31883000.0,25900397.244278,25634000.0,112778000.0,122066667.0,122066667.0,0.21,0.21,25634000.0,25634000.0,0.0,25634000.0,25634000.0,0.0,25634000.0,8622000.0,34256000.0,2549000.0,-356000.0,356000.0,31883000.0,14074000.0,18087000.0,1257000.0,1257000.0,45957000.0,98704000.0,144661000.0,144661000.0,2023-09-30
-1809416.676671,0.251657,89734000.0,-7190000.0,-7190000.0,56101000.0,1168000.0,83022000.0,82544000.0,81376000.0,61481583.323329,56101000.0,80690000.0,119363830.0,119363830.0,0.47,0.47,56101000.0,56101000.0,0.0,56101000.0,56101000.0,0.0,56101000.0,18866000.0,74967000.0,670000.0,-7190000.0,7190000.0,81376000.0,-2332000.0,16695000.0,1168000.0,1168000.0,79044000.0,83022000.0,162066000.0,162066000.0,2023-06-30
-1617682.015832,0.255881,20893000.0,-6322000.0,-6322000.0,26694000.0,588000.0,61821000.0,14571000.0,13983000.0,31398317.984168,26694000.0,99228000.0,,,,,26694000.0,26694000.0,0.0,26694000.0,26694000.0,0.0,26694000.0,9180000.0,35876000.0,-49000.0,-5590000.0,5709000.0,37625000.0,37407000.0,-8386000.0,588000.0,588000.0,75032000.0,61821000.0,136853000.0,136853000.0,2023-03-31
,,,,,,,,,,,,,103807407.0,103807407.0,0.27,0.27,,,,,,0.0,,,,,,,,,,,,,,,,2022-12-31
-1327663.938187,0.246915,48263000.0,-5377000.0,-5377000.0,31189000.0,846000.0,124508000.0,42886000.0,42040000.0,35238336.061813,31189000.0,146647000.0,119957692.0,119957692.0,0.26,0.26,31189000.0,31189000.0,0.0,31189000.0,31189000.0,0.0,31189000.0,10226000.0,41415000.0,4753000.0,-5377000.0,5377000.0,42040000.0,22139000.0,21345000.0,846000.0,846000.0,64179000.0,124508000.0,188687000.0,188687000.0,2024-06-30 00:00:00
