Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
356120255.0,356120255.0,1752000000.0,113133000000.0,130871000000.0,90597000000.0,113133000000.0,1752000000.0,130871000000.0,130871000000.0,130957000000.0,86000000.0,130871000000.0,130159000000.0,712000000.0,712000000.0,91693000000.0,6228000000.0,,12000000.0,1016000000.0,1016000000.0,4261000000.0,85465000000.0,1974000000.0,736000000.0,736000000.0,11905000000.0,43589000000.0,1221000000.0,42368000000.0,222650000000.0,46588000000.0,2679000000.0,1627000000.0,588000000.0,588000000.0,13000000.0,654000000.0,17738000000.0,5052000000.0,12686000000.0,12494000000.0,12494000000.0,496000000.0,11998000000.0,176062000000.0,2483000000.0,371000000.0,25052000000.0,22393000000.0,47072000000.0,78691000000.0,66774000000.0,11917000000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
356120255.0,356120255.0,2041000000.0,103058000000.0,120764000000.0,76667000000.0,103058000000.0,2041000000.0,120764000000.0,120764000000.0,120844000000.0,80000000.0,120764000000.0,120052000000.0,712000000.0,712000000.0,85280000000.0,6097000000.0,4227000000.0,24000000.0,1041000000.0,1041000000.0,,79183000000.0,2222000000.0,1000000000.0,1000000000.0,11113000000.0,43360000000.0,1773000000.0,41587000000.0,206124000000.0,50274000000.0,2816000000.0,827000000.0,584000000.0,584000000.0,14000000.0,891000000.0,17706000000.0,5352000000.0,12354000000.0,12832000000.0,12832000000.0,510000000.0,12322000000.0,155850000000.0,3564000000.0,33000000.0,27274000000.0,18145000000.0,43997000000.0,62837000000.0,47499000000.0,15338000000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
356120255.0,356120255.0,1826000000.0,121746000000.0,139165000000.0,96615000000.0,121746000000.0,1826000000.0,139165000000.0,139165000000.0,139251000000.0,86000000.0,139165000000.0,138453000000.0,712000000.0,712000000.0,92570000000.0,5337000000.0,,6000000.0,992000000.0,992000000.0,3717000000.0,87233000000.0,2411000000.0,834000000.0,834000000.0,13263000000.0,47911000000.0,1203000000.0,46708000000.0,231821000000.0,47973000000.0,2726000000.0,1662000000.0,558000000.0,558000000.0,14000000.0,647000000.0,17419000000.0,4738000000.0,12681000000.0,12513000000.0,12513000000.0,404000000.0,12109000000.0,183848000000.0,3501000000.0,3000000.0,28208000000.0,19806000000.0,53806000000.0,78524000000.0,61307000000.0,17217000000.0,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
