Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
609294348.0,609294348.0,9387000000.0,118062900000.0,118494400000.0,30402700000.0,118062900000.0,9124700000.0,118232100000.0,118474300000.0,119265200000.0,1033100000.0,118232100000.0,115185600000.0,,3046500000.0,3046500000.0,21115200000.0,8658200000.0,26500000.0,,,,0.0,7703300000.0,7461100000.0,242200000.0,791600000.0,12457000000.0,4397100000.0,1683700000.0,1663600000.0,20100000.0,711600000.0,2810100000.0,,,0.0,2810100000.0,140380400000.0,97520700000.0,12297900000.0,,,821500000.0,11770800000.0,,11770800000.0,,,169200000.0,169200000.0,68904900000.0,,68904900000.0,8783300000.0,60121600000.0,,,,,42859700000.0,3552900000.0,,,,502200000.0,,154600000.0,16900000.0,3336300000.0,,,35296800000.0,33362100000.0,1934700000.0,,,2024-03-31
609294348.0,609294348.0,8211300000.0,115847200000.0,116537500000.0,30599600000.0,115847200000.0,7688000000.0,116014200000.0,116473900000.0,117040000000.0,1025800000.0,116014200000.0,112967700000.0,,3046500000.0,3046500000.0,22840800000.0,7857200000.0,27800000.0,,,,0.0,6698300000.0,6238600000.0,459700000.0,741700000.0,14983600000.0,4645200000.0,1513000000.0,1449400000.0,63600000.0,941300000.0,3229200000.0,,,0.0,3229200000.0,139880800000.0,94297600000.0,13001300000.0,,,1032900000.0,11947900000.0,,11947900000.0,,,167000000.0,167000000.0,65043000000.0,,65043000000.0,7652700000.0,57390300000.0,,,,,45583200000.0,5039600000.0,,,,419700000.0,,143100000.0,22200000.0,3060300000.0,,,36898300000.0,33081300000.0,3817000000.0,,,2023-09-30
609294348.0,609294348.0,7735600000.0,111068200000.0,112769400000.0,27712200000.0,111068200000.0,7226500000.0,112260300000.0,112705800000.0,113278500000.0,1018200000.0,112260300000.0,,94617200000.0,3046500000.0,3046500000.0,21370900000.0,7869100000.0,27900000.0,45800000.0,748200000.0,21000000.0,0.0,6585400000.0,6139900000.0,445500000.0,6900000.0,13501800000.0,4722600000.0,1150200000.0,1086600000.0,63600000.0,689900000.0,5768700000.0,1940100000.0,8000000.0,,3820600000.0,134649400000.0,93435400000.0,12778300000.0,3421400000.0,431000000.0,925300000.0,5108000000.0,4916300000.0,191700000.0,5998500000.0,5998500000.0,1192100000.0,1192100000.0,75461400000.0,-36861100000.0,112322500000.0,19295300000.0,4648100000.0,49153700000.0,22566800000.0,16658600000.0,0.0,41214000000.0,40500000.0,27700000.0,317300000.0,639500000.0,371800000.0,371800000.0,5735000000.0,0.0,2160000000.0,-821000000.0,2981000000.0,31921700000.0,28484300000.0,3437400000.0,1399700000.0,2037700000.0,2023-03-31
