Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.244802,-333460000.0,-636020000.0,313620000.0,2082440000.0,-333460000.0,-647080000.0,-195110000.0,195110000.0,-636020000.0,-636020000.0,2803690000.0,,,,,,-636020000.0,-636020000.0,0.0,-636020000.0,-636020000.0,-636020000.0,-206170000.0,-842190000.0,43340000.0,-195110000.0,195110000.0,-690480000.0,721250000.0,-50870000.0,313620000.0,313620000.0,,,,30770000.0,2082440000.0,2113210000.0,2113210000.0,2024-03-31
0.0,0.091263,-78050000.0,-516190000.0,310400000.0,832480000.0,-78050000.0,-388450000.0,-179580000.0,179580000.0,-516190000.0,-516190000.0,3192880000.0,,64282690.0,64282690.0,-8.03,-8.03,-516190000.0,-516190000.0,0.0,-516190000.0,-516190000.0,-516190000.0,-51840000.0,-568030000.0,19460000.0,-179580000.0,179580000.0,-407910000.0,2360400000.0,1552020000.0,310400000.0,310400000.0,,,,1952490000.0,832480000.0,2784970000.0,2784970000.0,2023-12-31
0.0,0.230544,-1253510000.0,-1363430000.0,328310000.0,1107420000.0,-1253510000.0,-1581820000.0,-190120000.0,190120000.0,-1363430000.0,-1363430000.0,3856790000.0,,63563170.0,63563170.0,-21.45,-21.45,-1363430000.0,-1363430000.0,0.0,-1363430000.0,-1363430000.0,-1363430000.0,-408510000.0,-1771940000.0,18240000.0,-190120000.0,190120000.0,-1600060000.0,2749370000.0,1927220000.0,328310000.0,328310000.0,,,,1149310000.0,1107420000.0,2256730000.0,2256730000.0,2023-09-30
0.0,0.249665,-55850000.0,-369780000.0,294830000.0,908470000.0,-55850000.0,-350680000.0,-142140000.0,142140000.0,-369780000.0,-369780000.0,2838240000.0,,62994889.0,62994889.0,-5.87,-5.87,-369780000.0,-369780000.0,0.0,-369780000.0,-369780000.0,-369780000.0,-123040000.0,-492820000.0,46900000.0,-142140000.0,142140000.0,-397580000.0,1929770000.0,451910000.0,294830000.0,294830000.0,696870000.0,696870000.0,,1532190000.0,908470000.0,2440660000.0,2440660000.0,2023-06-30
0.0,0.369157,122650000.0,-281230000.0,386360000.0,1031220000.0,122650000.0,-263710000.0,-182090000.0,182090000.0,-281230000.0,-281230000.0,2987270000.0,,,,,,-281230000.0,-281230000.0,0.0,-281230000.0,-281230000.0,-281230000.0,-164570000.0,-445800000.0,38010000.0,-182090000.0,182090000.0,-301720000.0,1956050000.0,581140000.0,386360000.0,386360000.0,717110000.0,717110000.0,,1654330000.0,1031220000.0,2685550000.0,2685550000.0,2023-03-31
,,,,,,,,,,,,,65250000.0,62750000.0,62750000.0,0.08,0.08,,,,,,,,,,,,,,,,,749460000.0,749460000.0,65250000.0,,,,,2022-12-31
0.0,0.249051,-362140000.0,-597440000.0,272300000.0,1039010000.0,-362140000.0,-634440000.0,-161140000.0,161140000.0,-597440000.0,-597440000.0,2732020000.0,,63422505.0,63422505.0,-9.42,-9.42,-597440000.0,-597440000.0,0.0,-597440000.0,-597440000.0,-597440000.0,-198140000.0,-795580000.0,35940000.0,-161140000.0,161140000.0,-670380000.0,1693010000.0,999390000.0,272300000.0,272300000.0,,,,1022630000.0,1039010000.0,2061640000.0,2061640000.0,2024-06-30 00:00:00
