Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Payable,Other Receivables
14318975.0,14318975.0,112393000.0,150693000.0,691956000.0,842649000.0,421594000.0,691956000.0,691956000.0,693711000.0,691956000.0,691956000.0,549355000.0,,,142601000.0,142601000.0,356319000.0,19451000.0,,17696000.0,1755000.0,1755000.0,336868000.0,46090000.0,,148938000.0,148938000.0,10751000.0,131089000.0,,131089000.0,1048275000.0,289813000.0,132721000.0,,144087000.0,,,,,,,,758462000.0,113801000.0,,153691000.0,,,,452670000.0,,,38300000.0,38300000.0,,2024-03-31,,
14318975.0,14318975.0,96205000.0,126032000.0,671674000.0,797706000.0,395844000.0,671674000.0,671674000.0,673783000.0,671674000.0,671674000.0,529073000.0,,,142601000.0,142601000.0,347349000.0,16581000.0,,14472000.0,2109000.0,2109000.0,330768000.0,55822000.0,,123923000.0,123923000.0,1670000.0,149353000.0,7941000.0,141412000.0,1019023000.0,292411000.0,130352000.0,,149070000.0,,,,,,,,726612000.0,42748000.0,,191401000.0,,,17235000.0,445401000.0,,,29827000.0,29827000.0,,2023-09-30,,
14318975.0,14318975.0,120775000.0,129367000.0,646991000.0,776358000.0,362743000.0,646991000.0,646991000.0,648746000.0,646991000.0,646991000.0,1310000.0,249783000.0,225918000.0,142601000.0,142601000.0,325871000.0,15216000.0,-1000.0,13462000.0,1755000.0,1755000.0,310655000.0,46495000.0,11971000.0,127612000.0,127612000.0,1291000.0,123286000.0,11971000.0,123286000.0,972862000.0,299464000.0,134301000.0,146626000.0,152838000.0,-304430000.0,457268000.0,50326000.0,374086000.0,31190000.0,1666000.0,0.0,673398000.0,25814000.0,13915000.0,220990000.0,210762000.0,10228000.0,40443000.0,363644000.0,0.0,363644000.0,8592000.0,8592000.0,8592000.0,2023-03-31,,
