Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
-52090399.456791,0.296647,5135618000.0,-175597000.0,-175597000.0,3373760000.0,91146000.0,8662840000.0,4960021000.0,4868875000.0,,,,3497266600.543209,3373760000.0,8609923000.0,,,,,,3373760000.0,3373760000.0,0.0,3373760000.0,3373760000.0,3373760000.0,1422924000.0,4796684000.0,3864000.0,-94459000.0,,94459000.0,,,,,4868875000.0,-52917000.0,370785000.0,91146000.0,,91146000.0,,,,,4815958000.0,8662840000.0,13478798000.0,13478798000.0,2024-03-31,
-38700605.737342,0.131039,4765484000.0,-295336000.0,-295336000.0,3355379000.0,82127000.0,7792937000.0,4470148000.0,4388021000.0,,,,3612014394.262658,3355379000.0,7891815000.0,,2431434058.0,2431434058.0,1.38,1.38,3355379000.0,3355379000.0,0.0,3355379000.0,3355379000.0,3355379000.0,505991000.0,3861370000.0,3436000.0,-377127000.0,,377127000.0,,,,,4388021000.0,98878000.0,183646000.0,82127000.0,,82127000.0,,,,,4486899000.0,7792937000.0,12279836000.0,12279836000.0,2023-12-31,
59147470.781477,0.250498,3855610000.0,236120000.0,236120000.0,2847330000.0,71290000.0,7885280000.0,4091730000.0,4020440000.0,69580000.0,221480000.0,291870000.0,2670357470.781477,2847330000.0,8190430000.0,33390000.0,,,,,2847330000.0,2847330000.0,0.0,2847330000.0,2847330000.0,2847330000.0,951630000.0,3798960000.0,40000.0,228180000.0,600000.0,-228780000.0,69580000.0,810000.0,221480000.0,291870000.0,3219890000.0,305150000.0,94760000.0,71290000.0,20000.0,71270000.0,69380000.0,21860000.0,47520000.0,33390000.0,3525040000.0,7885280000.0,11410320000.0,11410320000.0,2023-09-30,
295552757.850288,0.329792,4108270000.0,896180000.0,896180000.0,2945820000.0,58910000.0,7183020000.0,5004450000.0,4945540000.0,-279440000.0,550160000.0,271460000.0,2345192757.850288,2945820000.0,7486480000.0,37790000.0,2687764706.0,2687764706.0,1.096011,1.096011,2945820000.0,2945820000.0,0.0,2945820000.0,2945820000.0,2945820000.0,1449560000.0,4395380000.0,140000.0,1017330000.0,3870000.0,-1021200000.0,-279440000.0,740000.0,550160000.0,271460000.0,3751350000.0,303460000.0,66750000.0,58910000.0,10000.0,58900000.0,115510000.0,44070000.0,71440000.0,37790000.0,4054810000.0,7183020000.0,11237830000.0,11237830000.0,2023-06-30,
-36140170.177506,0.120545,4030760000.0,-299807000.0,-299807000.0,2536157000.0,59735000.0,5421998000.0,3730953000.0,3671218000.0,,,,2799823829.822494,2536157000.0,6103349000.0,,,,,,2536157000.0,2536157000.0,0.0,2536157000.0,2536157000.0,2536158000.0,347625000.0,2883783000.0,-6691000.0,-265703000.0,,264403000.0,,,,,3274488000.0,681351000.0,-216311000.0,59735000.0,,59375000.0,,,,,3955839000.0,5421998000.0,9377837000.0,9377837000.0,2023-03-31,
,,,,,,,,,,,,,,,,,2687764706.0,2687764706.0,0.746889,0.746889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
50012959.508308,0.193476,4693418000.0,258497000.0,258497000.0,3836934000.0,86313000.0,9947693000.0,4951915000.0,4865602000.0,,,,3628449959.508308,3836934000.0,10212494000.0,,2683170629.0,2683170629.0,1.43,1.43,3836934000.0,3836934000.0,0.0,3836934000.0,3836934000.0,3836934000.0,920437000.0,4757371000.0,4305000.0,300372000.0,,-300372000.0,,,,,4865602000.0,264801000.0,245032000.0,86313000.0,,86313000.0,,,,,5130403000.0,9947693000.0,15078096000.0,15078096000.0,2024-06-30 00:00:00,0.0
-25914470.886223,0.156897,5338829000.0,-165169000.0,-165169000.0,3877496000.0,94255000.0,10510387000.0,5173660000.0,5079405000.0,,,,4016750529.113777,3877496000.0,10947472000.0,,2692705556.0,2692705556.0,1.44,1.44,3877496000.0,3877496000.0,0.0,3877496000.0,3877496000.0,3877496000.0,721580000.0,4599077000.0,8324000.0,-338523000.0,,338523000.0,,,,,5079405000.0,437085000.0,438089000.0,94255000.0,,94255000.0,,,,,5516490000.0,10510387000.0,16026877000.0,16026877000.0,2024-09-30 00:00:00,0.0
