Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.0,1752000.0,-56814000.0,-56814000.0,-57854000.0,26000.0,0.0,-55062000.0,-55088000.0,-2766000.0,2766000.0,-1040000.0,-57854000.0,-16014000.0,,,,,-57854000.0,-57854000.0,0.0,-57854000.0,-57854000.0,,-57854000.0,0.0,-57854000.0,-14288000.0,-56814000.0,,,-2766000.0,2766000.0,16014000.0,-16014000.0,3090000.0,26000.0,26000.0,0.0,0.0,0.0,0.0,2024-03-31,
0.0,0.0,-4454000.0,88113000.0,88113000.0,80884000.0,37000.0,0.0,83659000.0,83622000.0,-2738000.0,2738000.0,-7229000.0,80884000.0,9381000.0,44935556.0,44935556.0,1.8,1.8,80884000.0,80884000.0,0.0,80884000.0,80884000.0,0.0,80884000.0,0.0,80884000.0,4889000.0,88113000.0,,,-2738000.0,2738000.0,-9381000.0,9381000.0,9112000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,2023-12-31,
0.0,0.0,1759000.0,828000.0,828000.0,-103000.0,37000.0,0.0,2587000.0,2550000.0,-2653000.0,2653000.0,-931000.0,-103000.0,3093000.0,45003140.0,45003140.0,-0.002289,-0.002289,-103000.0,-103000.0,0.0,-103000.0,-103000.0,0.0,-103000.0,0.0,-103000.0,4815000.0,828000.0,-28000.0,-800000.0,-2653000.0,2653000.0,-3093000.0,3093000.0,2890000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,2023-09-30,
0.0,0.0,-1025000.0,0.0,0.0,-3619000.0,37000.0,0.0,-1025000.0,-1062000.0,-2557000.0,2557000.0,-3619000.0,-3619000.0,5757000.0,45237500.0,45237500.0,-0.08,-0.08,-3619000.0,-3619000.0,0.0,-3619000.0,-3619000.0,0.0,-3619000.0,0.0,-3619000.0,4694000.0,0.0,,,-2557000.0,2557000.0,-5757000.0,5757000.0,5601000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,2023-06-30,
0.0,0.0,11652000.0,-21000.0,-21000.0,7221000.0,34000.0,276000.0,11631000.0,11597000.0,5625000.0,4376000.0,7242000.0,7221000.0,-7042000.0,,,,,7221000.0,7221000.0,0.0,7221000.0,7221000.0,,7221000.0,0.0,7221000.0,-5423000.0,-21000.0,,,5625000.0,4376000.0,7042000.0,-7318000.0,-23288000.0,34000.0,34000.0,-276000.0,276000.0,0.0,0.0,2023-03-31,
,,,,,,,,,,,,,,,45600000.0,45600000.0,0.16,0.16,,,,,,0.0,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.0,1694000.0,2809000.0,2809000.0,1628000.0,34000.0,0.0,4503000.0,4469000.0,-2841000.0,2841000.0,-1181000.0,1628000.0,3326000.0,40700000.0,40700000.0,0.04,0.04,1628000.0,1628000.0,0.0,1628000.0,1628000.0,0.0,1628000.0,0.0,1628000.0,4986000.0,2809000.0,,,-2841000.0,2841000.0,-3326000.0,3326000.0,3157000.0,34000.0,34000.0,0.0,0.0,0.0,0.0,2024-06-30 00:00:00,0.0
