Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
32585217.0,32585217.0,500000.0,10306500000.0,10306500000.0,4713600000.0,10306500000.0,500000.0,10306500000.0,10306500000.0,10306500000.0,10306500000.0,9980600000.0,,,325900000.0,325900000.0,7805500000.0,1088100000.0,500000.0,500000.0,1087600000.0,6717400000.0,304600000.0,0.0,0.0,,450500000.0,5811300000.0,,,22700000.0,5788600000.0,18112000000.0,6681000000.0,649400000.0,,489100000.0,52300000.0,52300000.0,4010100000.0,,4010100000.0,260100000.0,3750000000.0,,,,,11431000000.0,462400000.0,,,4446300000.0,,,,25000000.0,2339500000.0,,,4157800000.0,95200000.0,4062600000.0,,,2023-12-31
32585217.0,32585217.0,500000.0,9888600000.0,9888600000.0,4340500000.0,9888600000.0,500000.0,9888600000.0,9888600000.0,9888600000.0,9888600000.0,189800000.0,5062700000.0,329000000.0,325900000.0,325900000.0,9272900000.0,1114700000.0,500000.0,500000.0,1114200000.0,8158200000.0,403500000.0,0.0,0.0,500000.0,430600000.0,7727100000.0,371600000.0,21200000.0,533000000.0,6801300000.0,19161500000.0,6662800000.0,446900000.0,501300000.0,458100000.0,54400000.0,54400000.0,4219000000.0,-4108300000.0,8327300000.0,324300000.0,1250900000.0,5894600000.0,784400000.0,73100000.0,0.0,12498700000.0,482000000.0,21200000.0,483100000.0,4123500000.0,1793600000.0,107300000.0,2222600000.0,134900000.0,3201600000.0,-22300000.0,3223900000.0,4534400000.0,129800000.0,4534400000.0,3900000000.0,634400000.0,2023-06-30
32585217.0,32585217.0,900000.0,9061000000.0,9061000000.0,3194000000.0,9061000000.0,900000.0,9061000000.0,9061000000.0,9061000000.0,9061000000.0,8735100000.0,,,325900000.0,325900000.0,8252200000.0,910300000.0,500000.0,500000.0,909800000.0,7341900000.0,381100000.0,400000.0,400000.0,,402700000.0,6197300000.0,,,0.0,6197300000.0,17313200000.0,6777300000.0,492000000.0,,311200000.0,52600000.0,52600000.0,4359400000.0,,4359400000.0,740300000.0,3619100000.0,,,,,10535900000.0,223800000.0,,,4073300000.0,,,,35800000.0,2862200000.0,,,3340800000.0,53200000.0,3287600000.0,,,2022-12-31
32585217.0,32585217.0,500000.0,9712700000.0,9712700000.0,4275700000.0,9712700000.0,500000.0,9712700000.0,9712700000.0,9712700000.0,9712700000.0,9386800000.0,,,325900000.0,325900000.0,8594800000.0,1004400000.0,500000.0,500000.0,1003900000.0,7590400000.0,289400000.0,0.0,0.0,,543500000.0,6632800000.0,,,242400000.0,6390400000.0,18307500000.0,6441400000.0,651800000.0,,534700000.0,51300000.0,51300000.0,3728500000.0,,3728500000.0,259300000.0,3469200000.0,,,,,11866100000.0,356200000.0,,,3958400000.0,,,,24700000.0,2743300000.0,,,4783500000.0,49200000.0,4734300000.0,,,2024-06-30 00:00:00
