Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
55357142.0,55357142.0,380768000.0,1749256000.0,1749256000.0,669334000.0,1749256000.0,1749256000.0,1749256000.0,1749256000.0,1749256000.0,1195685000.0,553571000.0,553571000.0,1474376000.0,358323000.0,-1000.0,154190000.0,0.0,0.0,104764000.0,1988000.0,1116053000.0,198583000.0,276004000.0,68000.0,628556000.0,103135000.0,525421000.0,3223632000.0,1438244000.0,9144000.0,350716000.0,350716000.0,163995000.0,0.0,0.0,340476000.0,340476000.0,37709000.0,302767000.0,1785387000.0,404403000.0,0.0,519553000.0,,629626000.0,231805000.0,213367000.0,18438000.0,2024-03-31
55357142.0,55357142.0,495855000.0,1543964000.0,1543964000.0,845927000.0,1543964000.0,1543964000.0,1543964000.0,1543964000.0,1543964000.0,990393000.0,553571000.0,553571000.0,1561080000.0,404921000.0,27340000.0,118259000.0,,,197812000.0,2336000.0,1156159000.0,234613000.0,298043000.0,163000.0,560005000.0,84452000.0,475553000.0,3105044000.0,1102957000.0,8653000.0,130652000.0,130652000.0,190462000.0,,,323203000.0,,,,2002086000.0,411162000.0,0.0,431803000.0,101620000.0,583265000.0,474236000.0,229036000.0,245200000.0,2023-09-30
