Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Held To Maturity Securities
363602237.0,363602237.0,21759900000.0,24952200000.0,138428200000.0,163396300000.0,94726200000.0,138428200000.0,138444100000.0,160364500000.0,138444100000.0,138444100000.0,134808100000.0,,,3636000000.0,3636000000.0,57890000000.0,25157000000.0,533200000.0,,1092500000.0,,4400000.0,21920400000.0,21920400000.0,20500000.0,32733000000.0,17804900000.0,3031800000.0,3031800000.0,,476500000.0,5717700000.0,303600000.0,,327000000.0,5087100000.0,196334100000.0,68874900000.0,6022700000.0,,1728100000.0,3543700000.0,3543700000.0,,,28341000000.0,15900000.0,15900000.0,29223500000.0,,29223500000.0,27047500000.0,2176000000.0,,,,127459200000.0,14107400000.0,,,,92612400000.0,,,,5403600000.0,220200000.0,2042000000.0,13073600000.0,9881300000.0,3192300000.0,,,2024-03-31,
363602237.0,363602237.0,30740300000.0,33577500000.0,128402000000.0,161998600000.0,93689400000.0,128402000000.0,128421100000.0,156341600000.0,128421100000.0,128421100000.0,124785100000.0,,,3636000000.0,3636000000.0,56660900000.0,31433700000.0,606800000.0,,1140400000.0,,135500000.0,27920500000.0,27920500000.0,21000000.0,25227200000.0,12005700000.0,5657000000.0,5657000000.0,,454100000.0,2208900000.0,100800000.0,,355400000.0,1752700000.0,185082000000.0,66165400000.0,5415600000.0,,1829400000.0,4930400000.0,4930400000.0,,,14002400000.0,19100000.0,19100000.0,39968500000.0,,39968500000.0,37985700000.0,1982800000.0,,,,118916600000.0,16407800000.0,36000000.0,,,82598900000.0,,,,5561700000.0,379500000.0,4465700000.0,9467000000.0,6629800000.0,2837200000.0,,,2023-09-30,
363602237.0,363602237.0,37559393000.0,39440859000.0,122080084000.0,161542057000.0,91685338000.0,122080084000.0,122101198000.0,150907578000.0,122101198000.0,122101198000.0,,86125434000.0,28894640000.0,3636023000.0,3636023000.0,64308752000.0,31430312000.0,,16518000.0,946703000.0,1506094000.0,154617000.0,28806380000.0,28806380000.0,,32878440000.0,27395000.0,10634479000.0,10634479000.0,456968000.0,5065351000.0,3611964000.0,1650989000.0,348000.0,228835000.0,1731792000.0,186409950000.0,61846172000.0,632222000.0,4625563000.0,2083742000.0,427150000.0,427150000.0,4189661000.0,4189661000.0,7520336000.0,21114000.0,21114000.0,42258559000.0,-1292198000.0,43550757000.0,40311681000.0,167187000.0,1177266000.0,1894623000.0,0.0,124563778000.0,171709000.0,,761394000.0,3369939000.0,85430945000.0,17482000.0,41146132000.0,44267331000.0,16308725000.0,333656000.0,10983092000.0,7204318000.0,5322852000.0,1881466000.0,36004000.0,1845462000.0,2023-03-31,
