Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.299841,60827000.0,33448000.0,11582000.0,192660000.0,60827000.0,49245000.0,-1473000.0,1473000.0,33448000.0,33448000.0,265697000.0,-10000.0,,,,,33448000.0,33448000.0,0.0,33448000.0,33448000.0,33448000.0,14324000.0,47772000.0,22207000.0,-1473000.0,1473000.0,27038000.0,73037000.0,45395000.0,11582000.0,11582000.0,16070000.0,16070000.0,-10000.0,100075000.0,192660000.0,292735000.0,292735000.0,2024-03-31
0.0,0.168773,-19890000.0,-27487000.0,11545000.0,59266000.0,-19890000.0,-31435000.0,-1633000.0,1633000.0,-27487000.0,-27487000.0,187145000.0,37000.0,249881818.0,249881818.0,-0.11,-0.11,-27487000.0,-27487000.0,0.0,-27487000.0,-27487000.0,-27487000.0,-5581000.0,-33068000.0,75391000.0,-1633000.0,1633000.0,-106826000.0,127879000.0,107461000.0,11545000.0,11545000.0,8836000.0,8836000.0,37000.0,21053000.0,59266000.0,80319000.0,80319000.0,2023-12-31
0.0,0.348708,-36505000.0,-32321000.0,11320000.0,183776000.0,-36505000.0,-47825000.0,-1801000.0,1801000.0,-32321000.0,-32321000.0,243974000.0,230000.0,248623077.0,248623077.0,-0.13,-0.13,-32321000.0,-32321000.0,0.0,-32321000.0,-32321000.0,-32321000.0,-17305000.0,-49626000.0,82516000.0,-1801000.0,1801000.0,-130341000.0,60198000.0,35491000.0,11320000.0,11320000.0,13157000.0,13157000.0,230000.0,-70143000.0,183776000.0,113633000.0,113633000.0,2023-09-30
0.0,0.357446,152736000.0,90079000.0,10585000.0,40413000.0,152736000.0,142151000.0,-1962000.0,1962000.0,90079000.0,90079000.0,102048000.0,23000.0,257368571.0,257368571.0,0.35,0.35,90079000.0,90079000.0,0.0,90079000.0,90079000.0,90079000.0,50110000.0,140189000.0,174877000.0,-1962000.0,1962000.0,-32726000.0,61635000.0,36898000.0,10585000.0,10585000.0,14129000.0,14129000.0,23000.0,28909000.0,40413000.0,69322000.0,69322000.0,2023-06-30
0.0,0.3,145893000.0,53899000.0,10937000.0,29514000.0,145893000.0,134956000.0,174813000.0,3478000.0,53899000.0,53899000.0,88591000.0,42000.0,,,,,53899000.0,53899000.0,0.0,53899000.0,53899000.0,53899000.0,77579000.0,131478000.0,-593580000.0,174813000.0,3478000.0,550067000.0,59077000.0,-19918000.0,10937000.0,10937000.0,55337000.0,42927000.0,42000.0,609144000.0,29514000.0,638658000.0,638658000.0,2023-03-31
,,,,,,,,,,,,,,260762500.0,260762500.0,0.32,0.32,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.157256,67131000.0,46731000.0,10375000.0,108580000.0,67131000.0,56756000.0,-1305000.0,1305000.0,46731000.0,46731000.0,161882000.0,146000.0,259616667.0,259616667.0,0.18,0.18,46731000.0,46731000.0,0.0,46731000.0,46731000.0,46731000.0,8720000.0,55451000.0,60175000.0,-1305000.0,1305000.0,-3419000.0,53302000.0,29543000.0,10375000.0,10375000.0,13238000.0,13238000.0,146000.0,49883000.0,108580000.0,158463000.0,158463000.0,2024-06-30 00:00:00
