Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
19865000.0,19865000.0,1454064000.0,1482563000.0,1105422000.0,2578280000.0,290916000.0,1105422000.0,19562000.0,1115279000.0,1835740000.0,1115279000.0,1115279000.0,916629000.0,,,198650000.0,198650000.0,2151847000.0,795243000.0,13121000.0,,732586000.0,12125000.0,720461000.0,49536000.0,1356604000.0,17794000.0,,749977000.0,7437000.0,742540000.0,,76678000.0,484278000.0,,0.0,484278000.0,3267126000.0,1619606000.0,29112000.0,,6691000.0,81484000.0,81484000.0,,,0.0,9857000.0,3683000.0,6174000.0,1492462000.0,,1492462000.0,18529000.0,1473933000.0,,,,,1647520000.0,107028000.0,,,545661000.0,,,,1782000.0,978877000.0,,,14172000.0,5235000.0,8937000.0,,,2024-03-31
19865000.0,19865000.0,1144881000.0,1148810000.0,1082147000.0,2239602000.0,389947000.0,1082147000.0,,1090792000.0,1559913000.0,1090792000.0,1090792000.0,892142000.0,,,198650000.0,198650000.0,1800119000.0,533597000.0,14528000.0,,469121000.0,,469121000.0,49948000.0,1266522000.0,17639000.0,,679689000.0,,679689000.0,,110565000.0,430859000.0,,5776000.0,425083000.0,2890911000.0,1234441000.0,41045000.0,,20339000.0,21835000.0,21835000.0,,,0.0,8645000.0,924000.0,7721000.0,1142577000.0,,1142577000.0,517795000.0,624782000.0,,,,,1656469000.0,76922000.0,,,624816000.0,,,,0.0,915668000.0,,,39063000.0,35134000.0,3929000.0,,,2023-09-30
19865000.0,19865000.0,800986000.0,825544000.0,1027888000.0,1863651000.0,361975000.0,1027888000.0,,1038107000.0,1229387000.0,1038107000.0,1038107000.0,3000000.0,732326000.0,110016000.0,198650000.0,198650000.0,1442685000.0,267134000.0,15934000.0,59920000.0,191280000.0,,191280000.0,59920000.0,1175551000.0,5531000.0,5811000.0,634264000.0,,634264000.0,44290000.0,6387000.0,471509000.0,69567000.0,5811000.0,401942000.0,2480792000.0,943266000.0,2000.0,20415000.0,16325000.0,0.0,20303000.0,0.0,0.0,0.0,10219000.0,950000.0,9269000.0,884311000.0,-467244000.0,1351555000.0,254092000.0,401000.0,511191000.0,206195000.0,379676000.0,0.0,1537526000.0,70529000.0,14903000.0,70530000.0,507119000.0,286572000.0,1790000.0,218757000.0,0.0,920416000.0,-10702000.0,931117000.0,24558000.0,14903000.0,24558000.0,2313000.0,22245000.0,2023-03-31
