Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
40000000.0,40000000.0,564792000.0,694783000.0,2052677000.0,2766793000.0,1997372000.0,2052677000.0,2912000.0,2074922000.0,2274818000.0,2074922000.0,2074922000.0,1674922000.0,,,400000000.0,400000000.0,766677000.0,213040000.0,,5787000.0,202648000.0,2752000.0,199896000.0,4605000.0,553637000.0,26613000.0,,492135000.0,160000.0,491975000.0,3079000.0,28387000.0,,,28387000.0,2841599000.0,290590000.0,1004000.0,,1179000.0,1179000.0,22245000.0,22245000.0,266162000.0,,266162000.0,0.0,266162000.0,,,,2551009000.0,22572000.0,,,2241978000.0,,,,602000.0,4032000.0,126451000.0,,,155374000.0,28295000.0,127079000.0,,2024-03-31
40000000.0,40000000.0,1015480000.0,1021419000.0,1044430000.0,2064112000.0,1004420000.0,1044430000.0,2996000.0,1045689000.0,1254385000.0,1045689000.0,1045689000.0,,740237000.0,0.0,300000000.0,300000000.0,1301935000.0,231088000.0,3515000.0,16059000.0,211514000.0,2818000.0,208696000.0,,1070847000.0,733000.0,16433000.0,809905000.0,178000.0,809727000.0,2676000.0,168491000.0,5525000.0,-88567000.0,162966000.0,2347624000.0,272357000.0,,4044000.0,25000.0,25000.0,1259000.0,1259000.0,267029000.0,-23396000.0,290425000.0,0.0,4505000.0,65890000.0,220030000.0,0.0,2075267000.0,5010000.0,16859000.0,27964000.0,1782067000.0,1551612000.0,217630000.0,12825000.0,1776000.0,0.0,238648000.0,-653000.0,239301000.0,2943000.0,,2943000.0,2943000.0,2023-09-30
40000000.0,40000000.0,899078000.0,957948000.0,924544000.0,1882625000.0,911880000.0,924544000.0,0.0,924677000.0,1155926000.0,924677000.0,924677000.0,,619298000.0,0.0,300000000.0,300000000.0,1143723000.0,248991000.0,3459000.0,14283000.0,231249000.0,0.0,231249000.0,,894732000.0,,0.0,726699000.0,0.0,726699000.0,64000.0,153361000.0,5285000.0,,148076000.0,2068400000.0,261788000.0,,625000.0,25000.0,25000.0,133000.0,133000.0,261005000.0,-16926000.0,277931000.0,8884000.0,4505000.0,56495000.0,208047000.0,0.0,1806612000.0,5008000.0,16859000.0,9800000.0,1492412000.0,1272832000.0,219580000.0,0.0,957000.0,2832000.0,219874000.0,-995000.0,220869000.0,58870000.0,,58870000.0,58870000.0,2023-03-31
