Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.257653,697100000.0,0.0,0.0,465600000.0,68400000.0,738600000.0,697100000.0,628700000.0,-1500000.0,1500000.0,465600000.0,465600000.0,1918800000.0,16628571.0,16628571.0,28.0,28.0,465600000.0,465600000.0,0.0,465600000.0,465600000.0,465600000.0,161600000.0,627200000.0,22700000.0,0.0,,0.0,-1500000.0,1500000.0,606000000.0,1180200000.0,627200000.0,68400000.0,68400000.0,1786200000.0,738600000.0,2524800000.0,2524800000.0,2024-03-31
0.0,0.277276,1068300000.0,0.0,0.0,720700000.0,69200000.0,903900000.0,1068300000.0,999100000.0,-1900000.0,1900000.0,720700000.0,720700000.0,2152400000.0,16605991.0,16605991.0,43.4,43.4,720700000.0,720700000.0,0.0,720700000.0,720700000.0,720700000.0,276500000.0,997200000.0,51800000.0,0.0,,0.0,-1900000.0,1900000.0,947300000.0,1248500000.0,605000000.0,69200000.0,69200000.0,2195800000.0,903900000.0,3099700000.0,3099700000.0,2023-12-31
0.0,0.255309,947100000.0,0.0,0.0,655700000.0,64800000.0,871400000.0,947100000.0,882300000.0,-1800000.0,1800000.0,655700000.0,655700000.0,2227500000.0,16600000.0,16600000.0,39.5,39.5,655700000.0,655700000.0,0.0,655700000.0,655700000.0,655700000.0,224800000.0,880500000.0,60500000.0,0.0,0.0,0.0,-1800000.0,1800000.0,821800000.0,1356100000.0,684900000.0,64800000.0,64800000.0,2177900000.0,871400000.0,3049300000.0,3049300000.0,2023-09-30
389123.045547,0.324269,506800000.0,1200000.0,1200000.0,298200000.0,65000000.0,938700000.0,508000000.0,443000000.0,-1700000.0,1700000.0,297389123.045547,298200000.0,2624600000.0,,,,,298200000.0,298200000.0,0.0,298200000.0,298200000.0,298200000.0,143100000.0,441300000.0,54600000.0,1200000.0,-1200000.0,-1200000.0,-1700000.0,1700000.0,387200000.0,1685900000.0,1066900000.0,65000000.0,65000000.0,2073100000.0,938700000.0,3011800000.0,3011800000.0,2023-06-30
5245664.077423,0.246275,825000000.0,21300000.0,21300000.0,591900000.0,58900000.0,1000600000.0,846300000.0,787400000.0,-2100000.0,2100000.0,575845664.077423,591900000.0,2492800000.0,16579832.0,16579832.0,35.7,35.7,591900000.0,591900000.0,0.0,591900000.0,591900000.0,591900000.0,193400000.0,785300000.0,49700000.0,21300000.0,-21300000.0,-21300000.0,-2100000.0,2100000.0,716400000.0,1492200000.0,826000000.0,58900000.0,58900000.0,2208600000.0,1000600000.0,3209200000.0,3209200000.0,2023-03-31
,,,,,,,,,,,,,,,16587473.0,16587473.0,46.3,46.3,,,,,,,,,,,15200000.0,,,,,,,,,,,,,2022-12-31
-53503942.18134,0.265002,503800000.0,-201900000.0,-201900000.0,167800000.0,71600000.0,791700000.0,301900000.0,230300000.0,-2000000.0,2000000.0,316196057.81866,167800000.0,2427900000.0,,,,,167800000.0,167800000.0,0.0,167800000.0,167800000.0,167800000.0,60500000.0,228300000.0,21300000.0,-201900000.0,,0.0,-2000000.0,2000000.0,410900000.0,1636200000.0,1078300000.0,71600000.0,71600000.0,2047100000.0,791700000.0,2838800000.0,2838800000.0,2024-06-30 00:00:00
