Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.250767,4267800000.0,,,2515400000.0,703200000.0,2956000000.0,4267800000.0,3564600000.0,174600000.0,207300000.0,381900000.0,2515400000.0,2515400000.0,11116900000.0,,,,,2515400000.0,2515400000.0,0.0,2515400000.0,2515400000.0,2515400000.0,841900000.0,3357300000.0,70600000.0,,174600000.0,207300000.0,381900000.0,3112100000.0,8160900000.0,2113800000.0,703200000.0,703200000.0,2925500000.0,2925500000.0,11273000000.0,2956000000.0,14229000000.0,14229000000.0,2024-03-31
0.0,0.195563,4318800000.0,,,2893400000.0,609600000.0,2672800000.0,4318800000.0,3709200000.0,293600000.0,112400000.0,406000000.0,2893400000.0,2893400000.0,10100700000.0,974208754.0,970939597.0,2.97,2.98,2893400000.0,2893400000.0,0.0,2893400000.0,2893400000.0,2893400000.0,703400000.0,3596800000.0,54200000.0,,293600000.0,112400000.0,406000000.0,3249000000.0,7427900000.0,1751000000.0,609600000.0,609600000.0,2760600000.0,2760600000.0,10676900000.0,2672800000.0,13349700000.0,13349700000.0,2023-12-31
0.0,0.24491,4328300000.0,,,2766800000.0,578800000.0,2797900000.0,4328300000.0,3749500000.0,328000000.0,85300000.0,413300000.0,2766800000.0,2766800000.0,10336900000.0,974225352.0,970807018.0,2.84,2.85,2766800000.0,2766800000.0,0.0,2766800000.0,2766800000.0,2766800000.0,897400000.0,3664200000.0,41500000.0,,328000000.0,85300000.0,413300000.0,3294700000.0,7539000000.0,1829500000.0,578800000.0,578800000.0,2772500000.0,2772500000.0,10833700000.0,2797900000.0,13631600000.0,13631600000.0,2023-09-30
0.0,0.208936,3787000000.0,,,2400800000.0,558200000.0,2758500000.0,3787000000.0,3228800000.0,166900000.0,193900000.0,360800000.0,2400800000.0,2400800000.0,10034300000.0,975934959.0,971983806.0,2.46,2.47,2400800000.0,2400800000.0,0.0,2400800000.0,2400800000.0,2400800000.0,634100000.0,3034900000.0,52400000.0,,166900000.0,193900000.0,360800000.0,2815600000.0,7275800000.0,1746600000.0,558200000.0,558200000.0,2710300000.0,2710300000.0,10091400000.0,2758500000.0,12849900000.0,12849900000.0,2023-06-30
-28464547.026739,0.165492,3852200000.0,-172000000.0,-172000000.0,2509200000.0,603500000.0,460700000.0,3680200000.0,3076700000.0,928500000.0,69900000.0,,2652735452.973261,2509200000.0,6239700000.0,,,,,2509200000.0,2509200000.0,0.0,2509200000.0,2509200000.0,2509200000.0,497600000.0,3006800000.0,-950800000.0,-172000000.0,928500000.0,69900000.0,,5203500000.0,5779000000.0,-1065000000.0,603500000.0,81400000.0,4601600000.0,4026100000.0,10982500000.0,460700000.0,11443200000.0,11443200000.0,2023-03-31
,,,0.0,0.0,,,,,,,,305500000.0,,,,971222707.0,971222707.0,2.29,2.29,,,,,,,,,,0.0,,,305500000.0,,,,,,,,,,,,2022-12-31
0.0,0.264667,4220900000.0,,,2362700000.0,769000000.0,3265600000.0,4220900000.0,3451900000.0,70700000.0,238800000.0,309500000.0,2362700000.0,2362700000.0,12324400000.0,976322314.0,972304527.0,2.42,2.43,2362700000.0,2362700000.0,0.0,2362700000.0,2362700000.0,2362700000.0,850400000.0,3213100000.0,37300000.0,,70700000.0,238800000.0,309500000.0,3105100000.0,9058800000.0,2312600000.0,769000000.0,769000000.0,3275300000.0,3275300000.0,12163900000.0,3265600000.0,15429500000.0,15429500000.0,2024-06-30 00:00:00
