Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities,Allowance For Doubtful Accounts Receivable
101528968.0,101528968.0,380506000.0,793577000.0,4274419000.0,5075707000.0,2219443000.0,4274419000.0,29388000.0,4311518000.0,4311518000.0,4313303000.0,1785000.0,4311518000.0,4108460000.0,,,203058000.0,203058000.0,2774584000.0,11784000.0,,6528000.0,6528000.0,5256000.0,2762800000.0,892145000.0,787049000.0,22860000.0,764189000.0,,4262000.0,1078848000.0,,,76000.0,1078772000.0,7087887000.0,2105644000.0,1335946000.0,,74061000.0,92666000.0,92666000.0,,,37099000.0,37099000.0,186061000.0,,186061000.0,186061000.0,,,,4982243000.0,952975000.0,,,1924499000.0,,,84735000.0,1328994000.0,,691040000.0,307357000.0,383683000.0,,,2024-03-31,,
101130443.0,101130443.0,641444000.0,932805000.0,4229275000.0,5159030000.0,2400386000.0,4229275000.0,40149000.0,4266374000.0,4266374000.0,4270203000.0,3829000.0,4266374000.0,4064113000.0,,,202261000.0,202261000.0,2945216000.0,17811000.0,,17574000.0,17574000.0,237000.0,2927405000.0,791897000.0,915231000.0,22575000.0,892656000.0,,6005000.0,1213775000.0,,,,1213775000.0,7215419000.0,1887628000.0,1201171000.0,,70812000.0,162507000.0,162507000.0,,,37099000.0,37099000.0,179557000.0,,179557000.0,179557000.0,,,,5327791000.0,905156000.0,,,2140552000.0,,,86724000.0,1722211000.0,,473148000.0,221936000.0,251212000.0,,,2023-09-30,,
101130443.0,101130443.0,782878000.0,1046059000.0,4029943000.0,5072028000.0,2139392000.0,4029943000.0,41073000.0,4067042000.0,4067042000.0,4072905000.0,5863000.0,4067042000.0,111797000.0,-3635260000.0,6874934000.0,202261000.0,202261000.0,2869218000.0,21557000.0,237000.0,21320000.0,21320000.0,237000.0,2847661000.0,71888000.0,1024739000.0,19753000.0,1004986000.0,5423000.0,5423000.0,1331720000.0,26060000.0,847000.0,,1304813000.0,6942123000.0,1955070000.0,19000.0,1585676000.0,72752000.0,77538000.0,77538000.0,45000.0,45000.0,37099000.0,37099000.0,180691000.0,-753589000.0,934280000.0,10980000.0,432599000.0,490701000.0,0.0,4987053000.0,1262000.0,102220000.0,1016340000.0,1956898000.0,198818000.0,1758080000.0,137866000.0,1523826000.0,1523826000.0,248641000.0,26533000.0,222108000.0,2058000.0,220050000.0,2023-03-31,,
