Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
189098347.0,189098347.0,19783540000.0,23349710000.0,20658290000.0,50395940000.0,10494420000.0,20658290000.0,2476600000.0,29522830000.0,37188780000.0,31217650000.0,1694820000.0,29522830000.0,144970000.0,26340080000.0,98840000.0,1811520000.0,1811520000.0,46843980000.0,14739250000.0,433200000.0,2364410000.0,162660000.0,1374240000.0,9823360000.0,2157410000.0,7665950000.0,32104730000.0,153190000.0,13526350000.0,319190000.0,13207160000.0,457350000.0,,16915140000.0,3287020000.0,534450000.0,13093670000.0,78061630000.0,35462480000.0,,584420000.0,967960000.0,186940000.0,186940000.0,8864540000.0,5077680000.0,3786860000.0,23972070000.0,-13075840000.0,37047910000.0,1323450000.0,3215730000.0,22654080000.0,8320620000.0,1534030000.0,0.0,42599150000.0,42220000.0,54240000.0,600430000.0,2653570000.0,15251000000.0,7693220000.0,2534380000.0,5023400000.0,638660000.0,18588050000.0,-634280000.0,19222330000.0,4770980000.0,3681410000.0,1089570000.0,1089570000.0,2024-03-31
189098347.0,189098347.0,19194700000.0,21603470000.0,24166680000.0,47581250000.0,9903850000.0,24166680000.0,1531870000.0,27509650000.0,33997990000.0,29142380000.0,1632730000.0,27509650000.0,164400000.0,24445300000.0,0.0,1808520000.0,1808520000.0,38007930000.0,9239380000.0,437950000.0,,162900000.0,352870000.0,7776610000.0,1288270000.0,6488340000.0,28768550000.0,138890000.0,13826860000.0,243600000.0,13583260000.0,393020000.0,10770000.0,13610600000.0,2719830000.0,814240000.0,10076530000.0,67150310000.0,28477910000.0,,701310000.0,953300000.0,258700000.0,258700000.0,3342970000.0,1149230000.0,2193740000.0,22562950000.0,-12020050000.0,34583000000.0,3271850000.0,2756190000.0,19959670000.0,7079520000.0,1515770000.0,0.0,38672400000.0,85860000.0,,2566030000.0,2287690000.0,13767570000.0,6881110000.0,1415730000.0,5470730000.0,673000000.0,16237260000.0,-477500000.0,16714760000.0,3054990000.0,2178090000.0,876900000.0,876900000.0,2023-09-30
189098347.0,189098347.0,21385680000.0,23343040000.0,21575780000.0,46960600000.0,8167200000.0,21575780000.0,1393700000.0,25011260000.0,32452610000.0,26496600000.0,1485340000.0,25011260000.0,148510000.0,21964240000.0,0.0,1808520000.0,1808520000.0,40228710000.0,10036790000.0,396650000.0,,162900000.0,388950000.0,8593150000.0,1151800000.0,7441350000.0,30191920000.0,84110000.0,14749890000.0,241900000.0,14507990000.0,397500000.0,3420000.0,14157810000.0,2808960000.0,487750000.0,10861100000.0,66725310000.0,28366190000.0,10000.0,571930000.0,991260000.0,557770000.0,557770000.0,3435480000.0,1258110000.0,2177370000.0,22147560000.0,-11046860000.0,33194420000.0,4035310000.0,2550670000.0,18296120000.0,6807730000.0,1504590000.0,0.0,38359120000.0,74610000.0,0.0,1859760000.0,2799370000.0,13830270000.0,6809700000.0,1515980000.0,5504590000.0,526150000.0,16483000000.0,-496010000.0,16979010000.0,2785960000.0,2222300000.0,563660000.0,563660000.0,2023-03-31
