Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14440873.0,14440873.0,475903000.0,1818913000.0,6446855000.0,8274910000.0,2726868000.0,6446855000.0,6455997000.0,7266009000.0,6455997000.0,6455997000.0,6311588000.0,,,144409000.0,144409000.0,2500860000.0,1071931000.0,76836000.0,,,169696000.0,810012000.0,810012000.0,10762000.0,1428929000.0,142075000.0,1008901000.0,1008901000.0,,5679000.0,161676000.0,,7678000.0,153998000.0,8956857000.0,4801062000.0,610653000.0,,238366000.0,238366000.0,17169000.0,9142000.0,9142000.0,3888345000.0,,3888345000.0,1586842000.0,2301503000.0,,,,,4155797000.0,354770000.0,,744808000.0,,,,,10187000.0,1108579000.0,,,1937453000.0,594443000.0,1343010000.0,,,2024-03-31
13562257.0,13562257.0,1754968000.0,1843818000.0,3698170000.0,5549823000.0,608993000.0,3698170000.0,3706005000.0,4618115000.0,3706005000.0,3706005000.0,3570382000.0,,,135623000.0,135623000.0,2522876000.0,1184324000.0,80167000.0,,,160301000.0,912110000.0,912110000.0,9054000.0,1338552000.0,91911000.0,931708000.0,931708000.0,,7583000.0,225449000.0,,24998000.0,200451000.0,6228881000.0,4281336000.0,664232000.0,,243384000.0,243384000.0,17776000.0,7835000.0,7835000.0,3311180000.0,,3311180000.0,985605000.0,2325575000.0,,,,,1947545000.0,243944000.0,,748424000.0,,,,,7138000.0,779373000.0,,,168666000.0,79816000.0,88850000.0,,,2023-09-30
13382257.0,13382257.0,1697531000.0,1766478000.0,3058090000.0,4833119000.0,734061000.0,3058090000.0,3066641000.0,4030485000.0,3066641000.0,3066641000.0,370540000.0,1011217000.0,1067752000.0,133823000.0,133823000.0,2462484000.0,1232985000.0,1000.0,9054000.0,106728000.0,152608000.0,963844000.0,963844000.0,9054000.0,1229499000.0,90695000.0,802634000.0,802634000.0,3154000.0,3154000.0,318031000.0,98894000.0,8783000.0,210354000.0,5529125000.0,3565565000.0,2000.0,598198000.0,18606000.0,18606000.0,17952000.0,8551000.0,8551000.0,2922256000.0,-1131795000.0,4054051000.0,666386000.0,224943000.0,2529268000.0,473261000.0,160193000.0,0.0,1963560000.0,1228000.0,200301000.0,777220000.0,13851000.0,4502000.0,410950000.0,347917000.0,34727000.0,656873000.0,-2259000.0,659132000.0,293211000.0,224264000.0,68947000.0,50008000.0,18939000.0,2023-03-31
