Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,121881498.0,121881498.0,,608833000.0,7068795000.0,8918958000.0,2173426000.0,7068795000.0,142596000.0,8452721000.0,8452721000.0,8452721000.0,8452721000.0,8330840000.0,,,121881000.0,121881000.0,5903660000.0,647578000.0,19924000.0,,,348397000.0,80269000.0,80269000.0,0.0,190161000.0,5256082000.0,275525000.0,528564000.0,62327000.0,466237000.0,269282000.0,3284362000.0,,,26244000.0,3258118000.0,14356381000.0,6926873000.0,143805000.0,,2961000.0,81130000.0,81130000.0,,66861000.0,1383926000.0,787886000.0,596040000.0,5248190000.0,,5248190000.0,379008000.0,4869182000.0,,,,,7429508000.0,153629000.0,0.0,,,3202650000.0,,,,,,2870407000.0,,,1202822000.0,77399000.0,1125423000.0,,,2024-03-31
,121881498.0,121881498.0,,984705000.0,6182909000.0,8491626000.0,1644604000.0,6182909000.0,174133000.0,7681054000.0,7862923000.0,7681054000.0,7681054000.0,7559173000.0,,,121881000.0,121881000.0,6217146000.0,891669000.0,21513000.0,,,389859000.0,290882000.0,109013000.0,181869000.0,180836000.0,5325477000.0,269467000.0,693823000.0,65120000.0,628703000.0,210457000.0,3044245000.0,,,20143000.0,3024102000.0,13898200000.0,6928119000.0,284876000.0,,6045000.0,103813000.0,103813000.0,,68179000.0,1498145000.0,852435000.0,645710000.0,4967061000.0,,4967061000.0,139922000.0,4827139000.0,,,,,6970081000.0,164435000.0,0.0,,,3041497000.0,,,,,,2742604000.0,,,1021545000.0,162250000.0,859295000.0,,,2023-09-30
,121881498.0,121881498.0,332057000.0,1103281000.0,5438252000.0,7934852000.0,1586306000.0,5438252000.0,211256000.0,7042827000.0,7310408000.0,7042827000.0,7042827000.0,6920946000.0,-2122565000.0,8864277000.0,121881000.0,121881000.0,6019805000.0,981526000.0,12789000.0,0.0,18827000.0,410675000.0,403376000.0,135795000.0,267581000.0,148648000.0,5038279000.0,2059000.0,699905000.0,75461000.0,624444000.0,111127000.0,3657770000.0,799767000.0,5430000.0,26270000.0,2826303000.0,13062632000.0,6438047000.0,232140000.0,295392000.0,3462000.0,12000000.0,85252000.0,12000000.0,69497000.0,1604575000.0,909195000.0,695380000.0,4443121000.0,-4000916000.0,8444037000.0,139856000.0,4303265000.0,4973784000.0,2095798000.0,1234599000.0,0.0,6624585000.0,155953000.0,195691000.0,5430000.0,90614000.0,2716792000.0,594455000.0,118154000.0,2004183000.0,2996000.0,65339000.0,2677374000.0,-37642000.0,2715016000.0,870349000.0,310381000.0,559968000.0,7158000.0,552810000.0,2023-03-31
