Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
80363746.0,80363746.0,3500000.0,11400000.0,2429700000.0,2441100000.0,1032400000.0,2429700000.0,0.0,2429700000.0,2429700000.0,2429700000.0,2429700000.0,1626100000.0,,,803600000.0,803600000.0,848300000.0,73500000.0,1100000.0,,67100000.0,0.0,0.0,0.0,5300000.0,774800000.0,22900000.0,,11400000.0,,11400000.0,,4600000.0,664200000.0,,,235300000.0,428900000.0,3278000000.0,1470700000.0,15300000.0,,,897700000.0,897700000.0,,,557700000.0,,557700000.0,200000.0,557500000.0,,,,,1807200000.0,62900000.0,,,,,749500000.0,,,,,400000.0,162400000.0,,,832000000.0,824100000.0,7900000.0,,,2024-03-31
80363746.0,80363746.0,,100000.0,2519900000.0,2520000000.0,1151700000.0,2519900000.0,0.0,2519900000.0,2519900000.0,2519900000.0,2519900000.0,1716300000.0,,,803600000.0,803600000.0,902200000.0,77800000.0,1700000.0,,70300000.0,0.0,0.0,0.0,5800000.0,824400000.0,17000000.0,,100000.0,,100000.0,,1000000.0,721300000.0,,,241900000.0,479400000.0,3422100000.0,1446100000.0,13100000.0,,,863700000.0,863700000.0,,,569100000.0,,569100000.0,5600000.0,563500000.0,,,,,1976100000.0,58200000.0,,,,,732400000.0,,,,,400000.0,216700000.0,,,968400000.0,857400000.0,111000000.0,,,2023-09-30
80363746.0,80363746.0,,3386000.0,2453526000.0,2456904000.0,1097399000.0,2453526000.0,8000.0,2453526000.0,2453526000.0,2453526000.0,2453526000.0,1649900000.0,956462000.0,281688000.0,803637000.0,803637000.0,968806000.0,76622000.0,1700000.0,5285000.0,69629000.0,8000.0,8000.0,0.0,5300000.0,892184000.0,2322000.0,244917000.0,3378000.0,0.0,3378000.0,897000.0,900000.0,576936000.0,18876000.0,10459000.0,6024000.0,541577000.0,3422332000.0,1432749000.0,613000.0,12498000.0,43000.0,835608000.0,33272000.0,802336000.0,0.0,583696000.0,-392611000.0,976307000.0,39272000.0,544400000.0,642920000.0,177853000.0,116262000.0,0.0,1989583000.0,2000.0,0.0,15000.0,10459000.0,101317000.0,832831000.0,1000.0,69002000.0,63233000.0,700595000.0,920000.0,134049000.0,-353000.0,134402000.0,909990000.0,903422000.0,6568000.0,4012000.0,2556000.0,2023-03-31
