Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
140510691.0,140510691.0,13073750000.0,19333220000.0,6220770000.0,25445550000.0,15510380000.0,6220770000.0,154210000.0,6266540000.0,19242240000.0,6294340000.0,27800000.0,6266540000.0,6126030000.0,,,140510000.0,140510000.0,78439100000.0,13316090000.0,,,,13097970000.0,122270000.0,12975700000.0,218120000.0,65123010000.0,49982250000.0,6235250000.0,31940000.0,6203310000.0,,14310000.0,7970250000.0,,53560000.0,7916690000.0,84733440000.0,4100050000.0,104080000.0,,1701820000.0,,586490000.0,586490000.0,315310000.0,45770000.0,16760000.0,29010000.0,821400000.0,,821400000.0,147090000.0,674310000.0,,,,80633390000.0,8688400000.0,253330000.0,,,61489470000.0,,,,1683850000.0,342120000.0,,,8176220000.0,2070960000.0,6105260000.0,,,2024-03-31
140510691.0,140510691.0,3228860000.0,11329470000.0,5841750000.0,17073800000.0,11047460000.0,5841750000.0,139790000.0,5884120000.0,14390810000.0,5910980000.0,26860000.0,5884120000.0,5743610000.0,,,140510000.0,140510000.0,64022380000.0,8806640000.0,,,,8616860000.0,110170000.0,8506690000.0,189780000.0,55215740000.0,41224070000.0,2712610000.0,29620000.0,2682990000.0,,12510000.0,9106690000.0,,260000.0,9106430000.0,69933360000.0,3670160000.0,90500000.0,,1311760000.0,,513490000.0,513490000.0,582470000.0,42370000.0,7730000.0,34640000.0,689480000.0,,689480000.0,0.0,689480000.0,,,,66263200000.0,7093150000.0,,,,48855610000.0,,,,677020000.0,160000000.0,,,9477420000.0,1516600000.0,7960820000.0,,,2023-09-30
140510691.0,140510691.0,11571070000.0,17242580000.0,428940000.0,17572880000.0,10427910000.0,428940000.0,145090000.0,475390000.0,13463320000.0,501780000.0,26390000.0,475390000.0,,-5137000000.0,4930280000.0,124850000.0,124850000.0,59489500000.0,13263180000.0,0.0,156690000.0,0.0,13106490000.0,118560000.0,12987930000.0,,46226320000.0,,4136090000.0,26530000.0,4109560000.0,10430000.0,,11450040000.0,1321220000.0,63320000.0,10065500000.0,59991280000.0,3337050000.0,,251010000.0,1220290000.0,0.0,720000.0,720000.0,584730000.0,46450000.0,2530000.0,43920000.0,729130000.0,-1089290000.0,1818420000.0,3800000.0,,1527920000.0,286700000.0,0.0,56654230000.0,153810000.0,,861020000.0,4708960000.0,44057850000.0,-224180000.0,359130000.0,43922900000.0,730360000.0,283030000.0,-1260000.0,284290000.0,5859200000.0,332780000.0,5526420000.0,2670020000.0,2856400000.0,2023-03-31
