Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,84652030.0,84652030.0,2441392000.0,2807705000.0,5336694000.0,8165076000.0,2021764000.0,5336694000.0,5918000.0,5363289000.0,6584152000.0,5363289000.0,5363289000.0,5278637000.0,,,84652000.0,84652000.0,4977637000.0,1660453000.0,,427989000.0,1220863000.0,0.0,1220863000.0,11601000.0,3317184000.0,48295000.0,1586842000.0,5918000.0,1580924000.0,,10304000.0,1513227000.0,,,1513227000.0,10340926000.0,5001978000.0,138712000.0,,187966000.0,187966000.0,,,26595000.0,,4648705000.0,,4648705000.0,302717000.0,4345988000.0,,,,,5338948000.0,227545000.0,,,2336978000.0,,,,,,17282000.0,2362332000.0,,,394811000.0,34416000.0,360395000.0,,,2024-03-31
,84652030.0,84652030.0,2427837000.0,2766852000.0,4772573000.0,7545711000.0,1588944000.0,4772573000.0,10688000.0,4789547000.0,5926771000.0,4789547000.0,4789547000.0,4704895000.0,,,84652000.0,84652000.0,4981162000.0,1566821000.0,,415065000.0,1138094000.0,870000.0,1137224000.0,13662000.0,3414341000.0,49842000.0,1628758000.0,9818000.0,1618940000.0,,10103000.0,1591976000.0,,,1591976000.0,9770709000.0,4767424000.0,94235000.0,,179409000.0,179409000.0,,,16974000.0,,4476806000.0,,4476806000.0,428610000.0,4048196000.0,,,,,5003285000.0,245956000.0,,,2774413000.0,,,,,,53427000.0,1543882000.0,,,385607000.0,57280000.0,328327000.0,,,2023-09-30
,84652030.0,84652030.0,2451356000.0,2540669000.0,4590596000.0,7130386000.0,1557351000.0,4590596000.0,15535000.0,4605252000.0,5816585000.0,4605252000.0,4605252000.0,4520600000.0,2876488000.0,713684000.0,84652000.0,84652000.0,4190849000.0,1641714000.0,14045000.0,410200000.0,1217469000.0,6136000.0,1211333000.0,14045000.0,2549135000.0,15248000.0,1323200000.0,9399000.0,1313801000.0,10420000.0,10420000.0,1188739000.0,56341000.0,918000.0,1131480000.0,8796101000.0,4689615000.0,56104000.0,106954000.0,181431000.0,181431000.0,105220000.0,105220000.0,14656000.0,14656000.0,4437424000.0,-1601670000.0,6039094000.0,331905000.0,119261000.0,4237987000.0,1307811000.0,42130000.0,0.0,4106486000.0,189697000.0,918000.0,134717000.0,2234994000.0,5570000.0,383826000.0,1059022000.0,786576000.0,13401000.0,165216000.0,1483462000.0,-1049000.0,1484511000.0,73778000.0,66930000.0,73778000.0,700000.0,73078000.0,2023-03-31
