Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current,Other Inventories
253704218.0,253704218.0,11785900000.0,14383600000.0,60990100000.0,77196900000.0,31832600000.0,60990100000.0,508600000.0,63321900000.0,69126000000.0,77270000000.0,13948100000.0,63321900000.0,63068200000.0,,,253700000.0,253700000.0,33742800000.0,10186400000.0,9900000.0,,,,3104700000.0,6203400000.0,399300000.0,5804100000.0,868400000.0,23556400000.0,1222300000.0,,8180200000.0,109300000.0,8070900000.0,,2445600000.0,8192200000.0,,,431400000.0,7760800000.0,111012800000.0,55623800000.0,1836000000.0,,42300000.0,2325200000.0,2325200000.0,,1570200000.0,,,,2331800000.0,1426000000.0,905800000.0,46631000000.0,,46631000000.0,3235900000.0,43395100000.0,,,,,55389000000.0,4363600000.0,33500000.0,,,24713100000.0,,,,94000000.0,0.0,16865100000.0,,,9319700000.0,7230600000.0,2089100000.0,,,2024-03-31,,
253704218.0,253704218.0,15190700000.0,19874600000.0,59021600000.0,81017300000.0,30333100000.0,59021600000.0,344600000.0,61487300000.0,68521800000.0,75608100000.0,14120800000.0,61487300000.0,61233600000.0,,,253700000.0,253700000.0,38229900000.0,11366900000.0,2000000.0,,,,3140500000.0,7275300000.0,240800000.0,7034500000.0,940400000.0,26863000000.0,1431300000.0,,12599300000.0,103800000.0,12495500000.0,,1661600000.0,8425700000.0,,,475000000.0,7950700000.0,113838000000.0,56641900000.0,2339400000.0,,95400000.0,3451100000.0,3451100000.0,,1267500000.0,,1267500000.0,,2465700000.0,1560000000.0,905700000.0,46084000000.0,,46084000000.0,2667400000.0,43416600000.0,,,,,57196100000.0,4620300000.0,33800000.0,,,24519900000.0,,,,49300000.0,,17600100000.0,,,10372700000.0,6033400000.0,4339300000.0,,,2023-09-30,,
253704218.0,253704218.0,1996800000.0,14812700000.0,56447900000.0,72995500000.0,33834500000.0,56447900000.0,237400000.0,58420200000.0,64938000000.0,59153200000.0,733000000.0,58420200000.0,-271300000.0,44040100000.0,967800000.0,253700000.0,253700000.0,27111100000.0,9052900000.0,2800000.0,0.0,0.0,2800000.0,1891600000.0,6688600000.0,170800000.0,6517800000.0,469900000.0,18058200000.0,690200000.0,227600000.0,8124100000.0,66600000.0,8057500000.0,781700000.0,1888000000.0,6520800000.0,915900000.0,14000000.0,340300000.0,5250600000.0,86264300000.0,34371600000.0,3100000.0,1152300000.0,35700000.0,254100000.0,253700000.0,400000.0,2772500000.0,1304000000.0,1298100000.0,1468500000.0,1972300000.0,1590900000.0,381400000.0,26945800000.0,-14306200000.0,41252000000.0,1221700000.0,2031600000.0,27671400000.0,8182500000.0,2144800000.0,0.0,51892700000.0,60500000.0,0.0,124000000.0,661800000.0,17433700000.0,6563500000.0,3269300000.0,7600900000.0,1399700000.0,571200000.0,9890200000.0,-6800000.0,9897000000.0,21751600000.0,9173100000.0,12578500000.0,11661700000.0,916800000.0,2023-03-31,,
