Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
70209246.0,70209246.0,263310000.0,2769320000.0,4717420000.0,1582200000.0,2769320000.0,263310000.0,4717420000.0,4717420000.0,4813340000.0,95920000.0,4717420000.0,4366370000.0,,,351050000.0,351050000.0,3692500000.0,497930000.0,,,85750000.0,152660000.0,152660000.0,179810000.0,3194570000.0,135300000.0,,110650000.0,110650000.0,0.0,,119000000.0,441990000.0,,15960000.0,426030000.0,8505840000.0,3729070000.0,36150000.0,,140870000.0,245040000.0,245040000.0,1948100000.0,656320000.0,1291780000.0,546740000.0,,546740000.0,546740000.0,,,,4776770000.0,325290000.0,,,,,1786250000.0,,,2665230000.0,2155960000.0,509270000.0,,,2024-03-31
68859212.0,68859212.0,313650000.0,2078380000.0,4084740000.0,610010000.0,2078380000.0,312880000.0,4083970000.0,4083970000.0,4166370000.0,82400000.0,4083970000.0,643220000.0,2831790000.0,745860000.0,344300000.0,344300000.0,3859820000.0,531320000.0,67280000.0,179740000.0,116180000.0,168120000.0,168120000.0,,3328500000.0,182430000.0,8580000.0,145530000.0,144760000.0,770000.0,73620000.0,67360000.0,547360000.0,138190000.0,,409170000.0,8026190000.0,4087680000.0,,118840000.0,129980000.0,469440000.0,469440000.0,2005590000.0,718940000.0,1286650000.0,568360000.0,-960180000.0,1528540000.0,17260000.0,511770000.0,999510000.0,0.0,3938510000.0,,0.0,154780000.0,464880000.0,345320000.0,2222630000.0,-172430000.0,2395060000.0,750900000.0,550570000.0,200330000.0,0.0,200330000.0,2023-09-30
68859212.0,68859212.0,306790000.0,2594100000.0,3766880000.0,1635990000.0,2594100000.0,306020000.0,3766110000.0,3766110000.0,3836720000.0,70610000.0,3766110000.0,413360000.0,2748150000.0,745860000.0,344300000.0,344300000.0,3220440000.0,435080000.0,73360000.0,142340000.0,32480000.0,186900000.0,186900000.0,,2785360000.0,115740000.0,430000.0,119890000.0,119120000.0,770000.0,64890000.0,56050000.0,573700000.0,209420000.0,,364280000.0,7057160000.0,2635810000.0,,105930000.0,91300000.0,56810000.0,56810000.0,1172010000.0,417700000.0,754310000.0,542890000.0,-846700000.0,1389590000.0,17260000.0,478100000.0,894230000.0,0.0,4421350000.0,,0.0,949020000.0,342140000.0,251320000.0,1271570000.0,-156120000.0,1427690000.0,1607300000.0,1067860000.0,539440000.0,26000000.0,513440000.0,2023-03-31
