Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
91935000.0,91935000.0,5556800000.0,5642800000.0,12447300000.0,18439800000.0,5251800000.0,12447300000.0,18600000.0,12815600000.0,15568900000.0,12819658000.0,4058000.0,12815600000.0,11896200000.0,,,919400000.0,919400000.0,11503942000.0,3548542000.0,-58000.0,,,757100000.0,2762400000.0,9100000.0,2753300000.0,27400000.0,7955400000.0,515500000.0,2880400000.0,9500000.0,2870900000.0,,29500000.0,4266700000.0,,,11800000.0,4254900000.0,24323600000.0,11116400000.0,197000000.0,,199700000.0,,368300000.0,368300000.0,10351400000.0,,10351400000.0,2252300000.0,8099100000.0,,,,,13207200000.0,1092700000.0,,,4858900000.0,,,,,2400000.0,7045500000.0,,,207700000.0,140300000.0,67400000.0,,,2024-03-31
91935000.0,91935000.0,5744500000.0,5891000000.0,12082300000.0,17966100000.0,5053000000.0,12082300000.0,19300000.0,12094400000.0,14215400000.0,12098045000.0,3645000.0,12094400000.0,11175000000.0,,,919400000.0,919400000.0,11420255000.0,3092255000.0,-45000.0,,,730000000.0,2126200000.0,5200000.0,2121000000.0,83200000.0,8328000000.0,428000000.0,3764800000.0,14100000.0,3750700000.0,,48700000.0,4086500000.0,,,,4086500000.0,23518300000.0,10137300000.0,211000000.0,,185100000.0,,12100000.0,,9729100000.0,,9729100000.0,3047300000.0,6681800000.0,,,,,13381000000.0,943100000.0,,,5152300000.0,,,,,,7035700000.0,,,249900000.0,122700000.0,127200000.0,,,2023-09-30
92600000.0,92600000.0,5981363000.0,6089145000.0,11916455000.0,17989539000.0,5593710000.0,11916455000.0,23953000.0,11924347000.0,13971120000.0,11926680000.0,2333000.0,11924347000.0,10998300000.0,10205349000.0,36198000.0,926000000.0,926000000.0,12287302000.0,2957522000.0,-33000.0,122661000.0,1699000.0,709681000.0,2050804000.0,4031000.0,2046773000.0,72677000.0,9329780000.0,445200000.0,4038341000.0,19922000.0,4018419000.0,43673000.0,43700000.0,5247766000.0,408421000.0,5769000.0,30916000.0,4802660000.0,24213982000.0,9290493000.0,236700000.0,236726000.0,187992000.0,187992000.0,7892000.0,7892000.0,8857883000.0,-5259570000.0,14117453000.0,2103503000.0,21864000.0,9123509000.0,1930912000.0,937665000.0,0.0,14923490000.0,900500000.0,5769000.0,848956000.0,5162910000.0,47807000.0,1265324000.0,1728174000.0,2121605000.0,173634000.0,8648392000.0,-39562000.0,8687954000.0,83829000.0,122100000.0,83829000.0,8795000.0,75034000.0,2023-03-31
