Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.259784,13267000.0,8095000.0,2047000.0,31639000.0,13267000.0,11220000.0,-284000.0,284000.0,8095000.0,8085000.0,36609000.0,,,,,8085000.0,8085000.0,0.0,8085000.0,8085000.0,-10000.0,8095000.0,2841000.0,10936000.0,5142000.0,-284000.0,284000.0,6078000.0,4970000.0,2923000.0,2047000.0,470000.0,1577000.0,11048000.0,31639000.0,42687000.0,42687000.0,2024-03-31
0.0,0.274649,11110000.0,6349000.0,2047000.0,29939000.0,11110000.0,9063000.0,-310000.0,310000.0,6349000.0,6342000.0,35478000.0,12684000.0,12684000.0,0.5,0.5,6342000.0,6342000.0,0.0,6342000.0,6342000.0,-7000.0,6349000.0,2404000.0,8753000.0,4632000.0,-310000.0,310000.0,4431000.0,5539000.0,3492000.0,2047000.0,470000.0,1577000.0,9970000.0,29939000.0,39909000.0,39909000.0,2023-12-31
0.0,0.267938,11668000.0,7142000.0,1577000.0,31363000.0,11668000.0,10091000.0,-335000.0,335000.0,7142000.0,7269000.0,37472000.0,12532759.0,12532759.0,0.58,0.58,7269000.0,7269000.0,0.0,7269000.0,7269000.0,127000.0,7142000.0,2614000.0,9756000.0,4663000.0,-335000.0,335000.0,5428000.0,6109000.0,4532000.0,1577000.0,,1577000.0,11537000.0,31363000.0,42900000.0,42900000.0,2023-09-30
0.0,0.311745,9053000.0,4899000.0,1577000.0,26404000.0,9053000.0,7476000.0,-358000.0,358000.0,4899000.0,5166000.0,32006000.0,12600000.0,12600000.0,0.41,0.41,5166000.0,5166000.0,0.0,5166000.0,5166000.0,267000.0,4899000.0,2219000.0,7118000.0,3742000.0,-358000.0,358000.0,3734000.0,5602000.0,4025000.0,1577000.0,,1577000.0,9336000.0,26404000.0,35740000.0,35740000.0,2023-06-30
0.0,0.058352,11485000.0,7052000.0,3462000.0,14717000.0,11485000.0,8023000.0,2888000.0,534000.0,7052000.0,8364000.0,28619000.0,,,,,8364000.0,8364000.0,0.0,8364000.0,8364000.0,1312000.0,7052000.0,437000.0,7489000.0,-3003000.0,2888000.0,534000.0,2704000.0,13902000.0,-4728000.0,3462000.0,,1581000.0,16606000.0,14717000.0,31323000.0,31323000.0,2023-03-31
,,,,,,,,,,,,,12548718.0,12548718.0,0.39,0.39,,,,,,,,,,,,,,,,,470000.0,,,,,,2022-12-31
0.0,0.270569,13592000.0,7775000.0,2463000.0,42643000.0,13592000.0,11129000.0,-470000.0,470000.0,7775000.0,7762000.0,49019000.0,12519355.0,12519355.0,0.62,0.62,7762000.0,7762000.0,0.0,7762000.0,7762000.0,-13000.0,7775000.0,2884000.0,10659000.0,4400000.0,-470000.0,470000.0,6729000.0,6376000.0,3913000.0,2463000.0,,2463000.0,13105000.0,42643000.0,55748000.0,55748000.0,2024-06-30 00:00:00
