Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Equity Interest,Available For Sale Securities
190238329.0,190238329.0,6052000.0,10738000.0,3179983000.0,3190721000.0,3031150000.0,3179983000.0,3179983000.0,3190721000.0,3179983000.0,3179983000.0,1022794000.0,1111476000.0,951192000.0,951192000.0,91575000.0,77073000.0,357000.0,6592000.0,10738000.0,10738000.0,56825000.0,14502000.0,,,14502000.0,,155000.0,14347000.0,3271558000.0,225904000.0,33088000.0,573000.0,8459000.0,175730000.0,175730000.0,0.0,0.0,,1189000.0,6865000.0,-9688000.0,16553000.0,763000.0,8197000.0,7593000.0,0.0,3045652000.0,155000.0,3159000.0,137202000.0,2197825000.0,0.0,686533000.0,0.0,686533000.0,20778000.0,16092000.0,4686000.0,210000.0,4476000.0,2024-03-31,,
190238329.0,190238329.0,9069000.0,10000000.0,2530033000.0,2540033000.0,2573799000.0,2530033000.0,2530033000.0,2540033000.0,2530033000.0,2530033000.0,502871000.0,1111476000.0,951192000.0,951192000.0,416845000.0,407067000.0,819000.0,5244000.0,10000000.0,10000000.0,389775000.0,9778000.0,9475000.0,9475000.0,9778000.0,9475000.0,155000.0,148000.0,2946878000.0,363302000.0,8815000.0,0.0,92319000.0,162713000.0,162713000.0,90000000.0,90000000.0,0.0,1189000.0,8266000.0,-8031000.0,16297000.0,763000.0,7941000.0,7593000.0,0.0,2583577000.0,155000.0,3002000.0,148360000.0,2155487000.0,0.0,179550000.0,0.0,179550000.0,97023000.0,96092000.0,931000.0,0.0,931000.0,2023-03-31,,
190238329.0,190238329.0,,10000000.0,3085124000.0,3095124000.0,2398562000.0,3085124000.0,3085124000.0,3095124000.0,3085124000.0,3085124000.0,,,951192000.0,951192000.0,612679000.0,424795000.0,539000.0,,10000000.0,10000000.0,411863000.0,187884000.0,,,187884000.0,,,187884000.0,3697803000.0,1111357000.0,727749000.0,,96670000.0,278109000.0,,,,,1189000.0,7640000.0,,,,,,,2586446000.0,,,132901000.0,2381268000.0,0.0,0.0,,,72277000.0,155000.0,72122000.0,,,2023-09-30 00:00:00,2133932000.0,278109000.0
