Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.269954,10820000000.0,183600000.0,22474800000.0,46461500000.0,68936300000.0,10820000000.0,10820000000.0,,,,,10820000000.0,10820000000.0,10820000000.0,-600000.0,10820600000.0,10820600000.0,4001200000.0,14821800000.0,247700000.0,3424800000.0,1147000000.0,183600000.0,183600000.0,22525300000.0,22525300000.0,2024-03-31
0.0,0.197838,11665200000.0,183100000.0,21053300000.0,46459200000.0,67512500000.0,11665200000.0,11665200000.0,549985856.0,549985856.0,21.21,21.21,11665200000.0,11665200000.0,11665200000.0,-800000.0,11666000000.0,11666000000.0,2877200000.0,14543200000.0,140000000.0,2406000000.0,720800000.0,183100000.0,183100000.0,21307500000.0,21307500000.0,2023-12-31
0.0,0.19634,11917700000.0,131600000.0,21127200000.0,45999100000.0,67126300000.0,11917700000.0,11917700000.0,549963083.0,549963083.0,21.67,21.67,11917700000.0,11917700000.0,11917700000.0,-900000.0,11918600000.0,11918600000.0,2911800000.0,14830400000.0,220600000.0,2307600000.0,702400000.0,131600000.0,131600000.0,21330100000.0,21330100000.0,2023-09-30
0.0,0.198069,13189200000.0,194000000.0,22166900000.0,44931100000.0,67098000000.0,13189200000.0,13189200000.0,550008340.0,550008340.0,23.98,23.98,13189200000.0,13189200000.0,13189200000.0,1200000.0,13190400000.0,13190400000.0,3257900000.0,16448300000.0,264600000.0,2345200000.0,724800000.0,194000000.0,194000000.0,22401600000.0,22401600000.0,2023-06-30
0.0,0.180271,11907800000.0,194100000.0,20109700000.0,43775100000.0,63884800000.0,11907800000.0,11907800000.0,,,,,11907800000.0,11907800000.0,11907800000.0,-7200000.0,11908700000.0,11908700000.0,2618900000.0,14527600000.0,2463500000.0,2351100000.0,-236000000.0,194100000.0,194100000.0,21794200000.0,21794200000.0,2023-03-31
,,,,,,,,,549821429.0,549821429.0,8.4,8.4,,,,,,,,,,,,,,,,2022-12-31
0.0,0.201208,13063000000.0,225000000.0,19973700000.0,47493200000.0,67466900000.0,13063000000.0,13063000000.0,550063000.0,550063000.0,2375.0,2375.0,13063000000.0,13063000000.0,13063000000.0,-1000000.0,13064000000.0,13064000000.0,3290700000.0,16354700000.0,273200000.0,2548100000.0,712600000.0,225000000.0,225000000.0,20311000000.0,20311000000.0,2024-06-30 00:00:00
