Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Non Current Deferred Taxes Assets
598065003.0,598065003.0,27283476000.0,30036897000.0,-30028929000.0,7968000.0,-36178814000.0,-30028929000.0,-30028929000.0,-29919817000.0,-30028949000.0,-20000.0,-30028929000.0,-30626994000.0,,,598065000.0,598065000.0,41759360000.0,877698000.0,,0.0,109112000.0,109112000.0,67528000.0,40881662000.0,180151000.0,,29927785000.0,29927785000.0,,65023000.0,10529526000.0,,10529526000.0,11730411000.0,7027563000.0,34550000.0,,49597000.0,49597000.0,,,6943416000.0,,6943416000.0,1851000.0,6941565000.0,,,,,4702848000.0,768566000.0,,,623404000.0,,,,,,25383000.0,290173000.0,,,2995322000.0,241901000.0,2753421000.0,,2023-09-30,,
598065003.0,598065003.0,28239199000.0,28419185000.0,-20697727000.0,7721458000.0,-33344523000.0,-20697727000.0,-20697727000.0,-20576421000.0,-20697747000.0,-20000.0,-20697727000.0,-21308549000.0,-38878348000.0,10961935000.0,598065000.0,598065000.0,40115881000.0,925853000.0,58528000.0,47713000.0,121306000.0,121306000.0,58528000.0,39190028000.0,47000.0,34367000.0,28297879000.0,28297879000.0,59822000.0,59822000.0,10750352000.0,293435000.0,10456917000.0,19418134000.0,13572629000.0,,45141000.0,0.0,45141000.0,0.0,0.0,13527488000.0,-14607434000.0,28134922000.0,77668000.0,13214000.0,15153917000.0,1287346000.0,11602777000.0,0.0,5845505000.0,719345000.0,224086000.0,748751000.0,722162000.0,211000.0,524787000.0,49989000.0,147175000.0,1141000.0,24353000.0,3969379000.0,-693701000.0,4663080000.0,179986000.0,230280000.0,179986000.0,179986000.0,2023-03-31,,
598065003.0,598065003.0,32508388000.0,32610093000.0,-33521009000.0,-910916000.0,-39654786000.0,-33521009000.0,-33521009000.0,-33521009000.0,-33521031000.0,-22000.0,-33521009000.0,,-51718276000.0,10961935000.0,598065000.0,598065000.0,47321977000.0,696707000.0,6156000.0,0.0,0.0,0.0,,46625270000.0,5631000.0,0.0,32610093000.0,32610093000.0,18484000.0,,13835070000.0,241554000.0,13593516000.0,13800946000.0,6830462000.0,,48060000.0,0.0,,0.0,0.0,6700250000.0,-21213764000.0,27914014000.0,76800000.0,13214000.0,15164377000.0,1287346000.0,11372277000.0,0.0,6970484000.0,17406000.0,200312000.0,1601143000.0,654336000.0,304000.0,421875000.0,44590000.0,187567000.0,2987000.0,,4392595000.0,-772413000.0,5165008000.0,101705000.0,,101705000.0,101705000.0,2024-03-31 00:00:00,0.0,82152000.0
