Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
266280000.0,266280000.0,455305000.0,457633000.0,774960000.0,1232593000.0,569451000.0,774960000.0,774960000.0,775069000.0,774960000.0,774960000.0,597440000.0,177520000.0,177520000.0,789728000.0,6895000.0,109000.0,109000.0,6786000.0,782833000.0,54400000.0,457524000.0,457524000.0,614000.0,239664000.0,1672000.0,237992000.0,1564688000.0,212404000.0,999000.0,18808000.0,18808000.0,13300000.0,179297000.0,179297000.0,35623000.0,143674000.0,1352284000.0,180332000.0,488339000.0,0.0,630413000.0,53200000.0,50872000.0,2328000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,
266280000.0,266280000.0,211589000.0,400925000.0,843369000.0,1244294000.0,575821000.0,843369000.0,843369000.0,843487000.0,843369000.0,843369000.0,,532560000.0,532560000.0,681972000.0,8812000.0,118000.0,118000.0,,673160000.0,1530000.0,400807000.0,400807000.0,,253998000.0,,248365000.0,1525341000.0,276360000.0,2455000.0,,,13300000.0,248584000.0,336483000.0,7720000.0,,1248981000.0,,438000000.0,17849000.0,419756000.0,189336000.0,,189336000.0,2024-03-31 00:00:00,309309000.0,0.0,8694000.0,,827000.0,5633000.0,-87899000.0,221776000.0,82069000.0,24918000.0,0.0,45556000.0,138249000.0,59894000.0,75616000.0,302490000.0,235000.0,-4055000.0,423811000.0,189336000.0
266280000.0,266280000.0,206234000.0,220109000.0,740502000.0,960611000.0,451559000.0,740502000.0,740502000.0,762964000.0,740502000.0,740502000.0,,177520000.0,177520000.0,442606000.0,29067000.0,22462000.0,22462000.0,,413539000.0,1623000.0,197647000.0,197647000.0,,201918000.0,,198866000.0,1183108000.0,318010000.0,1168000.0,,,13300000.0,178243000.0,248395000.0,33912000.0,,865098000.0,,416256000.0,11165000.0,359511000.0,25375000.0,11500000.0,13875000.0,2023-03-31 00:00:00,316730000.0,244752000.0,6605000.0,0.0,598000.0,3052000.0,-70152000.0,123723000.0,65842000.0,24918000.0,0.0,2932000.0,49624000.0,46844000.0,84817000.0,284595000.0,235000.0,-1277000.0,360788000.0,13875000.0
