Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Investmentsin Associatesat Cost
62190428.0,62190428.0,,2889000000.0,18150000000.0,20992000000.0,14704000000.0,18150000000.0,83000000.0,18186000000.0,20072000000.0,18239000000.0,53000000.0,18186000000.0,,,3939000000.0,124000000.0,124000000.0,27506000000.0,5957000000.0,2599000000.0,1283000000.0,,0.0,1934000000.0,48000000.0,1886000000.0,128000000.0,21549000000.0,8648000000.0,955000000.0,35000000.0,920000000.0,1152000000.0,10506000000.0,,,223000000.0,10283000000.0,45745000000.0,9492000000.0,,,450000000.0,2036000000.0,2036000000.0,,628000000.0,36000000.0,,689000000.0,,,,,,,,36253000000.0,10541000000.0,0.0,,,359000000.0,,,,19911000000.0,,,5442000000.0,1043000000.0,4399000000.0,,,2024-03-31,
62190428.0,62190428.0,352000000.0,2831000000.0,16749000000.0,19562000000.0,12037000000.0,16749000000.0,52000000.0,16783000000.0,18313000000.0,16782000000.0,-1000000.0,16783000000.0,,,3939000000.0,124000000.0,124000000.0,24498000000.0,4973000000.0,2007000000.0,1232000000.0,,36000000.0,1559000000.0,29000000.0,1530000000.0,129000000.0,19525000000.0,7968000000.0,1272000000.0,23000000.0,1249000000.0,1042000000.0,8998000000.0,,,62000000.0,8936000000.0,41280000000.0,9718000000.0,,,359000000.0,2401000000.0,2401000000.0,,305000000.0,34000000.0,,651000000.0,,,,,,,,31562000000.0,10686000000.0,0.0,,,422000000.0,,,,16642000000.0,,,3812000000.0,1385000000.0,2427000000.0,,,2023-09-30,
62190428.0,62190428.0,326600000.0,2190800000.0,15712500000.0,17881300000.0,7707300000.0,15712500000.0,58400000.0,15748900000.0,16298900000.0,15746300000.0,-2600000.0,15748900000.0,10700000.0,8955200000.0,3939100000.0,124400000.0,124400000.0,25145700000.0,2136200000.0,70000000.0,1343400000.0,70000000.0,10500000.0,582200000.0,32200000.0,550000000.0,130100000.0,23009500000.0,398000000.0,1608600000.0,26200000.0,1582400000.0,530500000.0,11545100000.0,766700000.0,500000.0,81000000.0,10696900000.0,40892000000.0,10175200000.0,22300000.0,414800000.0,371100000.0,168300000.0,125400000.0,42900000.0,414700000.0,36400000.0,36400000.0,718400000.0,-472700000.0,1191100000.0,56300000.0,514500000.0,450200000.0,170100000.0,0.0,30716800000.0,2000000.0,829900000.0,948200000.0,3030200000.0,411300000.0,275300000.0,136000000.0,8615600000.0,15068200000.0,-1293000000.0,16361200000.0,1811400000.0,5600000.0,1805800000.0,206200000.0,1599600000.0,2023-03-31,
