Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.0,18474000.0,0.0,0.0,14549000.0,2995000.0,18474000.0,15479000.0,-930000.0,930000.0,14549000.0,14549000.0,8043000.0,,,,,14549000.0,14549000.0,0.0,14549000.0,,14549000.0,14549000.0,0.0,14549000.0,7316000.0,0.0,-930000.0,930000.0,8461000.0,8043000.0,-1379000.0,2995000.0,2995000.0,16504000.0,16504000.0,2024-03-31
0.0,0.0,4161000.0,0.0,0.0,156000.0,2910000.0,4161000.0,1251000.0,-1095000.0,1095000.0,156000.0,156000.0,20220000.0,38727190.0,38727190.0,0.004028,0.004028,156000.0,156000.0,0.0,156000.0,0.0,156000.0,156000.0,0.0,156000.0,6163000.0,0.0,-1095000.0,1095000.0,-4909000.0,20220000.0,11257000.0,2910000.0,2910000.0,15311000.0,15311000.0,2023-12-31
0.0,0.0,952000.0,0.0,0.0,-3081000.0,2910000.0,952000.0,-1958000.0,-1123000.0,1123000.0,-3081000.0,-3081000.0,23445000.0,38512500.0,38512500.0,-0.08,-0.08,-3081000.0,-3081000.0,0.0,-3081000.0,0.0,-3081000.0,-3081000.0,0.0,-3081000.0,6159000.0,0.0,-1123000.0,1123000.0,-8135000.0,23445000.0,13926000.0,2910000.0,2910000.0,15310000.0,15310000.0,2023-09-30
0.0,0.0,3914000.0,0.0,0.0,-20000.0,2910000.0,3914000.0,1004000.0,-1024000.0,1024000.0,-20000.0,-20000.0,19767000.0,38727190.0,38727190.0,-0.000516,-0.000516,-20000.0,-20000.0,0.0,-20000.0,0.0,-20000.0,-20000.0,0.0,-20000.0,6057000.0,0.0,-1024000.0,1024000.0,-4856000.0,19767000.0,10978000.0,2910000.0,2910000.0,14911000.0,14911000.0,2023-06-30
0.0,0.0,13749000.0,-29229000.0,-29229000.0,-19784000.0,3195000.0,-15480000.0,-18675000.0,905000.0,1109000.0,9445000.0,-19784000.0,6611000.0,,,,,-19784000.0,-19784000.0,0.0,-19784000.0,,-19784000.0,-19784000.0,0.0,-19784000.0,1813000.0,-29229000.0,905000.0,1109000.0,6958000.0,-3350000.0,-27577000.0,3195000.0,3195000.0,13569000.0,13569000.0,2023-03-31
,,,,,,,,,,,,,,39458333.0,39458333.0,-0.12,-0.12,,,,,0.0,,,,,,,,,,,,,,,,2022-12-31
0.0,0.0,6797000.0,0.0,0.0,3111000.0,2817000.0,6797000.0,3980000.0,-869000.0,869000.0,3111000.0,3111000.0,20278000.0,38887500.0,38887500.0,0.08,0.08,3111000.0,3111000.0,0.0,3111000.0,0.0,3111000.0,3111000.0,0.0,3111000.0,7007000.0,0.0,-869000.0,869000.0,-2849000.0,20278000.0,11604000.0,2817000.0,2817000.0,17429000.0,17429000.0,2024-06-30 00:00:00
