Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Other Special Charges
0.0,0.26724,1122736000.0,675619000.0,164626000.0,1800199000.0,1122736000.0,958110000.0,-36090000.0,36090000.0,675619000.0,675619000.0,2945557000.0,,,,,675619000.0,675619000.0,0.0,675619000.0,675619000.0,675619000.0,246401000.0,922020000.0,53570000.0,-36090000.0,36090000.0,904540000.0,1145358000.0,355844000.0,164626000.0,164626000.0,2049898000.0,1800199000.0,3850097000.0,3850097000.0,2024-03-31,,,,
0.0,0.221005,1233661000.0,813902000.0,151438000.0,1785915000.0,1233661000.0,1082223000.0,-37413000.0,37413000.0,813902000.0,813902000.0,2867066000.0,12829477.0,12829477.0,63.44,63.44,813902000.0,813902000.0,0.0,813902000.0,813902000.0,813902000.0,230908000.0,1044810000.0,21006000.0,-37413000.0,37413000.0,1061217000.0,1081151000.0,272447000.0,151438000.0,151438000.0,2142368000.0,1785915000.0,3928283000.0,3928283000.0,2023-12-31,,,,
0.0,0.266018,1405350000.0,892478000.0,145077000.0,1915805000.0,1405350000.0,1260273000.0,-44333000.0,44333000.0,892478000.0,892478000.0,2947691000.0,12830334.0,12830334.0,69.56,69.56,892478000.0,892478000.0,0.0,892478000.0,892478000.0,892478000.0,323462000.0,1215940000.0,30478000.0,-44333000.0,44333000.0,1229795000.0,1031886000.0,197221000.0,145077000.0,145077000.0,2261681000.0,1915805000.0,4177486000.0,4177486000.0,2023-09-30,,,,
0.0,0.2559,989591000.0,618790000.0,135858000.0,1836048000.0,989591000.0,853733000.0,-22138000.0,22138000.0,618790000.0,618790000.0,2796595000.0,12829981.0,12829981.0,48.23,48.23,618790000.0,618790000.0,0.0,618790000.0,618790000.0,618790000.0,212805000.0,831595000.0,20389000.0,-22138000.0,22138000.0,833344000.0,960547000.0,225804000.0,135858000.0,135858000.0,1793891000.0,1836048000.0,3629939000.0,3629939000.0,2023-06-30,,,,
0.0,0.23256,1231411000.0,845439000.0,134699000.0,2086589000.0,1231411000.0,1096712000.0,-27320000.0,-4924000.0,845439000.0,845439000.0,2573504000.0,,,,,845439000.0,845439000.0,0.0,845439000.0,845439000.0,845439000.0,256197000.0,1101636000.0,29089000.0,-27320000.0,-4924000.0,1211907000.0,486915000.0,-435369000.0,134699000.0,122143000.0,1698822000.0,2086589000.0,3785411000.0,3785411000.0,2023-03-31,,,,
,,,,,,,,,,,,,12829987.0,12829987.0,23.81,23.81,,,,,,,,,,,,,,,,,,,,,2022-12-31,,,,
50783721.298193,0.246217,1281668000.0,978727000.0,162799000.0,2130374000.0,1487924000.0,1325125000.0,-26705000.0,26705000.0,823254721.298193,978727000.0,3325218000.0,12830716.0,12830716.0,76.28,76.28,978727000.0,978727000.0,0.0,978727000.0,978727000.0,978727000.0,319693000.0,1298420000.0,48070000.0,-26705000.0,26705000.0,1070799000.0,1194844000.0,300666000.0,162799000.0,162799000.0,2265643000.0,2130374000.0,4396017000.0,4396017000.0,2024-06-30 00:00:00,206256000.0,206256000.0,206256000.0,-206256000.0
