Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.0,1425600000.0,15600000.0,15600000.0,-3093400000.0,393800000.0,1441200000.0,1047400000.0,-4139700000.0,4140800000.0,1100000.0,-3109000000.0,-3093400000.0,2218300000.0,,,,,-3093400000.0,-3093400000.0,0.0,-3093400000.0,-3093400000.0,-3093400000.0,0.0,-3093400000.0,16100000.0,0.0,-4139700000.0,4140800000.0,1100000.0,1014600000.0,2218300000.0,1645200000.0,393800000.0,393800000.0,3232900000.0,3232900000.0,2024-03-31
0.0,0.0,1396600000.0,16600000.0,16600000.0,-3076900000.0,382800000.0,1413200000.0,1030400000.0,-4101000000.0,4107300000.0,6300000.0,-3093500000.0,-3076900000.0,1980100000.0,1959808917.0,1959808917.0,-1.57,-1.57,-3076900000.0,-3076900000.0,0.0,-3076900000.0,-3076900000.0,-3076900000.0,0.0,-3076900000.0,27300000.0,0.0,-4101000000.0,4107300000.0,6300000.0,980200000.0,1980100000.0,1410800000.0,382800000.0,382800000.0,2960300000.0,2960300000.0,2023-12-31
0.0,0.0,1274200000.0,18800000.0,18800000.0,-3102300000.0,363100000.0,1293000000.0,929900000.0,-4031200000.0,4032200000.0,1000000.0,-3121100000.0,-3102300000.0,1976100000.0,1951132075.0,1951132075.0,-1.59,-1.59,-3102300000.0,-3102300000.0,0.0,-3102300000.0,-3102300000.0,-3102300000.0,0.0,-3102300000.0,18000000.0,0.0,-4031200000.0,4032200000.0,1000000.0,892100000.0,1976100000.0,1432600000.0,363100000.0,363100000.0,2868200000.0,2868200000.0,2023-09-30
0.0,0.0,1273100000.0,15300000.0,15300000.0,-3011800000.0,364700000.0,1288400000.0,923700000.0,-3934400000.0,3935500000.0,1100000.0,-3027100000.0,-3011800000.0,1972200000.0,1955714286.0,1955714286.0,-1.54,-1.54,-3011800000.0,-3011800000.0,0.0,-3011800000.0,-3011800000.0,-3011800000.0,0.0,-3011800000.0,24400000.0,,-3934400000.0,3935500000.0,1100000.0,882900000.0,1972200000.0,1447700000.0,364700000.0,364700000.0,2855100000.0,2855100000.0,2023-06-30
0.0,0.0,1231900000.0,73700000.0,73700000.0,-2770700000.0,318700000.0,1305600000.0,986900000.0,-3782000000.0,3757600000.0,5800000.0,-2844400000.0,-2770700000.0,1708000000.0,,,,,-2770700000.0,-2770700000.0,0.0,-2770700000.0,-2770700000.0,-2770700000.0,0.0,-2770700000.0,-29800000.0,60400000.0,-3782000000.0,3757600000.0,5800000.0,969600000.0,-974900000.0,-2356100000.0,318700000.0,316700000.0,2677600000.0,2677600000.0,2023-03-31
,,,,,,,,,,,,,,,1956573427.0,1956573427.0,-1.43,-1.43,,,,,,,,,,0.0,,,,,,,,,,,2022-12-31
0.0,0.0,1388500000.0,15300000.0,15300000.0,-3234000000.0,408800000.0,1403800000.0,995000000.0,-4225800000.0,4229000000.0,3200000.0,-3249300000.0,-3234000000.0,2295200000.0,1960000000.0,1960000000.0,-1.65,-1.65,-3234000000.0,-3234000000.0,0.0,-3234000000.0,-3234000000.0,-3234000000.0,0.0,-3234000000.0,36700000.0,0.0,-4225800000.0,4229000000.0,3200000.0,939800000.0,2295200000.0,1696100000.0,408800000.0,408800000.0,3235000000.0,3235000000.0,2024-06-30 00:00:00
