Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Defined Pension Benefit
465588632.0,465588632.0,62067650000.0,79475300000.0,67890280000.0,146922590000.0,7354030000.0,67890280000.0,4254550000.0,71701840000.0,90291640000.0,71653090000.0,-48750000.0,71701840000.0,70770570000.0,,,931270000.0,931270000.0,121838090000.0,29037000000.0,2896430000.0,7790000.0,,,1690490000.0,22382360000.0,3792560000.0,18589800000.0,1806840000.0,92801090000.0,9154050000.0,57092940000.0,461990000.0,56630950000.0,,1500110000.0,23230260000.0,,,609040000.0,22621220000.0,193491180000.0,93336060000.0,8366130000.0,,,1651640000.0,827400000.0,8267410000.0,,8267410000.0,,639270000.0,639270000.0,0.0,2890000.0,3811560000.0,851710000.0,2959850000.0,69191780000.0,,69191780000.0,9768610000.0,59423170000.0,,,,,100155120000.0,7403020000.0,1148230000.0,,,,32160820000.0,,,,,201330000.0,31671510000.0,,,27570210000.0,14417110000.0,13153100000.0,,,2024-03-31,,
465588632.0,465588632.0,63439950000.0,75037020000.0,66380410000.0,140874700000.0,1500290000.0,66380410000.0,4286030000.0,70123710000.0,83811670000.0,70264000000.0,140290000.0,70123710000.0,69192440000.0,,,931270000.0,931270000.0,119526900000.0,24040280000.0,2463620000.0,12480000.0,,,2168700000.0,17663620000.0,3975660000.0,13687960000.0,1511270000.0,95486620000.0,11402050000.0,57373400000.0,310370000.0,57063030000.0,,891070000.0,24209110000.0,,,667260000.0,23541850000.0,189790900000.0,92803990000.0,5862840000.0,,,1519710000.0,1083860000.0,13816070000.0,,13816070000.0,,617120000.0,617120000.0,0.0,2890000.0,3743300000.0,793630000.0,2949670000.0,65801230000.0,,65801230000.0,7157520000.0,58643710000.0,,,,,96986910000.0,7352300000.0,1243940000.0,,,,33281360000.0,,,,,296010000.0,31926420000.0,,,22886880000.0,15575840000.0,7311040000.0,,,2023-09-30,,
465588632.0,465588632.0,63436200000.0,73132370000.0,63236330000.0,135578590000.0,7251610000.0,63236330000.0,4609040000.0,67055260000.0,84567980000.0,67415980000.0,360720000.0,67055260000.0,37400000.0,51140410000.0,6930890000.0,931270000.0,931270000.0,116425890000.0,33657320000.0,2347850000.0,146080000.0,1684850000.0,5532810000.0,2153270000.0,21674490000.0,4161770000.0,17512720000.0,1411730000.0,82768570000.0,852400000.0,51457880000.0,447270000.0,51010610000.0,1141000000.0,901320000.0,25043120000.0,3005550000.0,38000000.0,486170000.0,21513400000.0,183841870000.0,93821690000.0,93390000.0,6578950000.0,48570000.0,1495300000.0,822170000.0,14601130000.0,1628730000.0,5180200000.0,7792200000.0,586520000.0,586520000.0,0.0,2890000.0,3818930000.0,864210000.0,2954720000.0,64798870000.0,-38804450000.0,103603320000.0,6963860000.0,4712350000.0,74401570000.0,15769020000.0,1756520000.0,0.0,90020180000.0,1134160000.0,1325530000.0,624620000.0,53420000.0,3730660000.0,31262540000.0,380550000.0,11843110000.0,9564130000.0,9474750000.0,172350000.0,30874570000.0,-404200000.0,31278770000.0,20842330000.0,15755200000.0,5087130000.0,160210000.0,4926920000.0,2023-03-31,,
