Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Current Deferred Assets,Cash Equivalents
860769.0,151994358.0,151994358.0,,4511290000.0,34089560000.0,51650260000.0,19390140000.0,34089560000.0,2438100000.0,49577070000.0,49676220000.0,49577070000.0,49577070000.0,48806820000.0,,,,770250000.0,770250000.0,24159110000.0,2317400000.0,44440000.0,,,,18760000.0,1707240000.0,1608090000.0,99150000.0,546960000.0,21841710000.0,3302820000.0,2804050000.0,830010000.0,1974040000.0,,3330660000.0,8685910000.0,,,547290000.0,8138620000.0,73736180000.0,32504330000.0,1413030000.0,,1359640000.0,6064450000.0,,6064450000.0,,15487510000.0,4574950000.0,10912560000.0,7062470000.0,,7062470000.0,335260000.0,6727210000.0,,,,,41231850000.0,4893490000.0,,,,,,16761130000.0,,,19577230000.0,12952080000.0,6625150000.0,,2024-03-31,,
3034360.0,150815640.0,153850000.0,,5549050000.0,28269170000.0,47360120000.0,15917290000.0,28269170000.0,2375530000.0,44186600000.0,45118040000.0,44186600000.0,44186600000.0,43417350000.0,,,,769250000.0,769250000.0,24252490000.0,3065650000.0,25630000.0,,,,,2558470000.0,1627030000.0,931440000.0,481550000.0,21186840000.0,2168380000.0,2990580000.0,748500000.0,2242080000.0,,3245660000.0,7079510000.0,,,653750000.0,6425760000.0,68439090000.0,31334960000.0,1025070000.0,,1310060000.0,5180610000.0,,5180610000.0,,15917430000.0,5052160000.0,10865270000.0,7160300000.0,,7160300000.0,415680000.0,6744620000.0,,,,,37104130000.0,3835970000.0,,,,,389410000.0,15797870000.0,,,17080880000.0,12686160000.0,4394720000.0,,2023-09-30,,
3700358.0,150149642.0,153850000.0,,5898070000.0,26432680000.0,46136920000.0,14655900000.0,26432680000.0,2207500000.0,42446350000.0,43922030000.0,42446350000.0,42446350000.0,2679710000.0,3629210000.0,18878840000.0,1425250000.0,769250000.0,769250000.0,25525860000.0,3455720000.0,34420000.0,413710000.0,,0.0,,3007590000.0,1531910000.0,1475680000.0,,22070140000.0,,2890480000.0,675590000.0,2214890000.0,3239240000.0,,14506180000.0,7374240000.0,3250000.0,601160000.0,6527530000.0,67972210000.0,31246170000.0,,440910000.0,1206730000.0,5072920000.0,3104780000.0,617140000.0,1351000000.0,16013670000.0,5276160000.0,10737510000.0,7653720000.0,-8384370000.0,16038090000.0,861650000.0,,8027140000.0,6010230000.0,1139070000.0,0.0,36726040000.0,,206260000.0,1275110000.0,1619820000.0,7261390000.0,2326910000.0,16295980000.0,-266890000.0,16562870000.0,7740570000.0,3391010000.0,4349560000.0,4349560000.0,2023-06-30,,
3160096.0,149689904.0,152850000.0,,6553630000.0,23295650000.0,43935820000.0,15597940000.0,23295650000.0,2268590000.0,39650780000.0,41708370000.0,39650780000.0,39650780000.0,2292330000.0,2435670000.0,16607360000.0,35750000.0,764250000.0,764250000.0,26540670000.0,6959600000.0,24900000.0,,2888920000.0,22960000.0,,3649790000.0,1592200000.0,2057590000.0,373030000.0,19581070000.0,1013330000.0,2903840000.0,676390000.0,2227450000.0,5489280000.0,4649240000.0,9008100000.0,3021830000.0,3050000.0,294140000.0,5689080000.0,66191450000.0,31012440000.0,720780000.0,474990000.0,1129290000.0,5076750000.0,3085590000.0,735880000.0,1255280000.0,16355130000.0,9171420000.0,7183710000.0,7848690000.0,-8004230000.0,15852920000.0,790530000.0,7058160000.0,7980910000.0,5942370000.0,1139110000.0,0.0,35179010000.0,53320000.0,0.0,1219900000.0,1237780000.0,5885890000.0,1515110000.0,15704640000.0,-188960000.0,15893600000.0,9562370000.0,4892250000.0,4670120000.0,4670120000.0,2023-03-31,,
3462910.0,149387090.0,152850000.0,434910000.0,7302450000.0,22242400000.0,43257580000.0,14521390000.0,22242400000.0,2403550000.0,38358680000.0,40991790000.0,38358580000.0,38358680000.0,2169810000.0,2603900000.0,19408780000.0,35750000.0,764250000.0,764250000.0,30169450000.0,7684290000.0,37540000.0,,,,,4363720000.0,1730610000.0,2633110000.0,372090000.0,22485160000.0,1142590000.0,2938730000.0,672940000.0,2265790000.0,4768360000.0,,9620650000.0,3124640000.0,3060000.0,267070000.0,6225880000.0,68528030000.0,31521480000.0,-260000.0,1331870000.0,1111830000.0,5234540000.0,3115550000.0,717080000.0,1401910000.0,16116280000.0,8886000000.0,7230280000.0,6830310000.0,-7598250000.0,14428560000.0,1254590000.0,,7310450000.0,5508930000.0,354590000.0,0.0,37006550000.0,73690000.0,0.0,418530000.0,1043940000.0,5251890000.0,1483280000.0,17746970000.0,-224840000.0,17971810000.0,10988250000.0,6524260000.0,4463990000.0,4463990000.0,2022-12-31,,
