Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges,Impairment Of Capital Assets
0.0,0.202881,867305000.0,0.0,0.0,477589000.0,189631000.0,5342716000.0,867305000.0,677674000.0,-78530000.0,78530000.0,,477589000.0,477589000.0,7191487000.0,,,,,,477589000.0,477589000.0,0.0,477589000.0,477589000.0,477589000.0,121555000.0,599144000.0,33435000.0,0.0,,-78530000.0,,78530000.0,,633653000.0,1848771000.0,1224568000.0,189631000.0,,189631000.0,,,,,2482424000.0,5342716000.0,7825140000.0,7825140000.0,2024-03-31,,
0.0,0.238014,920565000.0,0.0,0.0,499407000.0,181058000.0,5117998000.0,920565000.0,739507000.0,-84105000.0,84105000.0,,499407000.0,499407000.0,6996542000.0,,197394071.0,197394071.0,2.53,2.53,499407000.0,499407000.0,0.0,499407000.0,499407000.0,499407000.0,155995000.0,655402000.0,14644000.0,0.0,,-84105000.0,,84105000.0,,620103000.0,1878544000.0,1259010000.0,181058000.0,,181058000.0,,,,,2498647000.0,5117998000.0,7616645000.0,7616645000.0,2023-12-31,,
-5377.332746,0.268867,668830000.0,-20000.0,-20000.0,348290000.0,149630000.0,4827990000.0,668810000.0,519170000.0,-39580000.0,42800000.0,3920000.0,348304622.667254,348290000.0,6006260000.0,8490000.0,197142600.0,197142600.0,1.766691,1.766691,348290000.0,348290000.0,0.0,348290000.0,348290000.0,348290000.0,128080000.0,476370000.0,3440000.0,-20000.0,20000.0,-39580000.0,700000.0,42800000.0,3920000.0,487790000.0,1178270000.0,64150000.0,149640000.0,2420000.0,147220000.0,117820000.0,90760000.0,27060000.0,8490000.0,1666060000.0,4827990000.0,6494050000.0,6494050000.0,2023-06-30,,
-567536.535432,0.291044,507829000.0,-1950000.0,-1950000.0,225433000.0,152149000.0,5413354000.0,505879000.0,353730000.0,-16461000.0,35751000.0,,226815463.464568,225433000.0,5054461000.0,,,,,,225433000.0,225433000.0,0.0,225433000.0,225433000.0,225433000.0,92546000.0,317979000.0,-68333000.0,-1950000.0,,-16461000.0,,35751000.0,,373317000.0,-358893000.0,-2806225000.0,152149000.0,,140709000.0,,,,,14424000.0,5413354000.0,5427778000.0,5427778000.0,2023-03-31,,
0.0,0.25241,572366000.0,0.0,0.0,291487000.0,153830000.0,4438956000.0,572366000.0,418536000.0,-28634000.0,28634000.0,,291487000.0,291487000.0,5958684000.0,,197142600.0,197142600.0,1.478559,1.478559,291487000.0,291487000.0,0.0,291487000.0,291487000.0,291487000.0,98415000.0,389902000.0,22421000.0,0.0,,-28634000.0,,28634000.0,,411482000.0,1519728000.0,1015679000.0,153830000.0,,153830000.0,,,,,1931210000.0,4438956000.0,6370166000.0,6370166000.0,2022-12-31,,
0.0,0.251942,1046300000.0,0.0,0.0,568300000.0,202200000.0,5837700000.0,1046300000.0,844100000.0,-84400000.0,84400000.0,,568300000.0,568300000.0,7817900000.0,,197142600.0,197142600.0,2.882685,2.882685,568300000.0,568300000.0,0.0,568300000.0,568300000.0,568300000.0,191400000.0,759700000.0,26600000.0,0.0,,-84400000.0,,84400000.0,,804100000.0,1980200000.0,1303500000.0,202200000.0,,202200000.0,,,,,2784300000.0,5837700000.0,8622000000.0,8622000000.0,2024-06-30 00:00:00,,
