Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
115789500.0,115789500.0,13654130000.0,14093820000.0,-8441360000.0,5213640000.0,-17775620000.0,-8441360000.0,439310000.0,-8440870000.0,-8440870000.0,-8440870000.0,0.0,-8440870000.0,-9598770000.0,,,1157900000.0,1157900000.0,18764350000.0,417590000.0,,404130000.0,404130000.0,13460000.0,18346760000.0,2267650000.0,13689690000.0,35180000.0,13654510000.0,,7080000.0,493560000.0,,493560000.0,10323480000.0,9752540000.0,200000.0,,0.0,150970000.0,150970000.0,,10400000.0,490000.0,,9590480000.0,,9590480000.0,387500000.0,9202980000.0,,,,,571140000.0,173370000.0,,,81610000.0,,,,52570000.0,263590000.0,263210000.0,380000.0,,2024-03-31
115789500.0,115789500.0,13472770000.0,13928680000.0,-8105470000.0,5368160000.0,-17569500000.0,-8105470000.0,455540000.0,-8104980000.0,-8104980000.0,-8104980000.0,0.0,-8104980000.0,-9262880000.0,,,1157900000.0,1157900000.0,18644360000.0,441280000.0,,422230000.0,422230000.0,19050000.0,18203080000.0,2221680000.0,13506450000.0,33310000.0,13473140000.0,,6680000.0,393420000.0,,393420000.0,10539380000.0,9905800000.0,,,0.0,151410000.0,151410000.0,,10350000.0,490000.0,,9743550000.0,,9743550000.0,387500000.0,9356050000.0,,,,,633580000.0,185790000.0,,,149560000.0,,,,85010000.0,213220000.0,212850000.0,370000.0,,2023-09-30
115789500.0,115789500.0,13472760000.0,13944100000.0,-7721480000.0,5752150000.0,-17351380000.0,-7721480000.0,470960000.0,-7720990000.0,-7720990000.0,-7720990000.0,0.0,-7720990000.0,-8878890000.0,-15196870000.0,1645000000.0,1157900000.0,1157900000.0,18397000000.0,466220000.0,26910000.0,439310000.0,439310000.0,26910000.0,17930780000.0,1715930000.0,13504790000.0,31650000.0,13473140000.0,45720000.0,6490000.0,2375730000.0,1952330000.0,423400000.0,10676010000.0,10096610000.0,,71460000.0,0.0,32330000.0,103790000.0,32330000.0,10360000.0,490000.0,490000.0,9981970000.0,-4058210000.0,14040180000.0,387500000.0,379220000.0,10157780000.0,2815550000.0,300130000.0,0.0,579400000.0,222650000.0,21410000.0,78220000.0,77820000.0,0.0,77820000.0,88230000.0,126400000.0,187320000.0,186940000.0,380000.0,380000.0,2023-03-31
