Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Liabilities Heldfor Sale Non Current,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
168879752.0,168879752.0,844800000.0,1952300000.0,3352900000.0,161400000.0,1952300000.0,426300000.0,2934400000.0,2934400000.0,2934400000.0,0.0,2934400000.0,1242100000.0,,,1692300000.0,1692300000.0,3705500000.0,520900000.0,,0.0,,,275600000.0,275600000.0,0.0,245300000.0,3184600000.0,485700000.0,569200000.0,150700000.0,418500000.0,,62300000.0,1048300000.0,,119600000.0,928700000.0,6639900000.0,3293900000.0,128300000.0,,5600000.0,122400000.0,122400000.0,,982100000.0,268100000.0,714000000.0,1529800000.0,,1529800000.0,1529800000.0,,,,,3346000000.0,417400000.0,,,,,91100000.0,1568300000.0,,,1269200000.0,774000000.0,495200000.0,,2024-03-31
168636042.0,168636042.0,1036200000.0,2508300000.0,4689900000.0,468800000.0,2508300000.0,601100000.0,4254800000.0,4254800000.0,4254800000.0,0.0,4254800000.0,2568400000.0,,,1686400000.0,1686400000.0,4076600000.0,629900000.0,,,,,452800000.0,452800000.0,,177100000.0,3446700000.0,445300000.0,583400000.0,148300000.0,435100000.0,,108500000.0,1360000000.0,,135200000.0,1224800000.0,8331400000.0,4415900000.0,163100000.0,,17400000.0,172100000.0,172100000.0,,1746500000.0,502600000.0,1243900000.0,1713900000.0,,1713900000.0,1713900000.0,,,,,3915500000.0,775400000.0,,,,,134900000.0,1157000000.0,,,1848200000.0,1236500000.0,611700000.0,,2023-09-30
168466042.0,168466042.0,993200000.0,2969500000.0,6809900000.0,840700000.0,2969500000.0,611500000.0,6428200000.0,6430900000.0,6428200000.0,0.0,6428200000.0,79400000.0,-4680900000.0,8961800000.0,1684700000.0,1684700000.0,3288500000.0,663300000.0,-800000.0,0.0,0.0,200400000.0,463700000.0,461000000.0,2700000.0,200400000.0,2625200000.0,360500000.0,529500000.0,150500000.0,379000000.0,57900000.0,57900000.0,1578200000.0,730900000.0,135200000.0,712100000.0,9716700000.0,6250790000.0,10000.0,339200000.0,17400000.0,22100000.0,189100000.0,22100000.0,3458700000.0,418100000.0,3040600000.0,1747390000.0,-1665010000.0,3412400000.0,1825500000.0,187700000.0,1399200000.0,0.0,0.0,3465900000.0,346500000.0,0.0,61300000.0,384400000.0,846000000.0,,1221700000.0,-156000000.0,1377700000.0,606000000.0,1002600000.0,606000000.0,606000000.0,2023-03-31
