Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
105753842.0,105753842.0,6588000000.0,47023000000.0,53271000000.0,36932000000.0,47023000000.0,6588000000.0,53271000000.0,53271000000.0,53478000000.0,207000000.0,53271000000.0,53059000000.0,,,212000000.0,212000000.0,31407000000.0,6036000000.0,,,745000000.0,5195000000.0,5195000000.0,83000000.0,25371000000.0,5101000000.0,1393000000.0,1393000000.0,,1540000000.0,14734000000.0,,,617000000.0,14117000000.0,84885000000.0,22582000000.0,2580000000.0,,54000000.0,,3691000000.0,3691000000.0,6248000000.0,213000000.0,6035000000.0,10009000000.0,,10009000000.0,131000000.0,9878000000.0,,,,62303000000.0,12056000000.0,,,,33000000.0,,,21803000000.0,,,28411000000.0,17190000000.0,11221000000.0,,,2024-03-31,
105709642.0,105709642.0,5506000000.0,41560000000.0,47890000000.0,32915000000.0,41560000000.0,5506000000.0,47890000000.0,47890000000.0,48085000000.0,195000000.0,47890000000.0,47679000000.0,,,211000000.0,211000000.0,29021000000.0,5009000000.0,,,470000000.0,4430000000.0,4430000000.0,62000000.0,24012000000.0,4041000000.0,1076000000.0,1076000000.0,,1553000000.0,13592000000.0,,,759000000.0,12833000000.0,77106000000.0,20179000000.0,2084000000.0,,116000000.0,,2918000000.0,2918000000.0,6330000000.0,303000000.0,6027000000.0,8731000000.0,,8731000000.0,1209000000.0,7522000000.0,,,,56927000000.0,6135000000.0,,,,24000000.0,,,27285000000.0,,,23483000000.0,16210000000.0,7273000000.0,,,2023-09-30,
105608142.0,105608142.0,4542000000.0,43106000000.0,49509000000.0,36271000000.0,43106000000.0,4542000000.0,49509000000.0,49509000000.0,49689000000.0,180000000.0,49509000000.0,938000000.0,36244000000.0,11462000000.0,211000000.0,211000000.0,19484000000.0,4345000000.0,165000000.0,0.0,397000000.0,3731000000.0,3731000000.0,52000000.0,15139000000.0,2746000000.0,811000000.0,811000000.0,4026000000.0,1313000000.0,8013000000.0,2339000000.0,4000000.0,1165000000.0,4505000000.0,69173000000.0,17763000000.0,1821000000.0,584000000.0,138000000.0,481000000.0,1752000000.0,1752000000.0,6403000000.0,393000000.0,6010000000.0,6602000000.0,-6459000000.0,13061000000.0,65000000.0,8028000000.0,4390000000.0,578000000.0,0.0,51410000000.0,3952000000.0,331000000.0,4000000.0,1482000000.0,,3972000000.0,313000000.0,17325000000.0,-290000000.0,17615000000.0,27983000000.0,22637000000.0,5346000000.0,2311000000.0,3035000000.0,2023-03-31,
105753842.0,105753842.0,6442000000.0,49971000000.0,56196000000.0,40501000000.0,49971000000.0,6442000000.0,56196000000.0,56196000000.0,56409000000.0,213000000.0,56196000000.0,55984000000.0,,,212000000.0,212000000.0,30062000000.0,6006000000.0,,,718000000.0,5089000000.0,5089000000.0,89000000.0,24056000000.0,4614000000.0,1353000000.0,1353000000.0,,1652000000.0,14802000000.0,,,701000000.0,14101000000.0,86471000000.0,21914000000.0,2632000000.0,,15000000.0,,3289000000.0,3289000000.0,6225000000.0,182000000.0,6043000000.0,9753000000.0,,9753000000.0,60000000.0,9693000000.0,,,,64557000000.0,12985000000.0,,,,65000000.0,,,23089000000.0,,,28418000000.0,19348000000.0,9070000000.0,,,2024-09-30 00:00:00,
