Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
27190884.0,27190884.0,,480800000.0,5790800000.0,5829700000.0,1944900000.0,5790800000.0,480800000.0,5829700000.0,5829700000.0,5829700000.0,5829700000.0,5557800000.0,271900000.0,271900000.0,10742500000.0,1060000000.0,123800000.0,345100000.0,345100000.0,591100000.0,9682500000.0,600300000.0,135700000.0,135700000.0,0.0,360500000.0,7890100000.0,,7890100000.0,16572200000.0,4944800000.0,258500000.0,679300000.0,29300000.0,29300000.0,8700000.0,38900000.0,38900000.0,3759700000.0,3759700000.0,308000000.0,3451700000.0,11627400000.0,495900000.0,6560500000.0,54500000.0,3788300000.0,728200000.0,10000000.0,718200000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,
27190884.0,27190884.0,1716600000.0,2395200000.0,5576700000.0,7624300000.0,1647000000.0,5576700000.0,394900000.0,5624000000.0,5624000000.0,5624000000.0,5624000000.0,5352100000.0,271900000.0,271900000.0,6336400000.0,1225900000.0,139400000.0,378200000.0,378200000.0,708300000.0,5110500000.0,189500000.0,2017000000.0,16700000.0,2000300000.0,166300000.0,2088700000.0,,2088700000.0,11960400000.0,5202900000.0,342700000.0,745000000.0,30900000.0,30900000.0,8800000.0,47300000.0,47300000.0,3874300000.0,3874300000.0,366600000.0,3507700000.0,6757500000.0,216400000.0,4597300000.0,50700000.0,1558200000.0,334900000.0,51200000.0,283700000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,
27190884.0,27190884.0,1210600000.0,1930200000.0,6536900000.0,8022000000.0,2946400000.0,6536900000.0,499900000.0,6591700000.0,6591700000.0,6591700000.0,6591700000.0,6319800000.0,271900000.0,271900000.0,11294200000.0,1251300000.0,155200000.0,370000000.0,370000000.0,726100000.0,10042900000.0,499500000.0,1560200000.0,129900000.0,1430300000.0,196100000.0,7086500000.0,0.0,7086500000.0,17885900000.0,4896600000.0,355800000.0,422700000.0,39800000.0,39800000.0,8900000.0,54800000.0,54800000.0,3874500000.0,3874500000.0,110900000.0,3763600000.0,12989300000.0,812200000.0,8685500000.0,51700000.0,3211800000.0,228100000.0,8400000.0,219700000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,
