Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,-69500000.0,-67100000.0,300000.0,65500000.0,-69500000.0,-69800000.0,-67100000.0,-67100000.0,69800000.0,,,,,-67100000.0,-67100000.0,0.0,-67100000.0,-67100000.0,-67100000.0,,-67000000.0,2800000.0,-69800000.0,4300000.0,4000000.0,300000.0,300000.0,-65500000.0,65500000.0,0.0,0.0,2024-03-31
0.0,0.0,-63500000.0,-36700000.0,1100000.0,53500000.0,-63500000.0,-64600000.0,-36700000.0,-36700000.0,62400000.0,99189189.0,99189189.0,-0.37,-0.37,-36700000.0,-36700000.0,0.0,-36700000.0,-36700000.0,-36700000.0,,-36700000.0,27900000.0,-64600000.0,8900000.0,7800000.0,1100000.0,1100000.0,-55700000.0,53500000.0,-2200000.0,-2200000.0,2023-12-31
0.0,0.0,-56800000.0,-57400000.0,1200000.0,51400000.0,-56800000.0,-58000000.0,-57400000.0,-57400000.0,58000000.0,100701754.0,100701754.0,-0.57,-0.57,-57400000.0,-57400000.0,0.0,-57400000.0,-57400000.0,-57400000.0,0.0,-57400000.0,600000.0,-58000000.0,6600000.0,5400000.0,1200000.0,1200000.0,-51400000.0,51400000.0,0.0,0.0,2023-09-30
0.0,0.107305,1155600000.0,-805300000.0,2000000.0,652600000.0,1155600000.0,1153600000.0,-805300000.0,-805300000.0,677300000.0,,,,,-805300000.0,-805300000.0,0.0,-805300000.0,-805300000.0,-805300000.0,-96800000.0,-902100000.0,-2054500000.0,-677300000.0,24700000.0,-8400000.0,2000000.0,-1600000.0,-652600000.0,652600000.0,0.0,0.0,2023-03-31
0.0,0.060837,-215400000.0,-74100000.0,3000000.0,197100000.0,-215400000.0,-218400000.0,-74100000.0,-74100000.0,218400000.0,105857143.0,105857143.0,-0.7,-0.7,-74100000.0,-74100000.0,0.0,-74100000.0,-74100000.0,-74100000.0,-4800000.0,-78900000.0,139500000.0,-218400000.0,21300000.0,18300000.0,3000000.0,3000000.0,-197100000.0,197100000.0,0.0,0.0,2022-12-31
0.0,0.0,-57600000.0,-52800000.0,200000.0,55500000.0,-57600000.0,-57800000.0,-52800000.0,-52800000.0,57800000.0,100442259.0,100442259.0,-0.53,-0.53,-52800000.0,-52800000.0,0.0,-52800000.0,-52800000.0,-52800000.0,0.0,-52800000.0,5000000.0,-57800000.0,2300000.0,2100000.0,200000.0,200000.0,-55500000.0,55500000.0,0.0,0.0,2024-06-30 00:00:00
0.0,0.0,-54100000.0,-55000000.0,900000.0,54200000.0,-54100000.0,-55000000.0,-55000000.0,-55000000.0,57400000.0,100442259.0,100442259.0,-0.55,-0.55,-55000000.0,-55000000.0,0.0,-55000000.0,-55000000.0,-55000000.0,0.0,-55000000.0,,-55000000.0,3200000.0,2300000.0,900000.0,900000.0,-51800000.0,54200000.0,2400000.0,2400000.0,2023-06-30 00:00:00
