Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Restructuring And Mergern Acquisition
22907563.02521,0.197479,3956000000.0,116000000.0,116000000.0,2237000000.0,846000000.0,13677000000.0,4072000000.0,3226000000.0,-370000000.0,370000000.0,2143907563.02521,2237000000.0,20574000000.0,,,,,2237000000.0,2237000000.0,0.0,2237000000.0,-55000000.0,2292000000.0,2292000000.0,564000000.0,2856000000.0,99000000.0,116000000.0,-370000000.0,370000000.0,3011000000.0,6897000000.0,6051000000.0,846000000.0,846000000.0,9908000000.0,13677000000.0,23585000000.0,23585000000.0,2024-03-31,
0.0,0.175272,4101000000.0,0.0,0.0,2380000000.0,811000000.0,13467000000.0,4101000000.0,3290000000.0,-346000000.0,346000000.0,2380000000.0,2380000000.0,20093000000.0,62532843.0,61610148.0,38.06,38.63,2380000000.0,2380000000.0,0.0,2380000000.0,-48000000.0,2428000000.0,2428000000.0,516000000.0,2944000000.0,150000000.0,0.0,-346000000.0,346000000.0,3140000000.0,6626000000.0,5815000000.0,811000000.0,811000000.0,9766000000.0,13467000000.0,23233000000.0,23233000000.0,2023-12-31,
0.0,0.21936,3498000000.0,0.0,0.0,1810000000.0,772000000.0,14229000000.0,3498000000.0,2726000000.0,-319000000.0,319000000.0,1810000000.0,1810000000.0,20125000000.0,62456867.0,61169314.0,28.98,29.59,1810000000.0,1810000000.0,0.0,1810000000.0,-69000000.0,1879000000.0,1879000000.0,528000000.0,2407000000.0,89000000.0,0.0,-319000000.0,319000000.0,2637000000.0,5896000000.0,5124000000.0,772000000.0,772000000.0,8533000000.0,14229000000.0,22762000000.0,22762000000.0,2023-09-30,
0.0,0.216325,3220000000.0,0.0,0.0,1653000000.0,757000000.0,13790000000.0,3220000000.0,2463000000.0,-221000000.0,221000000.0,1653000000.0,1653000000.0,19907000000.0,62283346.0,61086475.0,26.54,27.06,1653000000.0,1653000000.0,0.0,1653000000.0,-104000000.0,1757000000.0,1757000000.0,485000000.0,2242000000.0,160000000.0,0.0,-221000000.0,221000000.0,2303000000.0,6117000000.0,5360000000.0,757000000.0,757000000.0,8420000000.0,13790000000.0,22210000000.0,22210000000.0,2023-06-30,
0.0,0.245149,2420000000.0,,,1148000000.0,717000000.0,15088000000.0,2420000000.0,1703000000.0,-38000000.0,157000000.0,1148000000.0,1148000000.0,19328000000.0,,,,,1148000000.0,1148000000.0,0.0,1148000000.0,-19000000.0,1167000000.0,1167000000.0,379000000.0,1546000000.0,-516000000.0,,-38000000.0,157000000.0,2372000000.0,4240000000.0,-11216000000.0,717000000.0,-554000000.0,6612000000.0,15088000000.0,21700000000.0,21700000000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,62196784.0,60999733.0,36.69,37.41,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,
-253996091.84172,0.319492,3982000000.0,-795000000.0,-795000000.0,1332000000.0,815000000.0,14242000000.0,3187000000.0,2372000000.0,-325000000.0,325000000.0,1873003908.15828,1332000000.0,21095000000.0,64100096.0,63640707.0,20.78,20.93,1332000000.0,1332000000.0,0.0,1332000000.0,-61000000.0,1393000000.0,1393000000.0,654000000.0,2047000000.0,254000000.0,-795000000.0,-325000000.0,325000000.0,2913000000.0,6853000000.0,6038000000.0,815000000.0,815000000.0,9766000000.0,14242000000.0,24008000000.0,24008000000.0,2024-06-30 00:00:00,795000000.0
