Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
26164304.932735,0.135426,30600000.0,193200000.0,193200000.0,192800000.0,800000.0,10200000.0,223800000.0,223000000.0,0.0,0.0,25764304.932735,192800000.0,19100000.0,,,,,192800000.0,192800000.0,0.0,192800000.0,192800000.0,,192800000.0,30200000.0,223000000.0,38600000.0,193200000.0,,0.0,0.0,-8800000.0,8900000.0,4600000.0,800000.0,800000.0,100000.0,10200000.0,10300000.0,10300000.0,2024-03-31
0.0,0.0,-2100000.0,12500000.0,12500000.0,8400000.0,800000.0,20600000.0,10400000.0,9600000.0,-1200000.0,1200000.0,-4100000.0,8400000.0,29800000.0,33600000.0,33600000.0,0.25,0.25,8400000.0,8400000.0,0.0,8400000.0,8400000.0,,8400000.0,0.0,8400000.0,6300000.0,12500000.0,-12500000.0,-1200000.0,1200000.0,-9200000.0,9200000.0,4800000.0,800000.0,800000.0,0.0,20600000.0,20600000.0,20600000.0,2023-12-31
0.0,0.0,-1700000.0,10100000.0,10100000.0,5800000.0,800000.0,15600000.0,8400000.0,7600000.0,-1800000.0,1800000.0,-4300000.0,5800000.0,25700000.0,32222222.0,32222222.0,0.18,0.18,5800000.0,5800000.0,0.0,5800000.0,5800000.0,,5800000.0,0.0,5800000.0,7500000.0,10100000.0,,-1800000.0,1800000.0,-10000000.0,10100000.0,6000000.0,800000.0,800000.0,100000.0,15600000.0,15700000.0,15700000.0,2023-09-30
0.0,0.0,-1200000.0,8000000.0,8000000.0,4000000.0,800000.0,10700000.0,6800000.0,6000000.0,-2000000.0,2000000.0,-4000000.0,4000000.0,19500000.0,33333333.0,33333333.0,0.12,0.12,4000000.0,4000000.0,0.0,4000000.0,4000000.0,0.0,4000000.0,0.0,4000000.0,6800000.0,8000000.0,-8000000.0,-2000000.0,2000000.0,-8800000.0,8800000.0,4000000.0,800000.0,800000.0,0.0,10700000.0,10700000.0,10700000.0,2023-06-30
197700.0,0.3,-3827000.0,659000.0,659000.0,-24318000.0,830000.0,29136000.0,-3168000.0,-3998000.0,107909000.0,2291000.0,-24779300.0,-24318000.0,-16342000.0,,,,,-24318000.0,-24318000.0,0.0,-24318000.0,-24319000.0,0.0,-24319000.0,18030000.0,-6289000.0,-154913000.0,-832000.0,,107909000.0,2291000.0,40054000.0,-45478000.0,-48336000.0,830000.0,830000.0,-5424000.0,29136000.0,23712000.0,23712000.0,2023-03-31
,,,,,,,,,,,,,,,33039315.0,33039315.0,39.68,39.68,,,,,,0.0,,,,,,-1239500000.0,,,,,,,,,,,,2022-12-31
0.0,0.0,7100000.0,6300000.0,6300000.0,12000000.0,1000000.0,13800000.0,13400000.0,12400000.0,-400000.0,400000.0,5700000.0,12000000.0,26300000.0,33333333.0,33333333.0,0.36,0.36,12000000.0,12000000.0,0.0,12000000.0,12000000.0,,12000000.0,0.0,12000000.0,18500000.0,6300000.0,,-400000.0,400000.0,-12400000.0,12500000.0,7400000.0,1000000.0,1000000.0,100000.0,13800000.0,13900000.0,13900000.0,2024-06-30 00:00:00
