Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.224954,47479000.0,30040000.0,7887000.0,182171000.0,47479000.0,39592000.0,-833000.0,833000.0,30040000.0,30040000.0,281159000.0,,,,,30040000.0,30040000.0,0.0,30040000.0,30040000.0,30040000.0,8719000.0,38759000.0,9364000.0,-833000.0,833000.0,30227000.0,98988000.0,,7887000.0,7887000.0,-55265000.0,-55265000.0,129215000.0,182171000.0,311386000.0,311386000.0,2024-03-31
0.0,0.210233,62963000.0,43036000.0,7688000.0,160852000.0,62963000.0,55275000.0,-783000.0,783000.0,43036000.0,43036000.0,221732000.0,23646154.0,23516940.0,1.82,1.83,43036000.0,43036000.0,0.0,43036000.0,43036000.0,43036000.0,11456000.0,54492000.0,5598000.0,-783000.0,783000.0,49677000.0,60880000.0,,7688000.0,7688000.0,53192000.0,53192000.0,110557000.0,160852000.0,271409000.0,271409000.0,2023-12-31
0.0,0.218269,70643000.0,51484000.0,3927000.0,200938000.0,70643000.0,66716000.0,-857000.0,857000.0,51484000.0,51484000.0,261164000.0,23508676.0,23508676.0,2.19,2.19,51484000.0,51484000.0,0.0,51484000.0,51484000.0,51484000.0,14375000.0,65859000.0,1796000.0,-857000.0,857000.0,64920000.0,60226000.0,56299000.0,3927000.0,3927000.0,,,125146000.0,200938000.0,326084000.0,326084000.0,2023-09-30
0.0,0.222021,46031000.0,31803000.0,3745000.0,162896000.0,46031000.0,42286000.0,-1407000.0,1407000.0,31803000.0,31803000.0,197188000.0,23557778.0,23384559.0,1.35,1.36,31803000.0,31803000.0,0.0,31803000.0,31803000.0,31803000.0,9076000.0,40879000.0,3480000.0,-1407000.0,1407000.0,38806000.0,34292000.0,30547000.0,3745000.0,3745000.0,,,73098000.0,162896000.0,235994000.0,235994000.0,2023-06-30
0.0,0.085415,53406000.0,45518000.0,4834000.0,-248291000.0,53406000.0,48572000.0,9511000.0,-1197000.0,45518000.0,45518000.0,287313000.0,,,,,45518000.0,45518000.0,0.0,45518000.0,45518000.0,45518000.0,4251000.0,49769000.0,-6348000.0,9511000.0,-1197000.0,46111000.0,535604000.0,-55072000.0,4834000.0,4834000.0,,,581715000.0,-248291000.0,333424000.0,333424000.0,2023-03-31
,,,,,,,,,,,,,22418831.0,22418831.0,1.54,1.54,,,,,,,,,,,,,,35202000.0,,,26492000.0,26492000.0,,,,,2022-12-31
0.0,0.27325,88185000.0,55031000.0,11640000.0,277056000.0,88185000.0,76545000.0,-823000.0,823000.0,55031000.0,55031000.0,328964000.0,23618455.0,23517521.0,2.33,2.34,55031000.0,55031000.0,0.0,55031000.0,55031000.0,55031000.0,20691000.0,75722000.0,11957000.0,-823000.0,823000.0,64588000.0,51908000.0,32718000.0,11640000.0,11640000.0,7550000.0,7550000.0,116496000.0,277056000.0,393552000.0,393552000.0,2024-06-30 00:00:00
