Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
22961687.0,22961687.0,5579830000.0,6750674000.0,16173457000.0,23500760000.0,7745750000.0,16173457000.0,,16750086000.0,18023017000.0,17137602000.0,387516000.0,16750086000.0,16520469000.0,,,229617000.0,229617000.0,9786577000.0,2057957000.0,380084000.0,,,92380000.0,1272931000.0,1272931000.0,289676000.0,7728620000.0,627259000.0,,5477743000.0,,5477743000.0,,54313000.0,951858000.0,,31180000.0,920678000.0,26924179000.0,11449809000.0,301374000.0,,3626323000.0,3626323000.0,,,,123515000.0,576629000.0,83104000.0,493525000.0,6821968000.0,,6821968000.0,139080000.0,6682888000.0,,,,,15474370000.0,1171299000.0,273553000.0,,,7142938000.0,,,,,77627000.0,4539377000.0,,,2269576000.0,1098732000.0,1170844000.0,,2024-03-31
22961687.0,22961687.0,4813251000.0,6501110000.0,15124918000.0,22163223000.0,7683587000.0,15124918000.0,,15662113000.0,16528491000.0,16015355000.0,353242000.0,15662113000.0,15432496000.0,,,229617000.0,229617000.0,9803795000.0,1389183000.0,178875000.0,322211000.0,,3798000.0,866378000.0,866378000.0,,8414612000.0,561759000.0,,5634732000.0,,5634732000.0,,58231000.0,1654310000.0,,260129000.0,1394181000.0,25819150000.0,9720951000.0,170615000.0,,2896332000.0,2896332000.0,,,,129333000.0,537195000.0,43670000.0,493525000.0,5987476000.0,,5987476000.0,1483220000.0,4504256000.0,,,,,16098199000.0,1060245000.0,21045000.0,,,7553188000.0,,,,,112616000.0,4797347000.0,,,2553758000.0,865899000.0,1687859000.0,,2023-09-30
22961687.0,22961687.0,4867452000.0,6562040000.0,14074522000.0,20716288000.0,6828753000.0,14074522000.0,3924000.0,14158172000.0,14454459000.0,14423752000.0,265580000.0,14158172000.0,13928555000.0,12519412000.0,131813000.0,229617000.0,229617000.0,9218806000.0,623210000.0,39700000.0,237256000.0,39700000.0,36989000.0,296287000.0,296287000.0,237256000.0,8595596000.0,100466000.0,126865000.0,6265753000.0,3924000.0,6261829000.0,24166000.0,24166000.0,1447118000.0,240000.0,126865000.0,1446878000.0,23642558000.0,8218209000.0,2171000.0,45634000.0,2878145000.0,3227715000.0,2878145000.0,40000.0,40000.0,134171000.0,83650000.0,17418000.0,66232000.0,4779502000.0,-3142127000.0,7921629000.0,612434000.0,4167068000.0,4862121000.0,2275046000.0,172028000.0,0.0,15424349000.0,208872000.0,30844000.0,120377000.0,635694000.0,7898189000.0,62008000.0,4712985000.0,915489000.0,2207707000.0,212877000.0,4196182000.0,0.0,4196182000.0,2121314000.0,430650000.0,1690664000.0,1690664000.0,2023-03-31
