Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
72211486.0,72211486.0,56729300000.0,69466700000.0,72069600000.0,139446000000.0,24050200000.0,72069600000.0,2270300000.0,72249600000.0,113898700000.0,72249600000.0,72249600000.0,71527500000.0,722100000.0,722100000.0,101227400000.0,48553600000.0,3425600000.0,43724400000.0,2075300000.0,41649100000.0,426000000.0,52673800000.0,1306500000.0,25742300000.0,195000000.0,25547300000.0,237300000.0,20664600000.0,161900000.0,20502700000.0,173477000000.0,96753000000.0,5987800000.0,2850000000.0,2850000000.0,110200000.0,180000000.0,180000000.0,87326400000.0,87326400000.0,5382800000.0,81943600000.0,76724000000.0,11336900000.0,19177900000.0,90000000.0,34372800000.0,11746400000.0,1279300000.0,10467100000.0,2024-03-31
72211486.0,72211486.0,48431600000.0,64240800000.0,71942000000.0,134332500000.0,28494200000.0,71942000000.0,2053400000.0,72145100000.0,111911100000.0,72145100000.0,72145100000.0,71423000000.0,722100000.0,722100000.0,94621800000.0,46150900000.0,3088800000.0,41658700000.0,1892700000.0,39766000000.0,415200000.0,48470900000.0,1485100000.0,22582100000.0,160700000.0,22421400000.0,241800000.0,20399300000.0,705500000.0,19693800000.0,166766900000.0,89801800000.0,3669100000.0,2361900000.0,2361900000.0,116400000.0,203100000.0,203100000.0,82662000000.0,82662000000.0,9157900000.0,73504100000.0,76965100000.0,9761300000.0,18289300000.0,96200000.0,33033700000.0,15784600000.0,2028800000.0,13755800000.0,2023-09-30
72211486.0,72211486.0,44864900000.0,57035300000.0,74820200000.0,130003700000.0,27217700000.0,74820200000.0,2086700000.0,75055100000.0,109688700000.0,75055100000.0,75055100000.0,74333000000.0,722100000.0,722100000.0,89321700000.0,40847700000.0,3027300000.0,36593200000.0,1959600000.0,34633600000.0,354400000.0,48474000000.0,1451000000.0,20442100000.0,127100000.0,20315000000.0,193900000.0,22605400000.0,1032300000.0,21573100000.0,164376800000.0,88685100000.0,3162800000.0,2485900000.0,2485900000.0,121500000.0,234900000.0,234900000.0,82166800000.0,82166800000.0,4568000000.0,77598800000.0,75691700000.0,8044200000.0,23108500000.0,,32321300000.0,12217700000.0,2134000000.0,10083700000.0,2023-03-31
