Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Held To Maturity Securities
8951647.0,2436502319.0,2445453966.0,775450000000.0,879840000000.0,744880000000.0,1632440000000.0,-15310000000.0,744880000000.0,24090000000.0,776690000000.0,1450230000000.0,797760000000.0,21070000000.0,776690000000.0,773640000000.0,,,3050000000.0,3050000000.0,1484220000000.0,823570000000.0,490000000.0,,100000000.0,,,96590000000.0,694140000000.0,20600000000.0,673540000000.0,14510000000.0,660650000000.0,45640000000.0,185700000000.0,3490000000.0,182210000000.0,4390000000.0,337170000000.0,,,3520000000.0,333650000000.0,2281980000000.0,1636640000000.0,66030000000.0,,3000000000.0,880000000.0,116690000000.0,116690000000.0,,17090000000.0,,1400000000.0,31810000000.0,25420000000.0,6390000000.0,1388160000000.0,,1388160000000.0,292160000000.0,1096000000000.0,,,,,645340000000.0,48850000000.0,1730000000.0,10000000.0,,,378150000000.0,,,,40000000.0,50000000.0,75480000000.0,,,141030000000.0,60730000000.0,80300000000.0,,,2024-03-31,
,2436502319.0,2436502319.0,743830000000.0,818740000000.0,709640000000.0,1538780000000.0,-100520000000.0,709640000000.0,19540000000.0,739580000000.0,1312140000000.0,753990000000.0,14410000000.0,739580000000.0,736530000000.0,,,3050000000.0,3050000000.0,1405390000000.0,712130000000.0,500000000.0,,160000000.0,,,92350000000.0,589550000000.0,16990000000.0,572560000000.0,14450000000.0,693260000000.0,52660000000.0,229190000000.0,2550000000.0,226640000000.0,2950000000.0,329010000000.0,,,5730000000.0,323280000000.0,2159380000000.0,1566640000000.0,62070000000.0,,3630000000.0,730000000.0,112260000000.0,112260000000.0,,7030000000.0,7030000000.0,850000000.0,29940000000.0,24300000000.0,5640000000.0,1340800000000.0,,1340800000000.0,283790000000.0,1057010000000.0,,,,,592740000000.0,50230000000.0,6380000000.0,20000000.0,,,338420000000.0,,,,1240000000.0,30000000.0,71870000000.0,,,124550000000.0,69180000000.0,55370000000.0,,,2023-09-30,
12864021.0,2404356419.0,2417220440.0,633980000000.0,808330000000.0,634820000000.0,1445170000000.0,-18130000000.0,634820000000.0,20110000000.0,656950000000.0,1276410000000.0,670390000000.0,13440000000.0,656950000000.0,4080000000.0,426270000000.0,61910000000.0,3010000000.0,3010000000.0,1440390000000.0,740760000000.0,390000000.0,330000000.0,20000000.0,10650000000.0,0.0,79360000000.0,635400000000.0,15940000000.0,619460000000.0,13950000000.0,699630000000.0,18520000000.0,172930000000.0,4170000000.0,168760000000.0,2800000000.0,462290000000.0,59290000000.0,570000000.0,13490000000.0,388940000000.0,2110780000000.0,1429280000000.0,620000000.0,22700000000.0,5390000000.0,180000000.0,44440000000.0,36250000000.0,8190000000.0,7000000000.0,7000000000.0,860000000.0,22130000000.0,20850000000.0,1280000000.0,1243190000000.0,-336590000000.0,1579780000000.0,219210000000.0,1023980000000.0,1138430000000.0,166120000000.0,55010000000.0,1010000000.0,681500000000.0,110000000.0,4600000000.0,40000000.0,6370000000.0,29510000000.0,331350000000.0,10000000.0,141180000000.0,190160000000.0,19210000000.0,13720000000.0,71340000000.0,-2740000000.0,74080000000.0,205250000000.0,51010000000.0,154240000000.0,131150000000.0,23090000000.0,2023-03-31,
