dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
10.5,0.0202,0.3389,3.25,2024-05-28,CMSINFO
10.5,0.0197,0.3389,3.25,2024-05-28,CMSINFO
10.5,0.019,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0188,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0194,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0189,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0186,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0191,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0199,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.018,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0177,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0179,0.4859,3.25,2024-05-28,CMSINFO
10.5,0.0179,0.4859,3.25,2024-05-28,CMSINFO
